Country,Lag,MAE,RMSE,MAPE
CA,1,158.82462888471747,457.8052157337981,0.7262621532747167
CA,2,172.49239656333322,462.47059551798156,0.7765299445997342
CA,3,176.73189522020002,463.49502589207356,0.7915005304765805
DE,1,507.0556526650221,1292.6555861616855,0.649031267258695
DE,2,549.8615230512004,1336.6339034774871,0.6868240453892709
DE,3,546.3658875059838,1338.6998141001934,0.6823967049802326
JP,1,986.6651844708622,2152.4118328742375,0.8314147412805198
JP,2,1019.763000092196,2140.4321445813994,0.8524111220221182
JP,3,1058.0242689959896,2182.935066702139,0.8749116533584409
KR,1,583.3340499478853,1707.5171893119482,1.0961225659039564
KR,2,588.5602727739722,1690.8796419664086,1.1011642797485892
KR,3,588.5602727739722,1690.8796419664086,1.1011642797485892
CH,1,240.7570737512882,643.0207430438686,1.612657044426636
CH,2,240.7570737512882,643.0207430438686,1.612657044426636
CH,3,240.7570737512882,643.0207430438686,1.612657044426636
GB,1,213.9900938653987,444.0396545530132,0.4619743362775773
GB,2,212.6486536057011,434.3908048387348,0.4595159625751796
GB,3,211.68608944995876,429.1253417570119,0.45814978576145954
US,1,2218.3914035793136,7224.5529875594475,0.5845161807754884
US,2,2325.5980848795257,7250.437856062948,0.6120360803609451
US,3,2339.7223657363556,7255.987673771054,0.6150559752201906
CN,1,1128.0903066227681,4873.6089923327945,0.9349252678409548
CN,2,1128.0903066227681,4873.6089923327945,0.9349252678409548
CN,3,1128.0903066227681,4873.6089923327945,0.9349252678409548
