split,seed,epoch,val_MAPE
temporal,2,25,39.62297774564912
temporal,2,26,41.235128706953276
temporal,2,27,38.725413038687314
temporal,2,28,38.850812127928144
temporal,2,29,36.124376037466135
temporal,2,30,42.215827225987546
temporal,2,31,35.33676317090728
temporal,2,32,45.36928759582755
temporal,2,33,45.81331898957915
temporal,2,34,48.58526452707506
temporal,2,35,37.13409743550733
temporal,2,36,35.010577757827306
temporal,2,37,35.10476565828938
temporal,2,38,36.15429274958214
temporal,2,39,38.864906098488774
temporal,2,40,36.61753940618953
temporal,2,41,29.7867392053253
temporal,2,42,30.45424838815427
temporal,2,43,40.372516437169836
temporal,2,44,30.693065388592878
temporal,2,45,27.158513799706192
temporal,2,46,37.47097047624599
temporal,2,47,25.111820589559297
temporal,2,48,28.399205166792672
temporal,2,49,29.164695285969433
temporal,2,50,33.232782092707254
temporal,2,51,29.07191147613526
temporal,2,52,31.065745475843222
temporal,2,53,29.252342809970227
temporal,2,54,32.96467866157857
temporal,2,55,27.892266403277137
temporal,2,56,18.58280022296183
temporal,2,57,37.293534163593435
temporal,2,58,30.493648942236184
temporal,2,59,27.97961390403521
temporal,2,60,28.745739298364942
temporal,2,61,34.05143854770383
temporal,2,62,26.864191738111415
temporal,2,63,38.78720340387923
temporal,2,64,24.702029366504572
temporal,2,65,28.688834188875212
temporal,2,66,26.63866770676202
temporal,2,67,25.747092694100683
temporal,2,68,32.05889291439593
temporal,2,69,16.705197260235042
temporal,2,70,36.695670679382914
temporal,2,71,33.19037161828538
temporal,2,72,35.26357920562186
temporal,2,73,29.72366570895722
temporal,2,74,22.171066309123105
temporal,2,75,25.74916133530663
temporal,2,76,25.10222698659817
temporal,2,77,25.98837594087613
temporal,2,78,24.618312782761098
temporal,2,79,30.179298915840757
temporal,2,80,19.320801432668507
temporal,2,81,27.93991980876511
temporal,2,82,30.683631117163497
temporal,2,83,30.211799395580417
temporal,2,84,26.795643459081305
temporal,2,85,31.7944500990636
temporal,2,86,24.904761179164012
temporal,2,87,31.315664471853978
temporal,2,88,26.261057477917703
temporal,2,89,28.28617477992293
temporal,2,90,20.07916298798465
temporal,2,91,36.04262489495135
temporal,2,92,35.84372659544805
temporal,2,93,32.928884820703765
temporal,2,94,28.228303079625896
temporal,2,95,23.160943046602803
temporal,2,96,37.60381933332057
temporal,2,97,25.977654670760636
temporal,2,98,25.449237298229434
temporal,2,99,29.75615910955075
temporal,2,100,26.75068188987264
temporal,2,101,33.52625835578948
temporal,2,102,27.414452085771284
temporal,2,103,30.32947032250829
temporal,2,104,25.761182391082215
temporal,2,105,30.47411072624747
temporal,2,106,27.151656454320257
temporal,2,107,25.333369182160524
temporal,2,108,36.562750337980546
temporal,2,109,26.420790260896844
temporal,2,110,32.824023156968224
temporal,2,111,28.135173931771305
temporal,2,112,25.84911437969145
temporal,2,113,24.514253832253974
temporal,2,114,28.357384858752237
temporal,2,115,26.17430357061446
temporal,2,116,28.167416736955076
temporal,2,117,25.277241933326273
temporal,2,118,30.052599085864284
temporal,2,119,27.872565015894235
temporal,2,120,28.039760861468732
temporal,2,121,26.893197989822106
temporal,2,122,26.149237757826583
temporal,2,123,27.58169578819114
temporal,2,124,33.33633047643341
temporal,2,125,29.455255633762256
temporal,2,126,25.372064190502257
temporal,2,127,30.049496870055748
temporal,2,128,32.222120753475025
temporal,2,129,36.97464037470948
temporal,2,130,24.84721948327304
temporal,2,131,26.546834448175865
temporal,2,132,30.72773271412954
temporal,2,133,28.469777670350492
temporal,2,134,26.750723175867037
temporal,3,1,47.049434154062666
temporal,3,2,37.79828310041541
temporal,3,3,25.523935410410953
temporal,3,4,26.31971999048893
temporal,3,5,27.441577651449084
temporal,3,6,24.44036774133703
temporal,3,7,26.067150932386706
temporal,3,8,31.38618757486997
temporal,3,9,26.492597528077876
temporal,3,10,20.36591850383337
temporal,3,11,22.669335386985296
temporal,3,12,16.645496306268008
temporal,3,13,16.815548572235937
temporal,3,14,23.875582874306854
temporal,3,15,16.829559406690503
temporal,3,16,24.049443805557967
temporal,3,17,22.15986372043197
temporal,3,18,21.006561573287875
temporal,3,19,20.094019124988456
temporal,3,20,25.0344015032264
temporal,3,21,24.61462032504124
temporal,3,22,26.49854460925039
temporal,3,23,29.708456316449432
temporal,3,24,22.591753923762724
temporal,3,25,28.004748923397965
temporal,3,26,25.47844870963516
temporal,3,27,26.40093524562196
temporal,3,28,24.60486115096171
temporal,3,29,24.253480845971406
temporal,3,30,24.768770492989933
temporal,3,31,29.297151262769084
temporal,3,32,35.29145471531363
temporal,3,33,33.31654941684744
temporal,3,34,29.757563185904207
temporal,3,35,25.702804124063306
temporal,3,36,22.707875117939373
temporal,3,37,21.487221846072842
temporal,3,38,26.789036442514526
temporal,3,39,26.828178647430324
temporal,3,40,30.69060955720029
temporal,3,41,26.088473471781036
temporal,3,42,26.122204825181356
temporal,3,43,24.00501733852206
temporal,3,44,24.557861477568398
temporal,3,45,27.53657977617438
temporal,3,46,28.09753108094387
temporal,3,47,27.073731919364413
temporal,3,48,27.76636706533716
temporal,3,49,25.478649678146297
temporal,3,50,26.221098616235732
temporal,3,51,28.213397754312915
temporal,3,52,29.28213568265757
temporal,3,53,25.763632090266107
temporal,3,54,26.234847805539268
temporal,3,55,31.449393709441992
temporal,3,56,30.217888491306123
temporal,3,57,27.905277516008248
temporal,3,58,29.745580260963255
temporal,3,59,26.47876098217893
temporal,3,60,31.869304593021624
temporal,3,61,30.542003074094808
temporal,3,62,30.970097923262767
temporal,3,63,28.921286033778554
temporal,3,64,30.986990209554456
temporal,3,65,32.114424084718706
temporal,3,66,28.93770140203822
temporal,3,67,27.255442098216793
temporal,3,68,29.479265979457043
temporal,3,69,31.74931324086491
temporal,3,70,29.38108850286249
temporal,3,71,30.523331252848273
temporal,3,72,27.33117990345474
temporal,3,73,31.31801515923509
temporal,3,74,28.460474754740932
temporal,3,75,31.061311526944067
temporal,3,76,30.52754570175119
temporal,3,77,31.675613424477167
temporal,4,1,104.12060466186772
temporal,4,2,74.03702245283277
temporal,4,3,47.67557408376675
temporal,4,4,43.67589262227604
temporal,4,5,41.432152012368775
temporal,4,6,41.40701689614509
temporal,4,7,39.15955720624907
temporal,4,8,38.94009705233777
temporal,4,9,38.42021988338079
temporal,4,10,44.332164478751004
temporal,4,11,44.70310939896188
temporal,4,12,38.239604776991406
temporal,4,13,40.830409348885425
temporal,4,14,35.339425794716306
temporal,4,15,36.677499482878055
temporal,4,16,31.71084371018338
temporal,4,17,44.627239559812736
temporal,4,18,38.3936771477381
temporal,4,19,36.715003380950286
temporal,4,20,32.28219074507148
temporal,4,21,33.98171537117919
temporal,4,22,32.870356118274515
temporal,4,23,27.553453643156526
temporal,4,24,36.10215908822849
temporal,4,25,31.889933718933467
temporal,4,26,34.08888947679994
temporal,4,27,41.32154886810919
temporal,4,28,36.511517754876905
temporal,4,29,32.48570311822267
temporal,4,30,31.646989725273123
temporal,4,31,35.81344980411315
temporal,4,32,34.94160809521413
temporal,4,33,37.776408301645006
temporal,4,34,37.11053226591285
temporal,4,35,36.80895236217402
temporal,4,36,34.90032659468645
temporal,4,37,36.79082889237428
temporal,4,38,34.93087004100029
temporal,4,39,37.06323227677769
temporal,4,40,35.46104461211362
temporal,4,41,34.865399290615294
temporal,4,42,37.06268527449254
temporal,4,43,35.87204714045394
temporal,4,44,35.44721626848918
temporal,4,45,37.68544877437071
temporal,4,46,37.672981527700735
temporal,4,47,34.30668784598376
temporal,4,48,34.84757830581295
temporal,4,49,33.654170436474196
temporal,4,50,36.80908909944122
temporal,4,51,35.40127978274863
temporal,4,52,36.808848300452
temporal,4,53,34.89148105079863
temporal,4,54,36.1348516618307
temporal,4,55,36.73329380834599
temporal,4,56,36.70875318498765
temporal,4,57,35.84724033695538
temporal,4,58,34.136912809982626
temporal,4,59,34.98851300684735
temporal,4,60,34.108148648782674
temporal,4,61,36.50925962076804
temporal,4,62,38.44821690933185
temporal,4,63,33.97913321826765
temporal,4,64,35.8111520970247
temporal,4,65,32.32907075356617
temporal,4,66,33.888251936375134
temporal,4,67,38.82323870127937
temporal,4,68,34.56682255796139
temporal,4,69,35.05768332291387
temporal,4,70,36.322702862846526
temporal,4,71,36.293684112651285
temporal,4,72,36.74421164227628
temporal,4,73,35.818545223596644
temporal,4,74,36.68326237069559
temporal,4,75,38.78089862138398
temporal,4,76,35.750494262700066
temporal,4,77,39.7651237750383
temporal,4,78,35.33350991260779
temporal,4,79,32.68112367002294
temporal,4,80,35.308443707807044
temporal,4,81,36.36660228376841
temporal,4,82,34.48327938664642
temporal,4,83,37.406183049953874
temporal,4,84,37.52795471321387
temporal,4,85,35.57823313796691
temporal,4,86,36.93697396972353
temporal,4,87,36.846340499225676
temporal,4,88,37.16941921363245
temporal,5,1,65.00370305852147
temporal,5,2,53.525553444889965
temporal,5,3,41.5300733289078
temporal,5,4,34.480912401930254
temporal,5,5,33.859466387194075
temporal,5,6,30.485914394153387
temporal,5,7,38.32095745405692
temporal,5,8,32.652024425797585
temporal,5,9,36.06880845505652
temporal,5,10,36.82958295955024
temporal,5,11,37.40286397896352
temporal,5,12,34.83294597635085
temporal,5,13,31.14685402063129
temporal,5,14,31.28558749312424
temporal,5,15,31.150416838530443
temporal,5,16,32.35344002784452
temporal,5,17,33.92264661332238
temporal,5,18,35.33777551771699
temporal,5,19,30.689299610406927
temporal,5,20,32.90218564584934
temporal,5,21,31.884827088096003
temporal,5,22,32.823219563137435
temporal,5,23,33.79970457156686
temporal,5,24,30.86682593338698
temporal,5,25,30.27854108233754
temporal,5,26,35.67966792822438
temporal,5,27,34.60795070742588
temporal,5,28,33.554749036529394
temporal,5,29,31.162686697251186
temporal,5,30,29.93006863716139
temporal,5,31,31.284939515372372
temporal,5,32,29.52916881769975
temporal,5,33,30.075534346947126
temporal,5,34,31.059694311304742
temporal,5,35,36.06716312287463
temporal,5,36,31.11451517173539
temporal,5,37,38.390614115192236
temporal,5,38,34.40109164773506
temporal,5,39,33.31662093792774
temporal,5,40,32.9813886115228
temporal,5,41,33.025102992725806
temporal,5,42,34.20297815766348
temporal,5,43,31.456921671981114
temporal,5,44,31.850991290094466
temporal,5,45,33.885989354944954
temporal,5,46,32.27899771493406
temporal,5,47,31.177817441763622
temporal,5,48,34.078073720483935
temporal,5,49,37.54233454926737
temporal,5,50,32.006795234998144
temporal,5,51,33.13140060460134
temporal,5,52,33.954846390250395
temporal,5,53,33.89970704262315
temporal,5,54,32.23857356249275
temporal,5,55,33.742555218780275
temporal,5,56,33.03908559043046
temporal,5,57,32.375084944520474
temporal,5,58,29.03114418072508
temporal,5,59,33.84323751806269
temporal,5,60,35.413198377336734
temporal,5,61,30.102301396443288
temporal,5,62,31.758326659603682
temporal,5,63,34.88280631763993
temporal,5,64,34.415505391493255
temporal,5,65,32.55109664067051
temporal,5,66,33.561295957851314
temporal,5,67,35.65724412382959
temporal,5,68,32.165105605897175
temporal,5,69,36.47257597636922
temporal,5,70,31.864244570781135
temporal,5,71,36.37112970205001
temporal,5,72,33.97706354493884
temporal,5,73,31.414304473092376
temporal,5,74,30.858354577536808
temporal,5,75,33.917898066962834
temporal,5,76,35.78530421616744
temporal,5,77,35.19531095401807
temporal,5,78,34.05381429634603
temporal,5,79,30.516304653136995
temporal,5,80,33.89502535433277
temporal,5,81,32.74560700584625
temporal,5,82,33.7560766218637
temporal,5,83,32.00800252192262
temporal,5,84,32.87476252292453
temporal,5,85,35.25531875981691
temporal,5,86,31.73401702173323
temporal,5,87,34.051761901720475
temporal,5,88,34.22851719058256
temporal,5,89,32.13222574666451
temporal,5,90,34.1757329745362
temporal,5,91,31.674270576634434
temporal,5,92,30.3790661199493
temporal,5,93,33.590345772100015
temporal,5,94,34.09277199400997
temporal,5,95,31.90870379390051
temporal,5,96,34.00573362285585
temporal,5,97,34.68151970552879
temporal,5,98,34.33246976244572
temporal,5,99,36.76263939620123
temporal,5,100,35.12134613764328
temporal,5,101,35.65739698909171
temporal,5,102,31.18444567646806
temporal,5,103,34.78491719848686
temporal,5,104,30.45621409643421
temporal,5,105,31.65961626834699
temporal,5,106,32.220650907784
temporal,5,107,34.686827323440355
temporal,5,108,32.75916201726844
temporal,5,109,32.47829900717019
temporal,5,110,32.098357428797996
temporal,5,111,33.051044215064074
temporal,5,112,30.536393761332185
temporal,5,113,32.11408533324671
temporal,5,114,30.700148301250398
temporal,5,115,31.163133004767786
temporal,5,116,30.789651273476814
temporal,5,117,32.93974734207274
temporal,5,118,31.60778307172566
temporal,5,119,28.694467430650842
temporal,5,120,33.98511363046836
temporal,5,121,29.527021587567393
temporal,5,122,32.93406324518944
temporal,5,123,31.745779139884405
temporal,5,124,29.738745510585886
temporal,5,125,31.31712467516911
temporal,5,126,30.189576318756217
temporal,5,127,33.56493678205309
temporal,5,128,33.544644469940906
temporal,5,129,37.505125816442366
temporal,5,130,31.33905200016024
temporal,5,131,33.453636877818546
temporal,5,132,32.43470586340905
temporal,5,133,30.674321891694127
temporal,5,134,35.373548215578744
temporal,5,135,30.747765841677086
temporal,5,136,31.65199704684968
temporal,5,137,33.89439837537564
temporal,5,138,30.56921900836496
temporal,5,139,31.270557681855653
temporal,5,140,29.938106649674346
temporal,5,141,32.71391623319295
temporal,5,142,33.66385749632895
temporal,5,143,30.83985048814723
temporal,5,144,30.51514546836
temporal,5,145,28.276605635214096
temporal,5,146,29.836896988438667
temporal,5,147,29.371650499664074
temporal,5,148,32.22298509771098
temporal,5,149,29.11452728929128
temporal,5,150,28.740245001124343
temporal,5,151,31.104723911812115
temporal,5,152,31.059147029537765
temporal,5,153,30.26192049432419
temporal,5,154,33.27151739698146
temporal,5,155,28.66661657205248
temporal,5,156,29.277114472556992
temporal,5,157,29.388378100484513
temporal,5,158,28.185425533110937
temporal,5,159,30.459521650881666
temporal,5,160,28.95606550010641
temporal,5,161,29.21114379856109
temporal,5,162,30.39861101420237
temporal,5,163,30.792977866040204
temporal,5,164,28.34672933320376
temporal,5,165,26.68935937736049
temporal,5,166,33.233337515837555
temporal,5,167,28.101582409744175
temporal,5,168,27.830899177797264
temporal,5,169,28.508503938338258
temporal,5,170,27.374512685994993
temporal,5,171,26.573871631249713
temporal,5,172,30.011559277143483
temporal,5,173,29.595481649830568
temporal,5,174,26.052544056000016
temporal,5,175,31.676641010818596
temporal,5,176,28.5756560123042
temporal,5,177,27.43436764233622
temporal,5,178,26.720265270612938
temporal,5,179,30.439759800737832
temporal,5,180,27.39143612052008
temporal,5,181,29.632117055331815
temporal,5,182,29.30272932546246
temporal,5,183,28.644307250593844
temporal,5,184,28.712770832821104
temporal,5,185,28.693719659674223
temporal,5,186,27.655235285090722
temporal,5,187,26.28413868268109
temporal,5,188,33.058581835926624
temporal,5,189,26.58932369403302
temporal,5,190,27.636362115882317
temporal,5,191,26.189866651975986
temporal,5,192,29.848798381926077
temporal,5,193,30.730797180906567
temporal,5,194,28.452867547266187
temporal,5,195,28.43735409658223
temporal,5,196,25.298973932153757
temporal,5,197,30.09339270390527
temporal,5,198,28.81553611067236
temporal,5,199,29.44122062696963
temporal,5,200,27.383412464330064
temporal,5,201,26.609885004230776
temporal,5,202,26.5446245921722
temporal,5,203,29.626382776542155
temporal,5,204,27.146088838023484
temporal,5,205,28.905536889945626
temporal,5,206,26.525251212334112
temporal,5,207,27.0553345767514
temporal,5,208,25.885773331936253
temporal,5,209,30.31140255993835
temporal,5,210,29.364522925837242
temporal,5,211,26.58784181619889
temporal,5,212,27.357127832002178
temporal,5,213,28.268123619036178
temporal,5,214,28.279625844112523
temporal,5,215,25.744312559986003
temporal,5,216,26.671281018862896
temporal,5,217,29.503878538703905
temporal,5,218,32.857497672309314
temporal,5,219,28.600457235955552
temporal,5,220,25.975190544422194
temporal,5,221,28.786018001251122
temporal,5,222,27.011956241580382
temporal,5,223,28.16668519102391
temporal,5,224,27.134757363268534
temporal,5,225,28.805370348946152
temporal,5,226,29.801860192455333
temporal,5,227,26.672747336168438
temporal,5,228,27.999003098667764
temporal,5,229,31.387721383641843
temporal,5,230,29.991251710554405
temporal,5,231,26.651935974484566
temporal,5,232,25.4115692089957
temporal,5,233,27.790526884297904
temporal,5,234,28.85328150093183
temporal,5,235,30.38513050022965
temporal,5,236,27.08821694337818
temporal,5,237,30.150590691744654
temporal,5,238,28.982764913078874
temporal,5,239,27.48352774098314
temporal,5,240,23.994970307982097
temporal,5,241,29.122378208162264
temporal,5,242,27.15645458739957
temporal,5,243,26.390523188657994
temporal,5,244,28.137442827047217
temporal,5,245,27.966205481154304
temporal,5,246,27.726804370680817
temporal,5,247,28.675477966200635
temporal,5,248,25.378125514266152
temporal,5,249,27.41673132713545
temporal,5,250,25.23057901240582
temporal,5,251,28.722691400696405
temporal,5,252,26.67320143251773
temporal,5,253,25.960723461811646
temporal,5,254,24.059801698458656
temporal,5,255,27.027563985062336
temporal,5,256,24.537792910911726
temporal,5,257,27.55106422247525
temporal,5,258,26.14821860126301
temporal,5,259,28.97734589109038
temporal,5,260,27.5568958762658
temporal,5,261,30.972054743822717
temporal,5,262,34.00932209864941
temporal,5,263,29.10238082507508
temporal,5,264,30.62118560939251
temporal,5,265,28.474599807385797
temporal,5,266,25.748318344751986
temporal,5,267,28.598187329394946
temporal,5,268,28.933929318055974
temporal,5,269,30.81846643980522
temporal,5,270,25.32277514062717
temporal,5,271,26.27573988524496
temporal,5,272,29.30950531817025
temporal,5,273,26.459132022401793
temporal,5,274,29.287432493416876
temporal,5,275,25.549266193411178
temporal,5,276,33.75729059995123
temporal,5,277,24.74277099385989
temporal,5,278,28.319130021122774
temporal,5,279,28.47957231204615
temporal,5,280,27.78337033888108
temporal,5,281,30.566939582264435
temporal,5,282,27.730310624151944
temporal,5,283,28.394734618131174
temporal,5,284,28.935307789860644
temporal,5,285,25.02254452391189
temporal,5,286,28.514303467234285
temporal,5,287,28.356377852226096
temporal,5,288,26.623600128661945
temporal,5,289,25.930409775043845
temporal,5,290,24.08578749041649
temporal,5,291,25.84662277287859
temporal,5,292,26.822254671092118
temporal,5,293,28.51647481438751
temporal,5,294,26.37634472710578
temporal,5,295,26.10702380288117
temporal,5,296,27.708958990771766
temporal,5,297,27.653337399280236
temporal,5,298,27.93957698253266
temporal,5,299,27.139529163465326
temporal,5,300,26.634122755758842
temporal,5,301,27.157352790741484
temporal,5,302,25.168289496105682
temporal,5,303,24.410679971212556
temporal,5,304,24.38236788348077
temporal,5,305,30.24468392721007
temporal,6,1,88.340231600134
temporal,6,2,46.76676985713761
temporal,6,3,37.15489294838739
temporal,6,4,24.84936935525399
temporal,6,5,23.992310305076128
temporal,6,6,26.978253544892095
temporal,6,7,28.6204001353891
temporal,6,8,34.4132464261248
temporal,6,9,23.443632740914865
temporal,6,10,19.267744915122254
temporal,6,11,21.806200802864737
temporal,6,12,20.360617033020212
temporal,6,13,23.779901097310667
temporal,6,14,19.56740315942679
temporal,6,15,21.166252886821184
temporal,6,16,20.848232676287136
temporal,6,17,22.080436806880034
temporal,6,18,28.163692666266492
temporal,6,19,17.2642983331325
temporal,6,20,16.341435834143965
temporal,6,21,36.997774465066925
temporal,6,22,33.25484825712357
temporal,6,23,27.33856708385818
temporal,6,24,19.56114429446554
temporal,6,25,25.132922476905485
temporal,6,26,25.10278426033431
temporal,6,27,26.974944476934994
temporal,6,28,21.608862059708112
temporal,6,29,26.265386411205377
temporal,6,30,20.734444658964335
temporal,6,31,16.310829532033747
temporal,6,32,20.766091030365953
temporal,6,33,22.587035317485327
temporal,6,34,21.077888665939927
temporal,6,35,19.845657562527403
temporal,6,36,20.43639262865503
temporal,6,37,23.139805916935565
temporal,6,38,19.305035796441476
temporal,6,39,19.90262372167492
temporal,6,40,21.45357012995778
temporal,6,41,22.18639882307617
temporal,6,42,19.3584060633965
temporal,6,43,21.018659457072452
temporal,6,44,18.399608404108278
temporal,6,45,23.58756805735643
temporal,6,46,23.78890632883752
temporal,6,47,21.825664952881073
temporal,6,48,17.035351876699817
temporal,6,49,17.98655078751305
temporal,6,50,20.500403716613818
temporal,6,51,21.871219681272162
temporal,6,52,18.21877478197857
temporal,6,53,22.451832850593117
temporal,6,54,24.770663577296737
temporal,6,55,20.588763092121305
temporal,6,56,19.25073889898098
temporal,6,57,19.819735909017066
temporal,6,58,22.17428836969367
temporal,6,59,21.618987078386365
temporal,6,60,23.85532868438747
temporal,6,61,21.347827535060915
temporal,6,62,26.78435211382958
temporal,6,63,22.241184604023942
temporal,6,64,23.148484596305114
temporal,6,65,19.647527691861765
temporal,6,66,20.420297174139744
temporal,6,67,20.77355125502514
temporal,6,68,20.530439311946445
temporal,6,69,19.55875988560118
temporal,6,70,22.593880495672558
temporal,6,71,23.734503915717838
temporal,6,72,22.16338750677912
temporal,6,73,23.91226039320684
temporal,6,74,21.152493718655172
temporal,6,75,23.440129419037806
temporal,6,76,25.560849603110498
temporal,6,77,21.61382568216956
temporal,6,78,23.04466565096631
temporal,6,79,23.898458493825093
temporal,6,80,24.211620529804286
temporal,6,81,23.65937551490578
temporal,6,82,28.717154459442412
temporal,6,83,28.174601543166546
temporal,6,84,29.480680616936866
temporal,6,85,30.62128806587769
temporal,6,86,29.417617008819224
temporal,6,87,27.933858694057236
temporal,6,88,30.94929203420831
temporal,6,89,27.397110106664037
temporal,6,90,28.935635850827563
temporal,6,91,28.7200299617645
temporal,6,92,25.721860402667645
temporal,6,93,28.186401214329248
