Lag,MAE,RMSE,MAPE
1.0,67444.64813742085,103644.14173703828,97.59210558229671
2.0,64295.628927581165,99964.17359683411,95.03960902117716
3.0,63361.15566785848,98207.12962529284,93.4634959422208
