Lag,MAE,RMSE,MAPE
1.0,60817.773331291944,93518.29905387107,86.25651373173811
2.0,57263.83356762874,89036.28666566017,84.65963995198304
3.0,55885.98119902542,87059.88911218673,84.27348499114082
