Lag,MAE,RMSE,MAPE
1.0,1505.0317867966357,4248.007022148663,1.5781676822514208
2.0,1849.4375376626215,4397.5412447719955,1.7737220943921261
3.0,1941.0805048622117,4458.624205269725,1.8673792431373033
