"LOCATION","Country","STATISTICS","Reference Statistics","UNIT_MEASURE","Unit of measurement","TIME","Year","Value","Flag Codes","Flags"
"EST","Estonia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","1998","1998",11440.2640566646,,
"EST","Estonia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","1999","1999",11391.640694703,,
"EST","Estonia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2000","2000",12540.7875900997,,
"EST","Estonia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2001","2001",13293.6961732627,,
"EST","Estonia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2002","2002",14193.8602189151,,
"EST","Estonia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2003","2003",15272.6310406588,,
"EST","Estonia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2004","2004",16311.780994032,,
"EST","Estonia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2005","2005",17865.7122931524,,
"EST","Estonia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2006","2006",19610.4029178881,,
"EST","Estonia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2007","2007",21096.7026349053,,
"EST","Estonia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2008","2008",20014.0208406842,,
"EST","Estonia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2009","2009",17086.1577558581,,
"EST","Estonia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2010","2010",17503.7892452583,,
"EST","Estonia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2011","2011",18775.1042944017,,
"EST","Estonia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2012","2012",19381.2021934887,,
"EST","Estonia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2013","2013",19663.8631589952,,
"EST","Estonia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2014","2014",20256.0138101456,,
"EST","Estonia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2015","2015",20631.362,,
"EST","Estonia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2016","2016",21282.3981889962,,
"EST","Estonia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2017","2017",22515.0832198217,,
"EST","Estonia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2018","2018",23445.8165447265,,
"EST","Estonia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2019","2019",24406.2372720498,,
"EST","Estonia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2020","2020",23685.9926809462,,
"SVK","Slovak Republic","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","1995","1995",36449.1350423066,,
"SVK","Slovak Republic","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","1996","1996",38862.0300951404,,
"SVK","Slovak Republic","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","1997","1997",41164.9309505854,,
"SVK","Slovak Republic","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","1998","1998",42842.8540285635,,
"SVK","Slovak Republic","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","1999","1999",42797.475741311,,
"SVK","Slovak Republic","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2000","2000",43296.720848877,,
"SVK","Slovak Republic","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2001","2001",44705.5031687409,,
"SVK","Slovak Republic","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2002","2002",46721.4717413164,,
"SVK","Slovak Republic","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2003","2003",49290.7248598961,,
"SVK","Slovak Republic","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2004","2004",51892.7228946631,,
"SVK","Slovak Republic","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2005","2005",55329.817763392,,
"SVK","Slovak Republic","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2006","2006",60029.0767275753,,
"SVK","Slovak Republic","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2007","2007",66531.4438029681,,
"SVK","Slovak Republic","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2008","2008",70240.4973303903,,
"SVK","Slovak Republic","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2009","2009",66408.5032615382,,
"SVK","Slovak Republic","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2010","2010",70587.7797097458,,
"SVK","Slovak Republic","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2011","2011",72449.4609502516,,
"SVK","Slovak Republic","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2012","2012",73433.4888131433,,
"SVK","Slovak Republic","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2013","2013",73914.3061286052,,
"SVK","Slovak Republic","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2014","2014",75928.0076519649,,
"SVK","Slovak Republic","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2015","2015",79888.147,,
"SVK","Slovak Republic","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2016","2016",81431.3310630051,,
"SVK","Slovak Republic","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2017","2017",83858.1373030505,,
"SVK","Slovak Republic","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2018","2018",87040.059165811,,
"SVK","Slovak Republic","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2019","2019",89307.7737400577,,
"SVK","Slovak Republic","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2020","2020",85415.0677687514,,
"SVN","Slovenia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","1995","1995",23810.1663641587,,
"SVN","Slovenia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","1996","1996",24572.8059155574,,
"SVN","Slovenia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","1997","1997",25813.6828088776,,
"SVN","Slovenia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","1998","1998",26660.2082875878,,
"SVN","Slovenia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","1999","1999",28081.9093406687,,
"SVN","Slovenia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2000","2000",29113.1798000467,,
"SVN","Slovenia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2001","2001",30049.6235005349,,
"SVN","Slovenia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2002","2002",31103.0426878244,,
"SVN","Slovenia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2003","2003",32023.7738729702,,
"SVN","Slovenia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2004","2004",33419.7513709921,,
"SVN","Slovenia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2005","2005",34689.0232043309,,
"SVN","Slovenia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2006","2006",36682.3929114486,,
"SVN","Slovenia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2007","2007",39242.8832345893,,
"SVN","Slovenia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2008","2008",40620.2465212116,,
"SVN","Slovenia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2009","2009",37554.0519702099,,
"SVN","Slovenia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2010","2010",38058.6834886106,,
"SVN","Slovenia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2011","2011",38386.4941030796,,
"SVN","Slovenia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2012","2012",37373.3062619008,,
"SVN","Slovenia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2013","2013",36988.629311773,,
"SVN","Slovenia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2014","2014",38012.5326652833,,
"SVN","Slovenia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2015","2015",38852.641,,
"SVN","Slovenia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2016","2016",40092.7605668983,,
"SVN","Slovenia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2017","2017",42023.3786139298,,
"SVN","Slovenia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2018","2018",43881.8722562617,,
"SVN","Slovenia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2019","2019",45308.2661328865,,
"SVN","Slovenia","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2020","2020",43392.0613359198,,
"LVA","Latvia","T_PUB_EXP_CONST","Total Government Expenditure (Constant Prices) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","1995","1995",3964.53380545823,,
"LVA","Latvia","T_PUB_EXP_CONST","Total Government Expenditure (Constant Prices) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","1996","1996",4043.34559759703,,
"LVA","Latvia","T_PUB_EXP_CONST","Total Government Expenditure (Constant Prices) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","1997","1997",4365.5446995098,,
"LVA","Latvia","T_PUB_EXP_CONST","Total Government Expenditure (Constant Prices) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","1998","1998",5018.57535919694,,
"LVA","Latvia","T_PUB_EXP_CONST","Total Government Expenditure (Constant Prices) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","1999","1999",5547.4062030312,,
"LVA","Latvia","T_PUB_EXP_CONST","Total Government Expenditure (Constant Prices) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2000","2000",5328.05561986771,,
"LVA","Latvia","T_PUB_EXP_CONST","Total Government Expenditure (Constant Prices) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2001","2001",5290.90109683225,,
"LVA","Latvia","T_PUB_EXP_CONST","Total Government Expenditure (Constant Prices) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2002","2002",5720.89044311758,,
"LVA","Latvia","T_PUB_EXP_CONST","Total Government Expenditure (Constant Prices) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2003","2003",5986.3008360398,,
"LVA","Latvia","T_PUB_EXP_CONST","Total Government Expenditure (Constant Prices) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2004","2004",6725.39535263321,,
"LVA","Latvia","T_PUB_EXP_CONST","Total Government Expenditure (Constant Prices) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2005","2005",7391.28438429056,,
"LVA","Latvia","T_PUB_EXP_CONST","Total Government Expenditure (Constant Prices) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2006","2006",8676.71147540603,,
"LVA","Latvia","T_PUB_EXP_CONST","Total Government Expenditure (Constant Prices) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2007","2007",9032.02266665463,,
"LVA","Latvia","T_PUB_EXP_CONST","Total Government Expenditure (Constant Prices) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2008","2008",9685.93146644712,,
"LVA","Latvia","T_PUB_EXP_CONST","Total Government Expenditure (Constant Prices) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2009","2009",9779.23557907308,,
"LVA","Latvia","T_PUB_EXP_CONST","Total Government Expenditure (Constant Prices) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2010","2010",9498.70871812988,,
"LVA","Latvia","T_PUB_EXP_CONST","Total Government Expenditure (Constant Prices) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2011","2011",8988.05719922505,,
"LVA","Latvia","T_PUB_EXP_CONST","Total Government Expenditure (Constant Prices) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2012","2012",8831.27834873676,,
"LVA","Latvia","T_PUB_EXP_CONST","Total Government Expenditure (Constant Prices) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2013","2013",8944.34817137619,,
"LVA","Latvia","T_PUB_EXP_CONST","Total Government Expenditure (Constant Prices) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2014","2014",9206.47137004065,,
"LVA","Latvia","T_PUB_EXP_CONST","Total Government Expenditure (Constant Prices) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2015","2015",9493.81,,
"LVA","Latvia","T_PUB_EXP_CONST","Total Government Expenditure (Constant Prices) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2016","2016",9397.84661152391,,
"LVA","Latvia","T_PUB_EXP_CONST","Total Government Expenditure (Constant Prices) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2017","2017",10052.8207035778,,
"LVA","Latvia","T_PUB_EXP_CONST","Total Government Expenditure (Constant Prices) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2018","2018",10633.1159982965,,
"LVA","Latvia","T_PUB_EXP_CONST","Total Government Expenditure (Constant Prices) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2019","2019",10577.1010938972,,
"LVA","Latvia","T_PUB_EXP_CONST","Total Government Expenditure (Constant Prices) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2020","2020",11514.5336187286,,
"ESP","Spain","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","1995","1995",716136.997311711,,
"ESP","Spain","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","1996","1996",735190.00231887,,
"ESP","Spain","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","1997","1997",762411.000502418,,
"ESP","Spain","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","1998","1998",795903.997423758,,
"ESP","Spain","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","1999","1999",831644.003881395,,
"ESP","Spain","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2000","2000",875271.994557582,,
"ESP","Spain","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2001","2001",909696.002774017,,
"ESP","Spain","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2002","2002",934539.996154127,,
"ESP","Spain","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2003","2003",962407.002867526,,
"ESP","Spain","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2004","2004",992461.004595899,,
"ESP","Spain","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2005","2005",1028705.99978608,,
"ESP","Spain","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2006","2006",1070911.00145092,,
"ESP","Spain","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2007","2007",1109514.00530369,,
"ESP","Spain","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2008","2008",1119356.99972483,,
"ESP","Spain","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2009","2009",1077233.00344869,,
"ESP","Spain","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2010","2010",1078988.99649675,,
"ESP","Spain","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2011","2011",1070201.99874972,,
"ESP","Spain","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2012","2012",1038530.00412381,,
"ESP","Spain","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2013","2013",1023622.99989833,,
"ESP","Spain","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2014","2014",1037789.00161118,,
"ESP","Spain","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2015","2015",1077590,,
"ESP","Spain","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2016","2016",1110254.99771493,,
"ESP","Spain","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2017","2017",1143269.99856829,,
"ESP","Spain","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2018","2018",1169436.99918986,,
"ESP","Spain","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2019","2019",1193821.99861925,,
"ESP","Spain","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2020","2020",1064616.00102056,,
"AUT","Austria","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","1995","1995",242066.741292447,,
"AUT","Austria","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","1996","1996",247754.180393925,,
"AUT","Austria","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","1997","1997",252941.159756609,,
"AUT","Austria","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","1998","1998",262000.06012695,,
"AUT","Austria","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","1999","1999",271317.650654304,,
"AUT","Austria","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2000","2000",280476.578276944,,
"AUT","Austria","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2001","2001",284030.689548342,,
"AUT","Austria","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2002","2002",288721.610305447,,
"AUT","Austria","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2003","2003",291439.839315358,,
"AUT","Austria","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2004","2004",299411.069579135,,
"AUT","Austria","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2005","2005",306130.051283811,,
"AUT","Austria","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2006","2006",316703.910862917,,
"AUT","Austria","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2007","2007",328508.780656643,,
"AUT","Austria","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2008","2008",333306.401376949,,
"AUT","Austria","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2009","2009",320758.82166319,,
"AUT","Austria","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2010","2010",326651.459630306,,
"AUT","Austria","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2011","2011",336198.821034436,,
"AUT","Austria","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2012","2012",338486.468451349,,
"AUT","Austria","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2013","2013",338572.79930534,,
"AUT","Austria","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2014","2014",340811.688287774,,
"AUT","Austria","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2015","2015",344269.23,,
"AUT","Austria","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2016","2016",351118.248960378,,
"AUT","Austria","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2017","2017",359048.510322699,,
"AUT","Austria","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2018","2018",368030.448263405,,
"AUT","Austria","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2019","2019",373518.56058242,,
"AUT","Austria","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2020","2020",348363.898855963,,
"CHN","China (People's Republic of)","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","1995","1995",11405109.981027,,
"CHN","China (People's Republic of)","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","1996","1996",12536810.0855772,,
"CHN","China (People's Republic of)","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","1997","1997",13694780.0064974,,
"CHN","China (People's Republic of)","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","1998","1998",14769289.9455244,,
"CHN","China (People's Republic of)","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","1999","1999",15900859.8653458,,
"CHN","China (People's Republic of)","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2000","2000",17250839.8809363,,
"CHN","China (People's Republic of)","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2001","2001",18688829.9720397,,
"CHN","China (People's Republic of)","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2002","2002",20395799.9103819,,
"CHN","China (People's Republic of)","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2003","2003",22443140.1634546,,
"CHN","China (People's Republic of)","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2004","2004",24712959.9509602,,
"CHN","China (People's Republic of)","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2005","2005",27528900.0404221,,
"CHN","China (People's Republic of)","GDP_CONST_2015","GDP (Constant Prices 2015) (mln)","LOCAL_CUR_2015","Local currency - constant prices (2015)","2006","2006",31030849.9296746,,
