Iteration,Training_Loss
0,38755426000.0
1,24372988000.0
2,55687647000.0
3,41975357000.0
4,74004320000.0
5,45848093000.0
6,47669820000.0
7,40365728000.0
8,58556750000.0
9,75210480000.0
10,54679560000.0
11,62079170000.0
12,20037276000.0
13,46527420000.0
14,65887660000.0
15,33881225000.0
16,38742974000.0
17,24358430000.0
18,55602508000.0
19,41854677000.0
20,73574920000.0
21,45375250000.0
22,46790296000.0
23,39032970000.0
24,55145880000.0
25,68063680000.0
26,46646220000.0
27,47845745000.0
28,13187049000.0
29,22792524000.0
30,19190780000.0
31,3103095800.0
32,54501550.0
33,4492739600.0
34,24316424000.0
35,9500150000.0
36,3551214600.0
37,76488970.0
38,2877878000.0
39,5174571500.0
40,10796454000.0
41,15243012000.0
42,9938229000.0
43,8753956000.0
44,1791526100.0
45,1950051000.0
46,748310600.0
47,31039246.0
48,743615360.0
49,1291381600.0
50,4429820000.0
51,3078263300.0
52,3302772000.0
53,570974900.0
54,45796588.0
55,336093630.0
56,1483739100.0
57,2950126000.0
58,2266713300.0
59,2157640700.0
60,487208800.0
61,476389440.0
62,222104860.0
63,9000356.0
64,145830600.0
65,265042400.0
66,841331140.0
67,649867650.0
68,848549570.0
69,222931460.0
70,37654412.0
71,48096144.0
72,286494720.0
73,619761340.0
74,486661000.0
75,417161660.0
76,115215336.0
77,40793984.0
78,24217638.0
79,22393984.0
80,73822900.0
81,92898770.0
82,174375740.0
83,100385620.0
84,111358490.0
85,22569772.0
86,45144904.0
87,35347884.0
88,109914060.0
89,164378720.0
90,111140104.0
91,64177924.0
92,43961876.0
93,6434366.5
94,35044850.0
95,25003808.0
96,35127460.0
97,46090508.0
98,38788044.0
99,14535449.0
100,23237316.0
101,4319684.0
102,58953640.0
103,22612272.0
104,41786996.0
105,33185722.0
106,28383964.0
107,15575532.0
108,35643884.0
109,14545839.0
110,31898810.0
111,8856593.0
112,10759683.0
113,39651310.0
114,34576068.0
115,21679374.0
116,36661310.0
117,6138856.0
118,48713892.0
119,9605838.0
120,19844668.0
121,12085209.0
122,21530540.0
123,16682315.0
124,35810830.0
125,6324165.0
126,20041288.0
127,727106.6
128,8141457.0
129,45147276.0
130,45150280.0
131,24927916.0
132,32155884.0
133,3921266.8
134,36236580.0
135,7806310.0
136,22183304.0
137,16167218.0
138,21979218.0
139,15260578.0
140,38252740.0
141,3522423.8
142,24715934.0
143,1881675.6
144,10155739.0
145,45583890.0
146,40742892.0
147,18770790.0
148,24355516.0
149,5393889.5
150,32839078.0
151,8506660.0
152,21820770.0
153,13606030.0
154,21163598.0
155,15416823.0
156,39996564.0
157,3919282.2
158,25265448.0
159,1459734.6
160,8811727.0
161,43060868.0
162,35453948.0
163,15818087.0
164,23116136.0
165,6013431.5
166,33284284.0
167,7916369.0
168,20164878.0
169,12172388.0
170,21457758.0
171,15670050.0
172,39458316.0
173,3507355.2
174,22346756.0
175,833511.4
176,7905879.0
177,42158064.0
178,34766150.0
179,15964395.0
180,23391160.0
181,5381188.0
182,34023916.0
183,7755081.0
184,20013500.0
185,12165021.0
186,21362938.0
187,15434049.0
188,39062908.0
189,3466660.0
190,21842558.0
191,778350.25
192,7861390.0
193,42204576.0
194,34951932.0
195,16042072.0
196,23371906.0
197,5482773.5
198,33820720.0
199,7780314.5
200,20108152.0
201,12181562.0
202,21373132.0
203,15473025.0
204,39238108.0
205,3468334.8
206,21910470.0
207,758576.0
208,7793126.5
209,42242656.0
210,34259972.0
211,15504217.0
212,23102454.0
213,5783628.5
214,33714748.0
215,7722752.0
216,19946164.0
217,12029070.0
218,21493934.0
219,15526941.0
220,39193784.0
221,3460673.8
222,21441448.0
223,704479.25
224,7668452.5
225,41772090.0
226,34028760.0
227,15446820.0
228,23095780.0
229,5747369.5
230,33785892.0
231,7688128.5
232,19924136.0
233,12005418.0
234,21494424.0
235,15491482.0
236,39154784.0
237,3462529.2
238,21281714.0
239,687761.3
240,7628804.0
241,41685020.0
242,33839930.0
243,15292864.0
244,23016208.0
245,5882880.5
246,33712404.0
247,7670154.0
248,19889836.0
249,11961527.0
250,21543948.0
251,15507506.0
252,39144744.0
253,3469262.5
254,21088948.0
255,676542.75
256,7581911.0
257,41569436.0
258,33643548.0
259,15164020.0
260,22962182.0
261,5972150.5
262,33690736.0
263,7648125.0
264,19854034.0
265,11927113.0
266,21579486.0
267,15501831.0
268,39100776.0
269,3483124.2
270,20908776.0
271,673318.7
272,7550893.0
273,41497064.0
274,33542100.0
275,15085140.0
276,22921940.0
277,6063948.5
278,33642810.0
279,7636148.0
280,19836544.0
281,11902115.0
282,21611454.0
283,15502992.0
284,39076412.0
285,3497774.5
286,20770118.0
287,675166.44
288,7478365.0
289,210067870.0
290,29757914.0
291,16737616.0
292,43342870.0
293,17111286.0
294,33808800.0
295,9805645.0
296,29005084.0
297,26332440.0
