Country,RMSE,MAE,MAPE,R2
CA,3.1018998893674556,2.685993483534548,,-3.794341328211611
CH,1.2906883335922306,1.2123331048738777,,-1.5225090168158388
CN,11.702521812654735,10.842917059262874,,0.9519234285400682
DE,12.732348650284607,10.551867896475427,,-1.2004395522451343
GB,29.62237630923735,27.15969188472712,,-5.340983798618068
JP,10.203332525995547,9.723973421152936,,-9.762788913647368
KR,6.856492040702439,5.891255282823948,,0.6398781845347257
US,142.27181640645847,117.11068267940283,,-2.128903143823936
