Country,True,Forecast
CA,27.7919793024325,26.752590371572733
CA,27.0046979120185,26.574820384288586
CA,27.7556378583315,26.45081682120345
CA,28.228129675399398,26.36431806012051
CA,29.8951052866978,26.303980796555376
CA,30.6966255814402,26.261892501544562
CA,31.111028153459,26.232533785682268
CA,30.4771553950946,26.212054595521167
CA,28.5643588273563,26.197769323930213
CH,16.6398934235238,15.697507906177371
CH,17.1948756219555,16.336990270593876
CH,18.5729256553376,16.73619720942402
CN,309.205058612812,310.960289333187
CN,336.250720890688,346.1295735168884
CN,366.080932147093,380.1573439694919
CN,399.390155103394,413.0806515900569
CN,430.32970332941403,444.9353446910392
CN,464.705238693159,475.75610803147396
DE,106.32326115924799,109.32070591925326
DE,110.276326391374,110.26152529655535
DE,114.097563573046,110.765599586515
DE,116.904240781414,111.03567362615367
DE,124.393853613863,111.18037449334646
DE,128.21182225802602,111.25790264449479
DE,131.96943394897,111.29944084904798
DE,125.566643621924,111.32169628029388
DE,129.005315240608,111.33362034454433
GB,42.527477370353,40.234246205293225
GB,61.3446297023717,40.094795870380224
GB,62.9728145001246,40.046664513558696
GB,65.503087410017,40.03005195030507
GB,67.444899012621,40.02431811531515
GB,79.8627681757809,40.02233907913694
GB,79.96404528048039,40.021656013753734
GB,78.153305627187,40.02142025337559
JP,167.387098458661,159.17582842282505
JP,172.435579472777,159.37883986463868
JP,168.514031992379,159.49783241692379
JP,162.76126018587402,159.56757837494874
JP,168.66818635248703,159.60845907350847
JP,172.58621093761602,159.63242077053087
JP,171.84093590987402,159.64646561184773
JP,167.081614070721,159.65469781541125
JP,172.06248877654502,159.6595230159231
KR,76.92204037023,80.84224734282492
KR,79.3647471271804,84.51200850397055
KR,88.135828288658,87.75902993586402
KR,95.4376659429012,90.63200932504154
KR,99.970920846719,93.17403460690905
KR,102.88045893911,95.42323018345772
KR,110.148077363916,97.41332869964933
US,468.27722417165,454.30786597359884
US,481.775482622067,453.9353853932801
US,507.401,453.66469121956845
US,528.1717009030571,453.4679686532034
US,549.63096952664,453.3250037434434
US,586.427345752008,453.2211063319753
US,631.845452979094,453.14560058634936
US,671.963268047983,453.09072801982467
US,709.712900312341,453.0508502789714
