Country,Lag,MAE,RMSE,MAPE
CA,1,156.06823489650344,351.36939063713317,0.6112887836797545
CA,2,155.98593514148197,351.38678023052825,0.6109906060898149
CA,3,155.66303999894896,351.4351900735479,0.6098218207889299
DE,1,473.38144351985255,743.7988026172177,0.5092943949095471
DE,2,489.58935072389477,759.7741651325679,0.5293226292436128
DE,3,490.2975575484538,760.3391498256401,0.5301037536070158
JP,1,712.3916340691345,1429.9919320943022,0.4633179060135671
JP,2,685.5321689785573,1418.916727228868,0.4485064954373886
JP,3,687.5175980155894,1419.2430055197033,0.4496795999073179
KR,1,825.260677563191,1629.9446189542593,1.6448315253714147
KR,2,882.0928382997678,1629.7355503652707,1.6929478628402594
KR,3,909.742289820909,1631.1296576925467,1.722032319058839
CH,1,278.0180093459378,514.4565164581289,2.02643990142646
CH,2,275.7640535534449,517.2125381627333,2.019575524163343
CH,3,280.62538722538136,522.6749536439831,2.0704972201792295
GB,1,535.1788574964922,1884.7453954398918,0.9753120953320992
GB,2,527.2834921520814,1880.067280454265,0.9685138574101468
GB,3,532.5481948030226,1879.960212621949,0.9769126128759138
US,1,2897.6524681726496,4455.300139417571,0.6365327279481091
US,2,3022.928376340511,4479.899961996363,0.6619339664326669
US,3,3023.8613599207915,4480.1928355462305,0.6621375941772155
CN,1,3746.5237983359043,6729.531794456125,2.020290253370022
CN,2,4136.759104096807,6788.052238384626,2.1135375518274424
CN,3,4159.486570341231,6807.715311299221,2.176483500060642
