Lag,MAE,RMSE,MAPE
1.0,4237.187893546088,7618.743829459907,3.89254296419164
2.0,3421.1739658374427,5477.532772906512,3.7474328928518292
3.0,3750.3917581144387,6052.05075433188,4.047848082141246
