Iteration,Training_Loss
0,38755010000.0
1,24372832000.0
2,55685116000.0
3,41971065000.0
4,73995650000.0
5,45838303000.0
6,47656624000.0
7,40350147000.0
8,58531670000.0
9,75174930000.0
10,54642850000.0
11,62032527000.0
12,20007406000.0
13,46472233000.0
14,65810526000.0
15,33817352000.0
16,38625260000.0
17,24220211000.0
18,54919655000.0
19,40939917000.0
20,70572510000.0
21,42210996000.0
22,41215190000.0
23,31050582000.0
24,36277380000.0
25,32085633000.0
26,11398571000.0
27,1162660100.0
28,2146676400.0
29,30293170000.0
30,27510385000.0
31,3483780600.0
32,24128924.0
33,1141212200.0
34,7379884000.0
35,8507977000.0
36,18320093000.0
37,11699276000.0
38,12195560000.0
39,9105443000.0
40,11088336000.0
41,10292965000.0
42,3955626500.0
43,1265949400.0
44,55532030.0
45,1320769700.0
46,5242408400.0
47,3842702300.0
48,3928868000.0
49,1676315400.0
50,1637607600.0
51,279344500.0
52,64041876.0
53,339844900.0
54,1126455000.0
55,1270391300.0
56,2289610000.0
57,2821661700.0
58,1423710100.0
59,794344770.0
60,93083200.0
61,25737880.0
62,301261150.0
63,427206980.0
64,650011140.0
65,432386080.0
66,707779260.0
67,291453540.0
68,156638350.0
69,7817788.5
70,184287790.0
71,219236780.0
72,460753660.0
73,639135170.0
74,352639170.0
75,192073220.0
76,52822950.0
77,11045693.0
78,87244240.0
79,96092824.0
80,137717680.0
81,98046120.0
82,129470380.0
83,44688500.0
84,33562236.0
85,3847197.2
86,82181940.0
87,61140960.0
88,126553500.0
89,142300740.0
90,79559976.0
91,31559040.0
92,37178330.0
93,19772122.0
94,59872190.0
95,33209546.0
96,37040784.0
97,42754696.0
98,31718030.0
99,12286481.0
100,27558676.0
101,7775081.0
102,66625360.0
103,23981890.0
104,38402268.0
105,24471168.0
106,24317364.0
107,14255518.0
108,35176452.0
109,16368812.0
110,32511288.0
111,7205328.5
112,9709678.0
113,40141772.0
114,35576640.0
115,22658908.0
116,38566590.0
117,6676261.0
118,48054240.0
119,8923205.0
120,19554580.0
121,11964395.0
122,21593164.0
123,16235223.0
124,35684510.0
125,5990176.5
126,19870358.0
127,589091.2
128,8249787.0
129,45143220.0
130,44450690.0
131,24007604.0
132,881891100.0
133,36243516.0
134,93385450.0
135,143762380.0
136,230273440.0
137,161632290.0
138,31873140.0
139,25444560.0
140,79217700.0
141,119138824.0
142,264201340.0
143,83889240.0
144,61910984.0
145,58158304.0
146,33243948.0
147,14722375.0
148,66690828.0
149,56082480.0
150,41960172.0
151,17176940.0
152,21314030.0
153,14371434.0
154,35169744.0
155,37495160.0
156,51596624.0
157,10806893.0
158,30794890.0
159,944449.56
160,7550249.0
161,38784170.0
162,29453600.0
163,12966269.0
164,25123424.0
165,7040780.5
166,35862412.0
167,8508702.0
168,22576876.0
169,16868452.0
170,24521830.0
171,15355771.0
172,37174108.0
173,5546693.0
174,20546324.0
175,2006163.6
176,7615022.5
177,40664304.0
178,35149696.0
179,18486760.0
180,27738792.0
181,3738015.5
182,37081068.0
183,7332508.5
184,20073060.0
185,12933686.0
186,21045606.0
187,14483644.0
188,37751240.0
189,3404310.8
190,22013662.0
191,974992.0
192,8541783.0
193,43371628.0
194,37103536.0
195,16797738.0
196,23665164.0
197,5346932.5
198,32677552.0
199,7911272.5
200,20873576.0
201,12534105.0
202,21063200.0
203,14921716.0
204,39695596.0
205,3602291.5
206,23512408.0
207,968790.8
208,7970658.0
209,41687920.0
210,33043622.0
211,14371965.0
212,22758574.0
213,5940005.5
214,33191100.0
215,7438178.5
216,19699428.0
217,11754884.0
218,21460842.0
219,14964940.0
220,38880010.0
221,3392171.8
222,21076390.0
223,667721.2
224,7597769.0
225,41420456.0
226,33546536.0
227,15126275.0
228,23143240.0
229,5271125.5
230,33614936.0
231,7441871.0
232,19883718.0
233,11885284.0
234,21221904.0
235,14799328.0
236,38885468.0
237,3385032.8
238,21411402.0
239,683469.5
240,7666516.0
241,41510484.0
242,33400430.0
243,14826317.0
244,22914658.0
245,5653348.5
246,33314078.0
247,7455475.5
248,19841590.0
249,11807109.0
250,21346088.0
251,14916225.0
252,38973124.0
253,3390388.5
254,21169808.0
255,655108.7
256,7582380.5
257,41296936.0
258,33043708.0
259,14650065.0
260,22859478.0
261,5700673.5
262,33396948.0
263,7420440.0
264,19776454.0
265,11771742.0
266,21382084.0
267,14903686.0
268,38879024.0
269,3409533.5
270,20925938.0
271,643934.06
272,7551368.0
273,41255372.0
274,33033038.0
275,14642451.0
276,22838150.0
277,5779547.0
278,33342632.0
279,7426038.5
280,19787948.0
281,11764761.0
282,21409992.0
283,14933669.0
284,38904304.0
285,3417904.0
286,20834614.0
287,640215.5
288,7528152.0
289,41169996.0
290,32861138.0
291,14518859.0
292,22785924.0
293,5892891.5
294,33330158.0
295,7412803.5
296,19750742.0
297,11741904.0
298,21455592.0
299,14943995.0
300,38848572.0
301,3444922.5
302,20658646.0
303,642536.9
304,7509746.0
305,41135972.0
306,32856222.0
307,14508623.0
308,22766422.0
309,5976981.5
310,33282556.0
311,7417499.5
312,19754818.0
313,11734863.0
314,21485658.0
315,14968328.0
316,38850400.0
317,3461445.0
318,20565230.0
319,646905.1
320,7497237.5
321,41084876.0
322,32773018.0
323,14438602.0
324,22734942.0
325,6080952.0
326,33258634.0
327,7411503.0
328,19733332.0
329,11722168.0
330,21523380.0
331,14976756.0
332,38802468.0
333,3494570.0
334,20437402.0
335,656587.44
336,7489284.5
337,41073972.0
338,32801904.0
339,14435652.0
340,22717420.0
341,6181766.0
342,33199534.0
343,7418408.5
344,19735568.0
345,11715914.0
346,21558444.0
347,15001335.0
348,38794068.0
349,3519274.2
350,20351508.0
351,667278.0
352,7483122.0
353,41046950.0
354,32778846.0
355,14397389.0
356,22696416.0
357,6287016.5
358,33164748.0
359,7417241.0
360,19721184.0
361,11708158.0
362,21594050.0
363,15009673.0
364,38747948.0
365,3559321.0
366,20252418.0
367,681459.06
368,7480578.0
369,41055372.0
370,32841474.0
371,14403760.0
372,22681896.0
373,6403812.5
374,33095310.0
375,7426251.0
376,19721646.0
377,11703226.0
378,21634226.0
379,15033482.0
380,38728700.0
381,3594194.5
382,20175328.0
383,696980.5
384,7478483.5
385,41052256.0
386,32874010.0
387,14391251.0
388,22667508.0
389,6520131.5
390,33044842.0
391,7429713.5
392,19711854.0
393,11698739.0
394,21672422.0
395,15043731.0
396,38683064.0
397,3642470.2
398,20096928.0
399,714255.7
400,7478599.5
401,41078150.0
402,32971544.0
403,14405666.0
404,22656316.0
405,6654836.0
406,32967484.0
407,7440260.5
408,19709300.0
409,11695902.0
410,21718202.0
411,15064982.0
412,38649816.0
413,3691439.5
414,20029756.0
415,733371.1
416,7478918.0
417,41102344.0
418,33065630.0
419,14415684.0
420,22646418.0
421,6793142.5
422,32897244.0
423,7448704.5
424,19701762.0
425,11694383.0
426,21763582.0
427,15078144.0
428,38601196.0
429,3751874.0
430,19967604.0
431,753260.6
432,7480307.0
433,41148012.0
434,33205210.0
435,14440480.0
436,22638634.0
437,6951672.5
438,32810232.0
439,7461178.5
440,19695522.0
441,11695047.0
442,21816350.0
443,15095348.0
444,38552044.0
445,3819398.0
446,20728172.0
447,1406376.5
448,7552000.0
449,40482236.0
450,32293780.0
451,14314796.0
452,22660472.0
453,6338588.0
454,33386530.0
455,7365539.5
456,19686344.0
457,11673712.0
458,21597248.0
459,14901389.0
460,38484892.0
461,3811542.5
462,19958364.0
463,722591.9
464,7495154.0
465,41286216.0
466,33287524.0
467,14278097.0
468,22638040.0
469,7391626.0
470,32706330.0
471,7428527.5
472,19604052.0
473,11716781.0
474,21910256.0
475,15015009.0
476,38262532.0
477,4102897.5
478,19813526.0
479,813069.7
480,7495365.5
481,41529260.0
482,34167584.0
