Country,Lag,MAE,RMSE,MAPE
AU,1,1062.975859737815,1432.7384299403914,7.846274045922577
AU,2,1094.3599223631404,1412.2707386077195,7.975312843136155
AU,3,560.2831907063941,812.8019957343912,3.8818161858101883
AT,1,300.578624845697,395.00353432984235,3.4448410411504713
AT,2,269.8127998530759,361.4743143018154,3.107380128677973
AT,3,289.4659107953549,379.1906792249185,3.3063210671614924
BE,1,223.02201999770983,305.9610075560315,2.5962977757332797
BE,2,252.28305891157248,349.26431891802844,2.9513292231228108
BE,3,262.3808174417025,360.2734261584816,3.084539000139748
CA,1,1140.4447449180393,1426.029236504613,4.936481728527656
CA,2,1535.5718293169523,1758.2939592071866,6.6884437284623175
CA,3,1465.0338108052215,1694.3762213203129,6.399422464647103
CZ,1,252.69212012037326,343.83675681495816,5.289362758513643
CZ,2,266.25749466407046,360.11832251218834,5.5102299661985095
CZ,3,248.97609121669828,337.86024698147764,5.326659487248121
DK,1,409.41046123033755,506.15237454874125,7.13697222026625
DK,2,436.596417029706,547.7399846482572,7.552193364002917
DK,3,410.4737987822676,537.0595980736265,7.056412686711928
FI,1,564.2661892475304,677.5244015706548,9.894810110677142
FI,2,609.0468202903561,729.7287002758105,10.662210668020164
FI,3,602.3606620444638,721.7446298570675,10.523397851571534
FR,1,795.1668005072511,1091.2976633896253,1.5820299783786462
FR,2,818.3669016105632,1113.7220614465568,1.627803112570627
FR,3,833.3676945737956,1120.205497096518,1.658666263248252
DE,1,2233.737164850243,3186.146219294603,2.6140539570724712
DE,2,2206.8813391962367,3161.430391135345,2.5855215033686996
DE,3,2350.3195096232566,3313.6343812515365,2.7329200142178283
GR,1,139.59360410719086,178.02696598411353,6.658834302504489
GR,2,117.01676759544085,138.30705158670614,5.4183766203780825
GR,3,139.48147066667147,173.47976906008813,6.157268081826251
HU,1,135.05741987376203,185.14760897464456,5.555965205163345
HU,2,127.48685758315035,164.56113630399472,5.589674244369894
HU,3,130.13589526992945,171.6405831527486,5.764029581743399
IS,1,54.30611261125959,70.10383254575501,18.06989722447509
IS,2,56.108185363510216,72.13461181070986,19.11337831768746
IS,3,56.25488941291296,72.80256087366799,19.291078193284058
IE,1,104.29755323500694,151.19703237616065,4.045005116012365
IE,2,119.03496568714024,156.88442988537128,5.152639707426707
IE,3,121.80507293096225,164.74990299781032,5.356056145623155
IT,1,1304.4596932180668,1563.1956344792711,5.30296582828628
IT,2,1488.8594515235732,1741.5852888903562,5.947564179869868
IT,3,1127.913918996868,1418.2427169698094,4.515999428985467
JP,1,4206.022495103086,5940.993193041471,3.0835223759958983
JP,2,5654.640703807573,7336.863055738217,4.063284206517349
JP,3,6606.66658410234,8245.962935093907,4.729342197936378
KR,1,1750.812539540411,2317.7003459226617,4.012409912204406
KR,2,1596.426793109573,2268.5345089146026,3.5736923239306098
KR,3,1392.5356509656865,2022.1109100414415,3.1334309704003167
LU,1,118.28673089424183,147.24546941373458,14.66211946287829
LU,2,105.90253296125844,137.57118031449002,13.247821866027595
LU,3,120.60571677075922,151.51311498112554,15.031411994055647
MX,1,554.5113912971254,695.3846730670366,8.481745257136549
MX,2,572.0005536293767,711.964743670691,8.72784640858173
MX,3,571.6398190790144,713.4521747132945,8.6620462320916
NL,1,659.4668649641494,728.8211847844676,4.927312210994388
NL,2,683.0597845055382,754.8898671602531,5.078166057433449
NL,3,595.401539768993,657.8226309993884,4.478993105547134
NZ,1,108.50319099017636,144.43279726623172,7.513346674225098
NZ,2,107.35633001677805,144.24640052679953,7.384669308485746
NZ,3,124.22324586140086,160.70158947908507,8.592182358063674
NO,1,227.4521099440386,295.00784275524217,4.9108263551556615
NO,2,195.49131489621104,256.1517720633941,4.197529879037648
NO,3,194.56652405090472,250.65997382989943,4.162273152933841
PL,1,400.16319674389916,544.7641976569084,6.452758807901965
PL,2,359.19822574879,484.5088958179357,5.882486477877805
PL,3,375.1007531086966,505.63008682955956,6.122647181547199
PT,1,155.3395216621391,208.26669361856304,5.979131405655994
PT,2,134.06273536115148,180.1210262360898,5.278876168422637
PT,3,120.67817578958257,181.3079693698866,4.833750716205515
SK,1,118.6956542384539,161.140856909447,10.967175705419711
SK,2,87.51764011966588,110.98972289369681,9.74247614802622
SK,3,87.49253933885787,108.1972136837145,10.029957317018052
ES,1,532.5842963506773,687.451544228259,3.5601228724825478
ES,2,468.96471547575675,594.800459789444,3.257156587812768
ES,3,468.0782221907238,599.2851944492714,3.1886521963189107
SE,1,655.7931724903195,806.617280654973,5.269369857622901
SE,2,733.8526047314235,901.3534838334541,5.756731538075344
SE,3,673.6016812683168,838.905387862968,5.314710716725365
CH,1,322.1267811474984,441.84920969073784,2.2851816784643835
CH,2,291.7670951664105,377.46912116292947,2.17248143943094
CH,3,208.75721725514313,307.30800249616976,1.6035817873273732
TR,1,525.7016769084622,799.8635416902029,7.020880168670531
TR,2,561.6185999642279,846.5100029601708,6.799570562280799
