Config,member,epoch,train_loss,val_loss
AGT,0,44,0.007544710300862789,0.4847809076309204
AGT,0,45,0.007052429020404816,0.558627188205719
AGT,0,46,0.0057167671620845795,0.48952314257621765
AGT,0,47,0.006220913492143154,0.5091673135757446
AGT,0,48,0.007632148917764425,0.5214397311210632
AGT,0,49,0.006059579085558653,0.5227855443954468
AGT,0,50,0.0051669166423380375,0.4220595061779022
AGT,0,51,0.00516433734446764,0.44714227318763733
AGT,0,52,0.007809325587004423,0.5568307638168335
AGT,0,53,0.006803705357015133,0.5441919565200806
AGT,0,54,0.005992317106574774,0.5243271589279175
AGT,0,55,0.004671682603657246,0.5017632246017456
AGT,0,56,0.00721133453771472,0.5529996752738953
AGT,0,57,0.007563976105302572,0.5491663813591003
AGT,0,58,0.004910916555672884,0.41346126794815063
AGT,0,59,0.0061634904704988,0.537362813949585
AGT,0,60,0.008726835250854492,0.5472712516784668
AGT,0,61,0.007198462728410959,0.4753170609474182
AGT,0,62,0.006760800257325172,0.5254586935043335
AGT,0,63,0.006891632452607155,0.5516271591186523
AGT,0,64,0.005470785312354565,0.47848522663116455
AGT,0,65,0.006022925954312086,0.5225554704666138
AGT,0,66,0.0054944828152656555,0.48794257640838623
AGT,0,67,0.006673757918179035,0.5212616920471191
AGT,0,68,0.004530479200184345,0.44858986139297485
AGT,0,69,0.007168245501816273,0.5535572171211243
AGT,0,70,0.005537573713809252,0.5329655408859253
AGT,0,71,0.008646335452795029,0.5379945635795593
AGT,0,72,0.007976952940225601,0.5465792417526245
AGT,0,73,0.005492763128131628,0.4314645528793335
AGT,0,74,0.0054761325009167194,0.5130305886268616
AGT,0,75,0.00903134886175394,0.6549354791641235
AGT,0,76,0.007264385931193829,0.6140550971031189
AGT,0,77,0.0064127156510949135,0.585899829864502
AGT,0,78,0.008154905401170254,0.6257238388061523
AGT,0,79,0.006074234377592802,0.5414071679115295
AGT,0,80,0.005525463260710239,0.5861291885375977
AGT,0,81,0.00523871835321188,0.5921892523765564
AGT,0,82,0.006215417291969061,0.5158767104148865
AGT,0,83,0.008171044290065765,0.5164381265640259
AGT,0,84,0.005838015116751194,0.5633794069290161
AGT,0,85,0.0050524319522082806,0.46004951000213623
AGT,0,86,0.007673490792512894,0.5533362627029419
AGT,0,87,0.005579003132879734,0.5723435878753662
AGT,0,88,0.003723936388269067,0.5247166156768799
AGT,0,89,0.007648391183465719,0.5501259565353394
AGT,0,90,0.00587464589625597,0.5348654985427856
AGT,0,91,0.004656881559640169,0.537146806716919
AGT,0,92,0.006991730537265539,0.5668713450431824
AGT,0,93,0.008261587470769882,0.5841307044029236
AGT,0,94,0.010620803572237492,0.5952394008636475
AGT,0,95,0.0068690842017531395,0.5699569582939148
AGT,0,96,0.0076408106833696365,0.601891040802002
AGT,0,97,0.010323958471417427,0.5713561177253723
AGT,0,98,0.004575587809085846,0.5160751938819885
AGT,0,99,0.007111568469554186,0.5159058570861816
AGT,0,100,0.005902976728975773,0.5351746082305908
AGT,0,101,0.007922754622995853,0.6248032450675964
AGT,0,102,0.006596291903406382,0.5642586946487427
AGT,0,103,0.006367305759340525,0.5236454606056213
AGT,0,104,0.005984069779515266,0.5533900260925293
AGT,0,105,0.0045837960205972195,0.5130510926246643
AGT,0,106,0.006607094779610634,0.5561615228652954
AGT,0,107,0.004901607986539602,0.5485029816627502
AGT,0,108,0.006286218296736479,0.5241252779960632
AGT,0,109,0.00458409171551466,0.42962324619293213
AGT,0,110,0.0072643146850168705,0.5728430151939392
AGT,0,111,0.0040567959658801556,0.4845687448978424
AGT,0,112,0.005040127318352461,0.4693831503391266
AGT,0,113,0.0030676040332764387,0.5153957605361938
AGT,0,114,0.0051834858022630215,0.5036559104919434
AGT,0,115,0.007820667698979378,0.579974353313446
AGT,0,116,0.0055533284321427345,0.4981227517127991
AGT,0,117,0.003529515117406845,0.43509572744369507
AGT,0,118,0.006398000288754702,0.5566720366477966
AGT,0,119,0.0050598434172570705,0.5175913572311401
AGT,0,120,0.0037288707681000233,0.5113081336021423
AGT,0,121,0.007227147929370403,0.6141239404678345
AGT,0,122,0.005587346851825714,0.5225715637207031
AGT,0,123,0.007861227728426456,0.572540819644928
AGT,0,124,0.004811414983123541,0.5324804186820984
AGT,0,125,0.0032817996107041836,0.4589642584323883
AGT,0,126,0.008355139754712582,0.5481129884719849
AGT,0,127,0.004869271535426378,0.47796863317489624
AGT,0,128,0.006468656938523054,0.5091971158981323
AGT,1,1,0.4006105065345764,1.6834732294082642
AGT,1,2,0.13111869990825653,0.7701866030693054
AGT,1,3,0.06673429161310196,0.7185052633285522
AGT,1,4,0.051096852868795395,0.7513558864593506
AGT,1,5,0.045353058725595474,0.5814860463142395
AGT,1,6,0.03958280757069588,0.5256180763244629
AGT,1,7,0.08491896837949753,0.7836517691612244
AGT,1,8,0.04090418294072151,0.541780948638916
AGT,1,9,0.051356371492147446,0.23644298315048218
AGT,1,10,0.04642157256603241,0.9022625088691711
AGT,1,11,0.02084340713918209,0.45550087094306946
AGT,1,12,0.027703186497092247,0.5757339596748352
AGT,1,13,0.03648625314235687,0.6403785943984985
AGT,1,14,0.019653920084238052,0.4531315267086029
AGT,1,15,0.021153682842850685,0.5780911445617676
AGT,1,16,0.01708398200571537,0.3719281852245331
AGT,1,17,0.028482018038630486,0.4890023469924927
AGT,1,18,0.03532782569527626,0.7005439400672913
AGT,1,19,0.01793084852397442,0.5249119997024536
AGT,1,20,0.011702635325491428,0.557837724685669
AGT,1,21,0.01325035747140646,0.5202060341835022
AGT,1,22,0.009148499928414822,0.46869906783103943
AGT,1,23,0.011967221274971962,0.4703963100910187
AGT,1,24,0.011968978680670261,0.5303497314453125
AGT,1,25,0.009083756245672703,0.5009515881538391
AGT,1,26,0.0075151086784899235,0.4694243371486664
AGT,1,27,0.00967202428728342,0.5242002010345459
AGT,1,28,0.008438575081527233,0.49024471640586853
AGT,1,29,0.007809879723936319,0.3966604173183441
AGT,1,30,0.011455469764769077,0.6019729971885681
AGT,1,31,0.010377923026680946,0.46367567777633667
AGT,1,32,0.007711111567914486,0.47781607508659363
AGT,1,33,0.007969540543854237,0.43604716658592224
AGT,1,34,0.006584983319044113,0.39254122972488403
AGT,1,35,0.0072199683636426926,0.5013018846511841
AGT,1,36,0.009775283746421337,0.5281762480735779
AGT,1,37,0.009098105132579803,0.5241621136665344
AGT,1,38,0.007260404992848635,0.4667503237724304
AGT,1,39,0.007978624664247036,0.4264669120311737
AGT,1,40,0.005685845855623484,0.4629282057285309
AGT,1,41,0.006153724621981382,0.44692263007164
AGT,1,42,0.009273418225347996,0.4172205924987793
AGT,1,43,0.006117936223745346,0.4937405288219452
AGT,1,44,0.007315438706427813,0.5554726719856262
AGT,1,45,0.009467174299061298,0.47289958596229553
AGT,1,46,0.0062468284741044044,0.4332153797149658
AGT,1,47,0.010723627172410488,0.5221720337867737
AGT,1,48,0.007709855679422617,0.5182939767837524
AGT,1,49,0.008197376504540443,0.5508432984352112
AGT,1,50,0.005573352333158255,0.3937070071697235
AGT,1,51,0.007895737886428833,0.5624219179153442
AGT,1,52,0.006831085309386253,0.5277711153030396
AGT,1,53,0.00606710696592927,0.488552987575531
AGT,1,54,0.005605831276625395,0.49761414527893066
AGT,1,55,0.008869539014995098,0.5043768882751465
AGT,1,56,0.006479540374130011,0.4669937789440155
AGT,1,57,0.006321240682154894,0.510644257068634
AGT,1,58,0.00694385776296258,0.5300427079200745
AGT,1,59,0.0067450241185724735,0.549237072467804
AGT,1,60,0.004369962960481644,0.4248799979686737
AGT,1,61,0.007452644407749176,0.503568172454834
AGT,1,62,0.004316653124988079,0.4398833215236664
AGT,1,63,0.006508710328489542,0.49543505907058716
AGT,1,64,0.00735740689560771,0.4406464993953705
AGT,1,65,0.006068073678761721,0.5244978070259094
AGT,1,66,0.007986963726580143,0.5223922729492188
AGT,1,67,0.005658910609781742,0.4220546782016754
AGT,1,68,0.003735367441549897,0.4246568977832794
AGT,1,69,0.00481928838416934,0.47358959913253784
AGT,1,70,0.008977524004876614,0.5559388995170593
AGT,1,71,0.006792121566832066,0.4516527056694031
AGT,1,72,0.003710129763931036,0.4477821886539459
AGT,1,73,0.006107951980084181,0.49747827649116516
AGT,1,74,0.006039874162524939,0.3966715335845947
AGT,1,75,0.004010573960840702,0.4589526951313019
AGT,1,76,0.006962780375033617,0.47577670216560364
AGT,1,77,0.003600304713472724,0.4090965986251831
AGT,1,78,0.0057907188311219215,0.39389631152153015
AGT,1,79,0.006339651066809893,0.4351709187030792
AGT,2,1,0.8458781242370605,2.611095428466797
AGT,2,2,0.17840199172496796,1.067566156387329
AGT,2,3,0.0988643616437912,0.7185695171356201
AGT,2,4,0.06327594071626663,0.5047914981842041
AGT,2,5,0.05029639974236488,0.5523883700370789
AGT,2,6,0.05768873542547226,0.28611135482788086
AGT,2,7,0.08549273759126663,0.5229037404060364
AGT,2,8,0.038784485310316086,0.7145437002182007
AGT,2,9,0.03845352679491043,0.49543413519859314
AGT,2,10,0.020435117185115814,0.41452789306640625
AGT,2,11,0.017657632008194923,0.41315460205078125
AGT,2,12,0.03611994907259941,0.7287177443504333
AGT,2,13,0.016298195347189903,0.318459153175354
AGT,2,14,0.01818549633026123,0.5544347763061523
AGT,2,15,0.0189304631203413,0.5628600716590881
AGT,2,16,0.027805479243397713,0.3872004449367523
AGT,2,17,0.020577378571033478,0.47753748297691345
AGT,2,18,0.02658616565167904,0.6847253441810608
AGT,2,19,0.018824607133865356,0.5762266516685486
AGT,2,20,0.010069860145449638,0.47855624556541443
AGT,2,21,0.011912582442164421,0.5474375486373901
AGT,2,22,0.010450341738760471,0.5426161885261536
AGT,2,23,0.007252535317093134,0.433053582906723
AGT,2,24,0.008774715475738049,0.4739181399345398
AGT,2,25,0.008346187882125378,0.5060718655586243
AGT,2,26,0.010305458679795265,0.5839368104934692
AGT,2,27,0.010127627290785313,0.5714812874794006
AGT,2,28,0.009397524408996105,0.49200335144996643
AGT,2,29,0.010295992717146873,0.5004932284355164
AGT,2,30,0.008367525413632393,0.5214666128158569
AGT,2,31,0.00997149758040905,0.5405212640762329
AGT,2,32,0.006627141032367945,0.4940011501312256
AGT,2,33,0.006609599571675062,0.43156495690345764
AGT,2,34,0.00894680805504322,0.5615613460540771
AGT,2,35,0.00763478921726346,0.5453779697418213
AGT,2,36,0.008980754762887955,0.48303431272506714
AGT,2,37,0.010943674482405186,0.5089972019195557
AGT,2,38,0.010136806406080723,0.4863443076610565
AGT,2,39,0.0074789985083043575,0.5099456906318665
AGT,2,40,0.01030297763645649,0.5657821297645569
AGT,2,41,0.009075392037630081,0.551559329032898
AGT,2,42,0.006935503799468279,0.561111569404602
AGT,2,43,0.0060789878480136395,0.48209071159362793
AGT,2,44,0.00943975243717432,0.536405086517334
AGT,2,45,0.008430330082774162,0.5113524794578552
AGT,2,46,0.009316345676779747,0.47059324383735657
AGT,2,47,0.007540328893810511,0.42922863364219666
AGT,2,48,0.007358950097113848,0.5122412443161011
AGT,2,49,0.006009148433804512,0.5261142253875732
AGT,2,50,0.012677082791924477,0.6053752303123474
AGT,2,51,0.006246740464121103,0.39083588123321533
AGT,2,52,0.005846367683261633,0.408225953578949
AGT,2,53,0.008029281161725521,0.47458815574645996
AGT,2,54,0.011096002534031868,0.5135186314582825
AGT,2,55,0.005790315568447113,0.43456000089645386
AGT,2,56,0.010518261231482029,0.4153653085231781
AGT,2,57,0.008108388632535934,0.534654974937439
AGT,2,58,0.009433749131858349,0.5082684755325317
AGT,2,59,0.006808998994529247,0.4711666405200958
AGT,2,60,0.009144499897956848,0.4187855124473572
AGT,2,61,0.008187839761376381,0.49795353412628174
AGT,2,62,0.006613000761717558,0.4610065817832947
AGT,2,63,0.006109219044446945,0.4344368577003479
AGT,2,64,0.011222158558666706,0.6360406875610352
AGT,2,65,0.008108388632535934,0.46439892053604126
AGT,2,66,0.006449315696954727,0.399874746799469
AGT,2,67,0.01121598668396473,0.5779601335525513
AGT,2,68,0.006521850358694792,0.46275731921195984
AGT,2,69,0.009956995956599712,0.5488612055778503
AGT,2,70,0.010685890913009644,0.5149434804916382
AGT,2,71,0.007880989462137222,0.48484763503074646
AGT,2,72,0.008814525790512562,0.47369587421417236
AGT,2,73,0.008694236166775227,0.504948079586029
AGT,2,74,0.00591142987832427,0.39625221490859985
AGT,2,75,0.007609553635120392,0.4479326605796814
AGT,2,76,0.006308083422482014,0.4672420024871826
AGT,3,1,0.5345022082328796,2.8002443313598633
AGT,3,2,0.12083793431520462,0.5225929021835327
AGT,3,3,0.08108529448509216,0.3572928011417389
AGT,3,4,0.06448524445295334,0.46677717566490173
AGT,3,5,0.10240089148283005,0.7671199440956116
AGT,3,6,0.0760018453001976,0.5938714742660522
AGT,3,7,0.0465683788061142,0.735551118850708
AGT,3,8,0.04242635890841484,0.8101613521575928
AGT,3,9,0.03171191364526749,0.4556521773338318
AGT,3,10,0.028552960604429245,0.4767072796821594
AGT,3,11,0.030118228867650032,0.46027445793151855
AGT,3,12,0.017541807144880295,0.45840761065483093
AGT,3,13,0.027928564697504044,0.4822932183742523
AGT,3,14,0.019456896930933,0.4882725179195404
AGT,3,15,0.013930459506809711,0.45227697491645813
AGT,3,16,0.015137647278606892,0.230947345495224
AGT,3,17,0.033267684280872345,0.7433114051818848
AGT,3,18,0.025950191542506218,0.3471773862838745
AGT,3,19,0.01864483393728733,0.5428247451782227
AGT,3,20,0.01138980407267809,0.43963325023651123
AGT,3,21,0.010051455348730087,0.41406551003456116
AGT,3,22,0.00800032913684845,0.4710334539413452
AGT,3,23,0.010980200953781605,0.5193331241607666
AGT,3,24,0.00677233561873436,0.42494475841522217
AGT,3,25,0.011824741028249264,0.5220954418182373
AGT,3,26,0.007180791813880205,0.4191116988658905
AGT,3,27,0.00771731324493885,0.4327114522457123
AGT,3,28,0.009108658879995346,0.43366625905036926
AGT,3,29,0.007186602801084518,0.45492106676101685
AGT,3,30,0.007077426183968782,0.4793621897697449
AGT,3,31,0.007397625595331192,0.45328566431999207
AGT,3,32,0.008798527531325817,0.499817430973053
AGT,3,33,0.0071108657866716385,0.3933110535144806
AGT,3,34,0.009294948540627956,0.468220978975296
AGT,3,35,0.008718373253941536,0.4990639388561249
AGT,3,36,0.008419501595199108,0.4585645794868469
AGT,3,37,0.006772203370928764,0.3813573122024536
AGT,3,38,0.008249236270785332,0.45852985978126526
AGT,3,39,0.01134263165295124,0.5520325303077698
AGT,3,40,0.0054019480012357235,0.3495616316795349
AGT,3,41,0.006428847089409828,0.4019307792186737
AGT,3,42,0.0059699323028326035,0.441816121339798
AGT,3,43,0.00927677471190691,0.525211751461029
AGT,3,44,0.008145238272845745,0.5669476985931396
AGT,3,45,0.009550010785460472,0.5321653485298157
AGT,3,46,0.011040592566132545,0.5768498182296753
AGT,3,47,0.008432809263467789,0.4979756772518158
AGT,3,48,0.006999011151492596,0.49722129106521606
AGT,3,49,0.00708678038790822,0.4927016794681549
AGT,3,50,0.007169503718614578,0.46696484088897705
AGT,3,51,0.006969443056732416,0.447969526052475
AGT,3,52,0.014274051412940025,0.5790377259254456
AGT,3,53,0.005114226136356592,0.4475470185279846
AGT,3,54,0.007049425505101681,0.42812326550483704
AGT,3,55,0.007191143464297056,0.45163586735725403
AGT,3,56,0.010709589347243309,0.5511739253997803
AGT,3,57,0.006350924260914326,0.4389123022556305
AGT,3,58,0.013488504104316235,0.6350179314613342
AGT,3,59,0.006720588542521,0.44310739636421204
AGT,3,60,0.005786707159131765,0.44423002004623413
AGT,3,61,0.0102553004398942,0.5735539197921753
AGT,3,62,0.007668170612305403,0.47572386264801025
AGT,3,63,0.007458086591213942,0.5079525709152222
AGT,3,64,0.005311981774866581,0.4056483507156372
AGT,3,65,0.005357041023671627,0.4691823124885559
AGT,3,66,0.0063250125385820866,0.4558459520339966
AGT,3,67,0.0068595148622989655,0.5150593519210815
AGT,3,68,0.005340598523616791,0.4826146066188812
AGT,3,69,0.005558475852012634,0.4790492653846741
AGT,3,70,0.005738858599215746,0.5019872784614563
AGT,3,71,0.006625521928071976,0.46514347195625305
AGT,3,72,0.011749012395739555,0.6104823350906372
AGT,3,73,0.007228753995150328,0.4724918603897095
AGT,3,74,0.00629843957722187,0.4851701557636261
AGT,3,75,0.0061223069205880165,0.5511505007743835
AGT,3,76,0.005417014937847853,0.4308956265449524
AGT,3,77,0.005725696217268705,0.4238905608654022
AGT,3,78,0.00854530744254589,0.5324393510818481
AGT,3,79,0.009415829554200172,0.5306925773620605
AGT,3,80,0.006690092384815216,0.5152795910835266
AGT,3,81,0.007456805557012558,0.5420553088188171
AGT,3,82,0.010147953405976295,0.5282607674598694
AGT,3,83,0.0035355992149561644,0.3914431929588318
AGT,3,84,0.005493976175785065,0.49913114309310913
AGT,3,85,0.00540947075933218,0.4704282879829407
AGT,3,86,0.00585680827498436,0.501166820526123
AGT,4,1,0.35667648911476135,2.0168051719665527
AGT,4,2,0.21310356259346008,0.9018335342407227
AGT,4,3,0.09201996773481369,0.40487736463546753
AGT,4,4,0.06334435194730759,0.4007793664932251
AGT,4,5,0.0419611781835556,0.5804513096809387
AGT,4,6,0.04842663183808327,0.5359612107276917
AGT,4,7,0.03127041459083557,0.3386179208755493
AGT,4,8,0.04232292249798775,0.5468961596488953
AGT,4,9,0.027007056400179863,0.325860857963562
AGT,4,10,0.024131083860993385,0.335305780172348
AGT,4,11,0.0509832538664341,0.532228410243988
AGT,4,12,0.01958526484668255,0.3484005331993103
AGT,4,13,0.026017870754003525,0.3892458975315094
AGT,4,14,0.01901485212147236,0.6150311827659607
AGT,4,15,0.027630409225821495,0.31144970655441284
AGT,4,16,0.039627257734537125,0.5716838240623474
AGT,4,17,0.026653455570340157,0.655027449131012
AGT,4,18,0.03015812486410141,0.534889817237854
AGT,4,19,0.020285064354538918,0.31679344177246094
AGT,4,20,0.010261972434818745,0.4123576581478119
AGT,4,21,0.011476167477667332,0.49741247296333313
AGT,4,22,0.008416515775024891,0.38472431898117065
AGT,4,23,0.009109397418797016,0.4647746682167053
AGT,4,24,0.009218692779541016,0.4266522228717804
AGT,4,25,0.011049852706491947,0.4506424069404602
AGT,4,26,0.007802051026374102,0.4080609083175659
AGT,4,27,0.00926478672772646,0.46606266498565674
AGT,4,28,0.011522333137691021,0.4541223347187042
AGT,4,29,0.00804214458912611,0.3772912621498108
AGT,4,30,0.006622469052672386,0.368869423866272
AGT,4,31,0.010829120874404907,0.4147404730319977
AGT,4,32,0.00548922922462225,0.3718188405036926
AGT,4,33,0.008993401192128658,0.46779555082321167
AGT,4,34,0.010000030510127544,0.363981693983078
AGT,4,35,0.007636921014636755,0.45354726910591125
AGT,4,36,0.007651171647012234,0.4347298741340637
AGT,4,37,0.006939782295376062,0.3624698221683502
AGT,4,38,0.007961117662489414,0.4277006685733795
AGT,4,39,0.007354607339948416,0.4716963469982147
AGT,4,40,0.008115293458104134,0.408508837223053
AGT,4,41,0.0072538722306489944,0.47485142946243286
AGT,4,42,0.005997872445732355,0.36339160799980164
AGT,4,43,0.006623512599617243,0.3804057836532593
AGT,4,44,0.007682416122406721,0.40147820115089417
AGT,4,45,0.006829563062638044,0.4213773310184479
AGT,4,46,0.008768527768552303,0.46123450994491577
AGT,4,47,0.006112851668149233,0.41888800263404846
AGT,4,48,0.006320436950773001,0.3755977153778076
AGT,4,49,0.00619055051356554,0.4004358947277069
AGT,4,50,0.007120124530047178,0.4842768609523773
AGT,4,51,0.007319581229239702,0.4582013189792633
AGT,4,52,0.006346614565700293,0.4363824427127838
AGT,4,53,0.00688752718269825,0.38615667819976807
AGT,4,54,0.006929430179297924,0.46737027168273926
AGT,4,55,0.0065254634246230125,0.4276959002017975
AGT,4,56,0.00450522918254137,0.34542402625083923
AGT,4,57,0.005822053644806147,0.39379313588142395
AGT,4,58,0.0058295344933867455,0.4011724889278412
AGT,4,59,0.005385024473071098,0.3116345703601837
AGT,4,60,0.0035951745230704546,0.3279009461402893
AGT,4,61,0.004278266336768866,0.3775263726711273
AGT,4,62,0.00658751605078578,0.33492952585220337
AGT,4,63,0.004932367242872715,0.3434007465839386
AGT,4,64,0.0044670188799500465,0.41582465171813965
AGT,4,65,0.007208804599940777,0.4626096487045288
AGT,4,66,0.005246524233371019,0.3702646493911743
AGT,4,67,0.007561816368252039,0.4376182556152344
AGT,4,68,0.0063417027704417706,0.42032819986343384
AGT,4,69,0.004767164122313261,0.32674041390419006
AGT,4,70,0.006576353218406439,0.38434213399887085
AGT,4,71,0.005089119542390108,0.3289715647697449
AGT,4,72,0.008568724617362022,0.5061823129653931
AGT,4,73,0.007171614561229944,0.408385694026947
AGT,4,74,0.005215866025537252,0.3536544442176819
AGT,4,75,0.00615784153342247,0.4448567032814026
AGT,4,76,0.005157134961336851,0.38971146941185
AGT,4,77,0.00812325906008482,0.43405500054359436
AGT,4,78,0.004004394635558128,0.4289625287055969
AGT,4,79,0.005173785146325827,0.4387127459049225
AGT,4,80,0.006897194776684046,0.5368646383285522
AGT,4,81,0.007130337413400412,0.39688464999198914
AGT,4,82,0.006647165864706039,0.4848637282848358
AGT,4,83,0.007261571008712053,0.3970104455947876
AGT,4,84,0.005728949327021837,0.43959614634513855
AGT,4,85,0.008953353390097618,0.4736868739128113
AllVar,0,1,0.33500298857688904,1.5516514778137207
AllVar,0,2,0.1479947715997696,0.8058640956878662
AllVar,0,3,0.12273427098989487,0.8937379121780396
AllVar,0,4,0.07246585935354233,0.7716390490531921
AllVar,0,5,0.10245831310749054,0.4741956889629364
AllVar,0,6,0.06721149384975433,0.4325721859931946
AllVar,0,7,0.04073532670736313,0.6865870952606201
AllVar,0,8,0.03446997329592705,0.3254587650299072
AllVar,0,9,0.03353528305888176,0.4214861989021301
AllVar,0,10,0.03293544054031372,0.42334628105163574
AllVar,0,11,0.02879868634045124,0.41878005862236023
AllVar,0,12,0.05936934053897858,0.5499927401542664
AllVar,0,13,0.022755485028028488,0.3977307975292206
AllVar,0,14,0.017125500366091728,0.49021822214126587
AllVar,0,15,0.019382121041417122,0.5530682802200317
AllVar,0,16,0.01528897974640131,0.30555015802383423
AllVar,0,17,0.020020615309476852,0.4278324842453003
AllVar,0,18,0.023081649094820023,0.2800614535808563
AllVar,0,19,0.022124210372567177,0.4765529930591583
AllVar,0,20,0.015556813217699528,0.5111663937568665
AllVar,0,21,0.012921195477247238,0.42364928126335144
AllVar,0,22,0.01162498164921999,0.4939170181751251
AllVar,0,23,0.011119375005364418,0.3897215723991394
AllVar,0,24,0.010159541852772236,0.38845524191856384
AllVar,0,25,0.011326231993734837,0.3997916281223297
AllVar,0,26,0.0079397177323699,0.3885834813117981
AllVar,0,27,0.00788558553904295,0.40460747480392456
AllVar,0,28,0.008441470563411713,0.37559887766838074
AllVar,0,29,0.011237000115215778,0.42834579944610596
AllVar,0,30,0.007267103064805269,0.3623012602329254
AllVar,0,31,0.008316907100379467,0.3690096437931061
AllVar,0,32,0.006729809567332268,0.3659134805202484
AllVar,0,33,0.010749290697276592,0.3766937851905823
AllVar,0,34,0.006772434804588556,0.3281504809856415
AllVar,0,35,0.012862815521657467,0.42695164680480957
AllVar,0,36,0.009248217567801476,0.4221447706222534
AllVar,0,37,0.008497803471982479,0.4001164436340332
AllVar,0,38,0.008352728560566902,0.36553269624710083
AllVar,0,39,0.0071077728644013405,0.35742735862731934
AllVar,0,40,0.009893441572785378,0.3755190670490265
AllVar,0,41,0.00735337333753705,0.34438613057136536
AllVar,0,42,0.008941036649048328,0.398703932762146
AllVar,0,43,0.01159585453569889,0.3797833025455475
AllVar,0,44,0.006931418087333441,0.33669474720954895
AllVar,0,45,0.008123507723212242,0.39432066679000854
AllVar,0,46,0.008604709059000015,0.377141535282135
AllVar,0,47,0.0068875448778271675,0.35985735058784485
AllVar,0,48,0.012492253445088863,0.3527044951915741
AllVar,0,49,0.0058263689279556274,0.3797840476036072
AllVar,0,50,0.006402351427823305,0.34681645035743713
AllVar,0,51,0.010097983293235302,0.3883154094219208
AllVar,0,52,0.006798083893954754,0.39107105135917664
AllVar,0,53,0.009355099871754646,0.3918887674808502
AllVar,0,54,0.005606934428215027,0.3903473913669586
AllVar,0,55,0.006325485184788704,0.4005739092826843
AllVar,0,56,0.00807254109531641,0.3806132376194
AllVar,0,57,0.007078152149915695,0.3677852153778076
AllVar,0,58,0.007330189924687147,0.4015865623950958
AllVar,0,59,0.01046278327703476,0.32012075185775757
AllVar,0,60,0.005648974794894457,0.37861013412475586
AllVar,0,61,0.009406661614775658,0.4122028648853302
AllVar,0,62,0.011508177034556866,0.350158154964447
AllVar,0,63,0.005971923936158419,0.34275564551353455
AllVar,0,64,0.009174106642603874,0.39279353618621826
AllVar,0,65,0.00908522680401802,0.3734949827194214
AllVar,0,66,0.005991081707179546,0.35412049293518066
AllVar,0,67,0.009208043105900288,0.38767746090888977
AllVar,0,68,0.00785196851938963,0.38859823346138
AllVar,0,69,0.005417625419795513,0.31046879291534424
AllVar,0,70,0.005205246619880199,0.35005465149879456
AllVar,0,71,0.005315583664923906,0.3812730312347412
AllVar,0,72,0.006768897641450167,0.3687949478626251
AllVar,0,73,0.006912038661539555,0.38511696457862854
AllVar,0,74,0.007667630445212126,0.3594215512275696
AllVar,0,75,0.00637907674536109,0.31876736879348755
AllVar,0,76,0.0084688114002347,0.3380063474178314
AllVar,0,77,0.010595215484499931,0.3892083168029785
AllVar,0,78,0.006241411902010441,0.354032427072525
AllVar,0,79,0.004276779945939779,0.3174048960208893
AllVar,0,80,0.005111191887408495,0.3297327160835266
