Lag,MAE,RMSE,MAPE
1.0,1159.4483677845074,4458.481965179885,0.9142313884920832
2.0,1147.3393567554995,4427.6259828276225,0.9082514923445352
3.0,1693.0528810612159,4771.943891054454,1.1676159038635883
