Lag,MAE,RMSE,MAPE
1.0,270.6051675217498,686.7700035435576,0.39632825404854755
2.0,276.3107823167136,639.215986652764,0.3933938686646176
3.0,285.9672807215974,643.6684439770144,0.4066935919412455
