Lag,MAE,RMSE,MAPE
1.0,876.4646731766105,3507.429485218967,0.767235078293975
2.0,925.9034307887201,3593.2082621667737,0.7809301539093514
3.0,957.5695862760339,3752.3783705578862,0.8044303698353261
