seed,epoch,val_MAPE
0,1,16.499189744901887
0,2,13.082791070419898
0,3,11.242253723045557
0,4,8.780480707563317
0,5,8.269340843496797
0,6,7.750612193414607
0,7,7.133266457402539
0,8,7.068142187864342
0,9,7.190776257064317
0,10,7.2053716960157095
0,11,6.995779858371836
0,12,7.786864127685031
0,13,7.639358467244819
0,14,7.067601206243721
0,15,8.035446241814686
0,16,7.903387888873587
0,17,8.278978309730293
0,18,7.289791322735873
0,19,6.889655257562153
0,20,7.560649584043279
0,21,7.846109832538561
0,22,7.510042103842809
0,23,6.822718478819432
0,24,7.811257676601222
0,25,7.813967121942175
0,26,7.667804548263149
0,27,7.770535096237145
0,28,7.019150752442604
0,29,7.912339391010548
0,30,7.142577464543623
0,31,7.165317814171002
0,32,7.1667244493812134
0,33,7.461180899297587
0,34,7.524489773482859
0,35,8.415781013548973
0,36,7.320808050263422
0,37,7.33968958577621
0,38,7.428144707225664
0,39,7.551307223088247
0,40,7.296520595981011
0,41,7.757585852045803
0,42,7.598982344932834
0,43,7.633885362936595
0,44,7.779383191423185
0,45,8.049324715694553
0,46,7.138519773144718
0,47,8.673620420722923
0,48,7.979287287434188
0,49,8.360919939185463
0,50,7.7454306660758405
0,51,7.520442355244501
0,52,7.438263519373153
0,53,7.821585379196974
0,54,7.742892490364114
0,55,7.702006810997733
0,56,7.439513203456914
0,57,7.75345349975369
0,58,7.795347349928821
0,59,7.710849233012741
0,60,7.790388694330326
0,61,8.094286316490965
0,62,7.310525872933467
0,63,7.48681296197731
0,64,7.190106217351451
0,65,7.621685549267249
0,66,7.907795473616773
0,67,7.988903783456902
0,68,7.682625967830267
0,69,7.36591799100956
0,70,7.4552681327737655
0,71,7.549544486838833
0,72,7.755037270652713
0,73,7.457873504047486
0,74,7.29299777507287
0,75,7.589167272932561
0,76,7.44827106488873
0,77,7.318509403158827
0,78,7.281030241988757
0,79,7.581963077903294
0,80,7.7476824262746895
0,81,7.370021915613448
0,82,7.80436927450994
0,83,7.241042273674574
0,84,7.815871213239273
0,85,7.859230576757501
0,86,7.66320153836252
0,87,7.43956381301308
0,88,7.562857895810576
1,1,14.5590564470894
1,2,11.332639012139586
1,3,8.819301428492702
1,4,8.33451762710514
1,5,7.65727320839048
1,6,5.9364478373296885
1,7,6.225642885096689
