series,reference,level_r,growth_r,growth_p
Raw_scale,Previous_level_target_NN,0.3625998217482951,0.010731155103191368,0.8756886964750856
Raw_scale,Sparse,0.4242860743641788,-0.06747074541667716,0.3247858988675145
Raw_scale,Chow_Lin_old,0.4185028978820284,0.09705155997800924,0.156158877069753
Raw_scale,Chow_current,0.775909162575355,0.031139151218823286,0.6498014774076573
Standardized_input,Previous_level_target_NN,0.41004642912855427,-0.09915324606550455,0.14734609357528072
Standardized_input,Sparse,0.3934971798081401,-0.025948748971164098,0.7051861941332479
Standardized_input,Chow_Lin_old,0.4116683920574121,-0.08870756382454009,0.19508525503432655
Standardized_input,Chow_current,0.5993793868182737,-0.010335589013487963,0.8802360080807333
