Year,Month,Raw_scale,Chow_Lin_old,Sparse,Standardized_input,Chow_current,Chow_old_rerun
2007,10,56.10199994070346,32.3450929487437,36.3843020107406,59.7882398160293,56.618037455075,32.3450929487437
2007,11,44.11980880475896,33.890640006747,35.8187776702519,39.729041553613925,59.7167293371506,33.890640006747
2007,12,33.93977971512064,35.8357342274704,31.1408061802414,35.39994969734977,46.442405912624,35.8357342274704
2008,1,31.46261596084207,37.3624807260872,39.3632546599204,40.412031511394105,17.6546979369978,37.3624807260872
2008,2,19.571437487344635,36.745148993141,33.4860654458338,29.443052524967268,1.82204483935599,36.745148993141
2008,3,24.31274958879449,39.1165915125153,40.2129505181045,28.522091215899597,7.55340497487936,39.1165915125154
2008,4,17.00892488845844,35.6159967768006,37.8504984863919,18.759805014724574,-5.18215242717858,35.6159967768006
2008,5,27.255892637661614,37.6091787237613,36.8427044521292,25.13416544489681,48.6723228110723,37.6091787237613
2008,6,43.7130737387441,40.832556558926,39.5811440722983,41.289210935573465,51.800728365973,40.832556558926
2008,7,45.90797871384163,39.7222103455026,37.5198452777637,45.18377034563595,50.2842661048906,39.7222103455026
2008,8,44.12919133555129,38.2395986574368,35.5720366523734,39.610406428417214,53.9977583202412,38.2395986574369
2008,9,49.96612693212818,33.9390601023044,37.1794671005526,50.40851260460779,56.8430431764776,33.9390601023044
2008,10,53.62756822156592,35.7880045091079,42.1945448477368,54.32301294370704,55.2211033236356,35.7880045091079
2008,11,48.73238678237167,36.9296951091067,34.0869254179271,37.277810640678126,59.3498502604136,36.9296951091067
2008,12,43.82250249503301,37.6099267676472,35.6210118513054,39.14657917183513,51.4933810955786,37.6099267676472
2009,1,34.620945277730655,34.5038790513281,35.2489393544582,35.164452309618135,16.5655577533847,34.5038790513281
2009,2,17.35984346171544,35.6169067082288,36.8706860077405,33.97222020215534,1.13262719169167,35.6169067082288
2009,3,17.259524878911318,37.0941334089327,39.0561565142298,11.337045731387354,13.5564723705712,37.0941334089327
2009,4,22.09485604304618,38.217646229763,38.5499542854467,20.911636122193475,7.51865724804832,38.217646229763
2009,5,38.06357720374989,37.7733250845989,36.5088271719195,31.48912354838478,48.9694426266588,37.7733250845989
2009,6,37.135105053895565,40.2172634452594,38.6856689638381,33.08546546329321,50.4551293131845,40.2172634452594
2009,7,39.215731311874094,41.3097383344391,37.2093057707204,40.84214752090372,53.309443636732,41.3097383344391
2009,8,40.80811816182506,40.6980537909665,38.2141263957071,36.56905756463686,51.2850825799727,40.6980537909665
2009,9,50.36257206449256,33.5997409307427,35.8982124925994,48.24378205448444,52.1475315135158,33.5997409307427
2009,10,50.11982504971319,31.6618434869577,39.0599893575749,45.02343476648364,49.0523686767825,31.6618434869577
2009,11,49.59671485139158,37.6063434647557,35.9400016408502,52.82227430314967,53.2416810222733,37.6063434647557
2009,12,48.68438746999648,37.0223268923694,34.0793328732573,55.8605612416514,48.0872068955264,37.0223268923694
2010,1,28.246742620080543,37.3040469306713,37.3324562217654,37.93095703350383,19.600477455807,37.3040469306712
2010,2,19.05861101479448,35.5167671637215,37.7185865053814,26.493403413325044,10.0204808448473,35.5167671637215
2010,3,26.21016893431565,37.7073723116369,43.8650382103662,29.14196037171592,13.2597501642584,37.7073723116369
2010,4,21.366116244358818,35.478404420193,42.4547292761795,22.50815118291225,3.45055391995046,35.4784044201929
2010,5,48.554081906583406,38.4418559157215,37.9212417405837,51.42485678524902,49.347902443496,38.4418559157215
2010,6,39.15670672700984,41.9536026516187,37.3294387953287,39.93099434426156,52.2173327932002,41.9536026516187
2010,7,39.82659220814229,43.1959120614222,36.5611825537783,37.17602054666617,50.9773039234419,43.1959120614222
2010,8,45.17025629231168,39.9343564538418,35.9587758287146,44.59945475773544,50.0319300716223,39.9343564538418
2010,9,48.9564141058491,32.7736780022943,33.3616731436752,48.87062776256992,52.9759612351052,32.7736780022943
2010,10,47.81480860259049,33.7926738822277,34.3210838547451,41.59330748839314,52.2427467857695,33.7926738822277
2010,11,42.70251238835683,33.8617637204632,36.323907300291,29.12478791043385,48.2223065756791,33.8617637204632
2010,12,37.6455708460669,34.748148376648,31.560468459651,35.91406029369384,42.3618356772827,34.748148376648
2011,1,23.771885525739187,38.82756974914,39.8456401814422,32.61192730459228,13.3485802161016,38.82756974914
2011,2,16.956867002548925,36.3042847743038,38.1499058115584,31.51522037263005,17.4958708003172,36.3042847743038
2011,3,26.13436048497323,39.8842644956956,43.4273188213024,30.014860657933312,21.7674397644422,39.8842644956956
2011,4,24.8169687495686,36.3475773622169,41.0401340500366,32.4122054842491,8.39788687411394,36.3475773622168
2011,5,49.13404998106865,38.0047273701718,38.0567237299561,48.99444917496578,45.3028029828891,38.0047273701718
2011,6,37.7702001236293,40.8768531393659,38.4856959971162,28.9121854935491,46.9776035680494,40.8768531393658
2011,7,39.700457717996,45.8296516401783,37.7637950698583,40.077419201757706,50.6908448905141,45.8296516401783
2011,8,46.492448365429226,38.9519616896249,37.7962369281492,45.81639603483113,45.9191349499673,38.9519616896249
2011,9,58.75099122013132,33.5801858675042,35.4779181051565,56.943360055445325,58.6626503136263,33.5801858675042
2011,10,51.82318298102968,34.287770858914,36.6412974380226,46.11263160213209,56.1135844776622,34.287770858914
2011,11,46.73893225077158,35.7832906975031,35.6159709688511,37.87494570667441,48.5100428889613,35.7832906975031
2011,12,33.43532850590232,36.8475352641696,33.2250358073384,24.240071820027715,42.3392311821433,36.8475352641696
2012,1,23.30435454752522,38.3322423380927,40.3176817337952,27.68185896147061,13.0458388142818,38.3322423380927
2012,2,25.77556342032183,37.849118334681,40.7940533754154,40.37333648074976,10.9425369348999,37.849118334681
2012,3,30.733258177394635,37.9967734699162,39.7297014335373,34.415548434621286,29.9821091317765,37.9967734699162
2012,4,28.394260549666228,37.9247616326346,38.657801840876,31.020435436994426,14.0230220107015,37.9247616326346
2012,5,48.732161109723314,39.6361796464693,39.6642533244553,45.99597731932984,43.8679622682469,39.6361796464693
2012,6,46.04402787377096,44.054969566281,40.4733220112585,46.22977498918183,51.1873547867253,44.054969566281
2012,7,38.2650271628556,44.6772384463298,36.9580012999513,38.26165531391487,45.5950847830025,44.6772384463298
2012,8,41.8606176131915,38.2830406023781,37.3302533538792,38.83099980065823,43.452511984706,38.283040602378
2012,9,51.54087431595144,33.1110943666381,37.548880461094,51.53991158050248,57.4474767697336,33.1110943666381
2012,10,48.44579406651796,34.30355280596,37.8159263528314,42.56786762154518,54.7651975831416,34.30355280596
2012,11,39.59128345321457,32.7110470730984,33.4829459068017,29.583461922649967,49.3154748629932,32.7110470730985
2012,12,32.13318438876481,35.9403883964189,32.0475855850027,28.319578817279552,41.1958367486892,35.9403883964189
2013,1,23.64847455979372,38.6598074655354,38.9376973635049,32.037888753519915,20.2646146369609,38.6598074655354
2013,2,18.64111255871952,38.482854913421,39.6320176398373,30.379770651112324,5.68588934532133,38.482854913421
2013,3,20.53406545968141,38.9224580300009,39.0331014104391,22.204625657952494,20.5378784654769,38.9224580300009
2013,4,23.138060887557007,37.6740779868615,40.1145563875472,17.302608992997772,14.9277293967843,37.6740779868614
2013,5,52.695188591670366,40.2919060960009,40.1772863496426,53.22537235748536,46.4579114884924,40.2919060960009
2013,6,41.651628355277225,44.9133973922323,39.6177304571196,37.5058773109191,51.010857018908,44.9133973922323
2013,7,42.619607660784695,44.2024921071675,39.0005855114321,38.37751737304458,50.3457611425652,44.2024921071675
2013,8,43.77693260157863,43.4207795351011,39.7265644463031,41.75026598030525,45.7332887767104,43.4207795351011
2013,9,53.31050014173246,35.4384949539802,38.1497664012638,48.097098301467234,61.7011534784155,35.4384949539802
2013,10,56.99386738328597,32.408200446948,38.7856571306215,58.62775886788612,54.8365300302285,32.408200446948
2013,11,49.209874721248575,36.9096909339997,38.7432044559623,44.8072685890931,55.5203452125738,36.9096909339997
2013,12,42.0579112503204,36.9530643104017,36.3590566179765,43.96117133586677,41.2552651792129,36.9530643104017
2014,1,25.901927801809983,36.9706561174853,41.1461640241047,30.611559385043133,16.9237048191679,36.9706561174853
2014,2,21.037685572178148,40.5507147863867,43.5595357498045,29.627155124564688,10.9703784340075,40.5507147863867
2014,3,25.78604924429797,39.1688663366842,40.333382756249,26.82879676181764,23.8959274746661,39.1688663366842
2014,4,36.47611849360122,40.0036708920944,42.6719933564589,36.59463921150565,19.9726101862464,40.0036708920944
2014,5,45.64247958864476,41.4698345946414,39.8435210040486,40.34723727276676,47.8006612837615,41.4698345946414
2014,6,39.29824222747112,46.1984845714102,39.4011763106138,36.43489794760703,52.0589711119769,46.1984845714102
2014,7,50.585522992184345,46.8767165086491,42.6564183389162,56.49382885842167,51.5784938988974,46.8767165086491
2014,8,42.84212167950857,45.246495148809,39.9498938636086,40.99372375988196,46.4449772842856,45.246495148809
2014,9,56.82265010616591,36.2432135115929,40.7307648665664,51.82677022816301,62.6421550182588,36.2432135115929
2014,10,53.24851897173967,34.3308299240178,39.2466831726946,49.63907217114361,55.446964619778,34.3308299240178
2014,11,48.82673759176963,36.4040758302433,36.6245713400252,48.80263329814958,49.5176808208317,36.4040758302433
2014,12,35.30742835269564,38.3119244000526,35.6113778389766,33.57516860300222,44.5229576701889,38.3119244000526
2015,1,34.22739766450026,40.4351121581914,40.6233282606909,45.30371282408921,22.6913419437532,40.4351121581914
2015,2,17.934110010876417,41.862716517406,41.4446414962576,27.858220757292614,16.4191404534648,41.862716517406
2015,3,30.9984363375696,43.9230828008522,43.6444823896855,36.1060615773656,24.0803096640326,43.9230828008522
2015,4,28.5966903603723,42.7193714359559,45.7748387074028,22.19068644362692,24.190157926529,42.7193714359559
2015,5,53.91229104858518,46.041704675894,43.5386171480685,50.215975762628496,49.9895174628819,46.041704675894
2015,6,46.67843479104724,46.5310407805877,43.4375246680306,50.66717344768502,52.0180619942886,46.5310407805877
2015,7,48.37169820099063,49.1340168659524,42.0698780049277,56.1620143625354,48.9720025930162,49.1340168659524
2015,8,50.36641601317898,46.788206762691,45.2061093006287,48.84889393430006,52.7508126152814,46.788206762691
2015,9,55.75685227858593,36.1709420535705,41.2773982459624,46.67568173926673,64.198288129794,36.1709420535705
2015,10,52.10144129112326,37.0888753321751,42.3842275681599,44.30795704255148,57.9768462097314,37.0888753321751
2015,11,52.38531609306369,37.3910899332173,39.6766045736136,49.30122841457157,51.30087385698,37.3910899332173
2015,12,36.07191591010656,39.3148406835066,38.3233496365718,29.763393694086925,42.8136471502468,39.3148406835065
2016,1,25.437632071121605,43.1070227934286,45.647177617306,33.92556182951832,19.8297885162161,43.1070227934286
2016,2,13.873645332811654,40.7569701187678,46.1285673135061,22.0262911132454,19.1210499483195,40.7569701187678
2016,3,24.50249607616104,43.8900106497481,46.2872775254006,30.123177449725198,28.9602193994422,43.8900106497481
2016,4,24.976292635805056,42.2166914608195,46.5805730083508,31.16727260969162,28.4816129020307,42.2166914608195
2016,5,47.27674527628459,44.5682496789465,46.2536316765223,47.56448664463206,49.7156964694554,44.5682496789465
2016,6,41.84150590275802,50.4854512449744,46.625375489312,39.89329438509713,55.1680581081141,50.4854512449744
2016,7,46.12522738555464,54.0219604993,45.6341686153499,56.31223115227863,52.9571229476574,54.0219604993
2016,8,45.07350715025117,47.0831215225129,44.1001014359143,50.34954271913144,52.6370460158854,47.0831215225129
2016,9,49.93809322786802,37.7821101296772,43.8158226054356,44.67719163404497,64.0213138166307,37.7821101296772
2016,10,50.48435575395106,39.9716502349646,43.4356693793418,51.7235046458661,55.2898757124914,39.9716502349646
2016,11,92.1581201620535,40.9267349449318,38.2789087698635,77.27645407226353,50.7085650225403,40.9267349449318
2016,12,66.48407992843673,43.3617276249856,35.3844274667541,43.13269264756264,51.2813520442739,43.3617276249856
2017,1,41.010598242737125,47.2013571295342,41.8731281449768,45.65532329516777,42.6991914449618,47.2013571295342
2017,2,31.00449291369145,40.8153403533238,42.8029557323669,33.0064772308031,44.4024545178302,40.8153403533238
2017,3,39.60216045821437,43.9273773193896,44.8845499619526,46.49172140657892,42.7799948388226,43.9273773193896
2017,4,45.74809078318058,52.2413131786613,54.7276013029209,44.89312766773009,47.5921156344743,52.2413131786613
2017,5,48.23179962355368,44.9968825849721,46.6569288934822,33.61081283827375,46.2941321100729,44.9968825849721
2017,6,49.73457408966787,51.1416973972573,45.7481121069065,44.418383744933685,52.6133853770382,51.1416973972573
2017,7,47.22085768620002,54.3687012648094,44.422450512367,49.93844180644554,51.3481770663945,54.3687012648094
2017,8,46.78478330559664,47.9333732806726,45.5407340032456,40.858211732010936,43.3253990996812,47.9333732806726
2017,9,55.39099508343431,44.7173920794819,45.3115237366154,56.31210585529374,55.4229737142392,44.7173920794819
2017,10,68.01789345395005,38.6022442401824,50.0025453561715,75.6469993970411,49.3171486541633,38.6022442401824
2017,11,44.32254587541132,40.7389327951698,46.6683804450848,39.263356744816,37.3540046947422,40.7389327951698
2017,12,32.562178011002615,42.9463579031858,40.9920593305498,39.53600780754535,36.4819923742193,42.9463579031858
2018,1,45.69102178421839,43.1685360084075,48.7125272080325,58.222044928572814,41.7014682922755,43.1685360084075
2018,2,39.28975520438747,44.5410170166975,50.925620185986,47.95339736753394,51.4494096021402,44.5410170166975
2018,3,25.428117351459264,50.0020448720278,51.3499000887713,21.261642035430388,36.6619822958276,50.0020448720278
2018,4,29.707846171679567,48.301590594633,51.3011191115688,23.6164262748266,40.4216456884575,48.301590594633
2018,5,52.60891517649076,55.2542531197527,48.599540229475,47.45343156648048,56.6229674641514,55.2542531197527
2018,6,50.34594856245954,58.7092885457592,48.2224223084975,54.585485909572775,59.4112590299783,58.7092885457592
2018,7,52.435032227109616,59.7034984216858,49.5918806540573,57.335983425125946,63.1599796154694,59.7034984216858
2018,8,49.85737781457699,50.9941444695278,48.7065430850094,41.95517901722333,45.3814956833034,50.9941444695278
2018,9,74.83622005005384,38.8205455481799,45.0138975884834,72.38418457138897,58.439484413475,38.8205455481799
2018,10,77.42706730506778,41.7322318492964,49.1501006965849,78.03192722461785,53.2985444414901,41.7322318492964
2018,11,49.5839030278356,45.0810192438188,47.8023891932594,43.38431957803172,41.6480869232438,45.0810192438188
2018,12,39.21614107666928,50.1191760622214,47.0514054022826,40.24332385320325,38.2310223021959,50.1191760622214
2019,1,62.00882359490192,49.1027900586767,54.80031396567,57.32608700915059,35.4302714242081,49.1027900586767
2019,2,44.79009769613513,48.4212107182351,54.8018654374564,49.30508307502646,41.8336370314136,48.4212107182351
2019,3,44.5588933453579,46.6341346430487,52.8627757344798,29.104745286951253,32.40246655102,46.6341346430487
2019,4,40.66830232230037,46.7104632536931,54.4785751133591,27.760058550495778,31.0423184751871,46.7104632536931
2019,5,66.10767491068279,53.6810072768872,53.8152679590093,46.26907442189013,52.6009397225805,53.6810072768872
2019,6,61.44102894166878,64.3453719534517,57.1244135901273,46.0836301606035,61.8465795486069,64.3453719534517
2019,7,39.255487351403055,62.2324027328319,52.3677447435473,53.9546143686342,60.992093003752,62.232402732832
2019,8,48.06216773905239,58.1899328060781,51.7154098748861,58.24480501744935,60.0715528899129,58.1899328060781
2019,9,71.29856763562155,52.0832504781083,50.7945917148856,65.28221765964976,79.8498227476817,52.0832504781083
2019,10,56.60073712208605,52.0346633211114,51.40141739702,67.92772842583425,69.1907387819407,52.0346633211114
2019,11,48.62782863643102,49.149651590035,49.3466538919055,58.79878217849343,55.9129768613263,49.149651590035
2019,12,48.42584368345305,49.2605741469367,48.3364235567478,71.78862682491533,50.6720559414642,49.2605741469367
2020,1,39.46101740500486,64.8575094903009,56.3847411440971,25.608130378318435,50.3265328414257,64.8575094903009
2020,2,32.52265609781583,57.1789485216787,56.7782221948502,21.609705586934083,52.5157043752676,57.1789485216787
2020,3,57.2136949100852,48.8417392938259,58.9501577729054,66.84054067283466,37.0326735564156,48.8417392938259
2020,4,55.63508045287315,41.4356584765189,53.7960459898724,56.72370612182856,39.5096972907365,41.4356584765189
2020,5,51.4410635899362,55.8991122379014,55.0128236229421,33.72985039970055,40.4278241943364,55.8991122379014
2020,6,30.42621933684664,62.281890575743,58.5546511138948,14.259115375263123,51.7698137833899,62.281890575743
2020,7,30.32798419702512,64.4119585243446,60.8714668704801,37.749056779582496,52.7174458605522,64.4119585243446
2020,8,48.78445349475319,55.0352772661056,57.0970500308191,47.747015871674144,51.2077113335318,55.0352772661056
2020,9,81.85049211978313,48.1622180077298,56.7261777202564,75.63378715403633,83.7973952167067,48.1622180077298
2020,10,98.66396142491068,58.144948248659,53.4167229920692,111.02392173784472,82.7552847039976,58.144948248659
2020,11,78.73744556681308,55.2957635785278,49.372735857701,93.07961259805766,67.2904469213164,55.2957635785278
2020,12,66.89919945213595,60.4182438266475,55.0024727380952,87.95882537190815,62.6127379703066,60.4182438266475
2021,1,79.3771266772954,57.1981276158798,65.494543345899,81.52766365633342,54.8138921008331,57.1981276158798
2021,2,52.570145789606094,57.0099001603085,68.0164089378144,34.49113779217744,67.039343830025,57.0099001603085
2021,3,48.411798552132026,60.0515078197742,62.7570050625515,42.112258348121074,48.8146990040289,60.0515078197742
2021,4,52.7457217875405,57.1901593642567,58.0122687177382,52.978818280608806,52.1706082788356,57.1901593642567
2021,5,56.79930877754695,61.9078286688688,58.8769278343267,59.75635505219179,39.0205837267205,61.9078286688688
2021,6,63.15714404714719,64.4759300431366,58.723047507006,69.81297851970041,58.1060066149105,64.4759300431366
2021,7,60.46510962687805,66.4385154023582,55.5378475709677,96.71291998584844,53.2423706107099,66.4385154023582
2021,8,70.39187363594846,63.9056310116516,58.1546681900062,83.65948635230818,60.3718801260275,63.9056310116516
2021,9,63.72278497597171,52.9951935425598,58.064936723569,49.08338762051495,74.570635819861,52.9951935425598
2021,10,57.40111825459913,53.703170278717,57.2116986094352,40.85105734831912,70.0826982311148,53.703170278717
2021,11,64.0750233397324,57.5208445648773,57.8179049496696,64.37483235488757,71.3973600076741,57.5208445648773
2021,12,40.595744847943145,57.3160918399525,51.0456428633576,34.35200500132981,60.0828219616,57.3160918399525
