Country,training_level_mean,training_level_sd
CA,27.13338278507113,0.43227814302779033
CH,13.890014899468275,2.0042183039357244
CN,176.33194072004724,75.31199661382539
DE,97.39827389201842,10.647021760384062
GB,42.32168986333093,6.239676460907978
JP,160.410945362431,7.893307612263612
KR,54.430200137783835,15.736942388534107
US,442.37044764589353,35.93313094592604
