estimate,reference,level_r,level_p,growth_r,growth_p,n_level,n_growth
Raw_scale,Sparse,0.3654826804629834,3.1495176572143236e-08,-0.09753033756887576,0.15411715331795237,216,215
Raw_scale,Chow_Lin_old,0.3660103660914071,2.9988058085851324e-08,0.1280102017580658,0.0609618387242519,216,215
Standardized_input,Sparse,0.20358231472485044,0.0026451614087412284,0.049425625746518875,0.4709477276156636,216,215
Standardized_input,Chow_Lin_old,0.24668307387968835,0.0002510450870273387,-0.11341451165833158,0.0971874158128095,216,215
Raw_scale,Standardized_input,0.8159019395039384,8.067439057456485e-53,-0.0648702504671306,0.34382373366312774,216,215
