Year,Month,Raw_scale,Chow_Lin_old,Sparse,Standardized_input
2004,1,31.329270252232515,28.688237282898,32.9606514484556,41.44482314329681
2004,2,28.695364345085707,28.0386032639846,28.4558868950222,40.920503964973754
2004,3,6.901911294242141,30.0931395578973,30.2525550930859,-2.1575485899700833
2004,4,24.792394314400944,30.6333424335577,33.7808424765506,29.90619541042334
2004,5,27.425742803889374,33.0627543992953,31.6507212929523,13.47524680934866
2004,6,28.80055123070891,33.2544075087679,31.6587891196557,21.598499717956063
2004,7,34.23936480176854,36.4270251773139,32.9217596441761,38.29666929533425
2004,8,36.76905577176901,32.2225893089656,30.4018512590676,38.02754979234228
2004,9,40.15674019079225,27.5393104116167,32.6307118488807,38.33193316217968
2004,10,35.54912830202486,28.2327981289782,31.766303426661,34.607082398054715
2004,11,44.27218820683351,32.8381373540475,30.3444773786476,41.79378342748746
2004,12,35.96531621022722,33.8666828966522,28.0724778408197,38.65228919254809
2005,1,31.27097358752364,31.4615155398743,32.6671964988913,40.6418328258505
2005,2,21.123599574296627,30.4934522754843,32.544889218487,26.632961550557717
2005,3,19.590166697268035,33.6500493216966,35.7795726606667,18.32492496122647
2005,4,22.813246995696087,32.4918181436384,33.8750117317527,27.215697263849673
2005,5,37.09451506716801,35.1788021128944,29.6011765246062,34.08512900894871
2005,6,35.81050899507843,34.764156329613,33.2454243669526,29.043410877314248
2005,7,37.77746758420657,35.9844842594659,30.0612715531735,33.098232771136935
2005,8,36.63883873608925,32.2556477236717,34.9235512406195,44.6394968192731
2005,9,48.66938507601196,29.6351244067091,34.2360364309853,57.75072073970035
2005,10,40.10378392388524,29.2210080367915,30.9919574982107,38.3744257744031
2005,11,34.68636466859578,32.055035311153,31.8481434937687,22.53252165746148
2005,12,24.727639398581417,33.1153968434087,30.532259086287,17.967136054678786
2006,1,21.25934821259052,35.30346727897,35.013139522378,17.10439378067965
2006,2,23.356179990623346,35.0798265185375,34.8342699673328,31.983510853258018
2006,3,17.9552864175556,36.9804848612701,38.5993575231929,7.784263579386674
2006,4,6.0421020649775015,30.0198173238652,36.8786690520013,-2.7925449647325555
2006,5,39.22404245863288,35.947193810547,33.8555136040802,32.82659890132546
2006,6,37.76094622043467,34.625655438862,33.6094958619321,34.42253123056349
2006,7,43.82052027801525,36.633343669143,31.8792424183594,54.77585795338931
2006,8,44.141604875464225,35.4435467782351,31.6968876335872,54.80779569204937
2006,9,43.215804069019796,31.4652671580101,31.9955079222751,41.428510222740165
2006,10,52.36473736574033,29.807644289955,34.4949787731576,52.82418946908082
2006,11,44.07825903408615,32.8944423663793,32.995797175069,43.2293159756627
2006,12,34.92830128732182,33.9464427806876,32.2942728210963,39.75270958105895
2007,1,34.650639522867536,36.5246980658169,33.9689213714052,43.57212003289085
2007,2,16.730813653167797,33.855521778791,37.4531488693721,22.822817707098885
2007,3,16.91257201968062,37.6945684492484,36.9922024193878,12.736728381320466
2007,4,15.27165118375366,33.5808743781561,36.6768488716377,15.371987840995349
2007,5,39.45001783358136,38.7053590596694,35.7294986670825,37.10156366477425
2007,6,42.01610109994761,36.9602582926724,35.5832246210842,39.06755157466965
2007,7,41.3118967565441,38.8007442801057,36.765081838147,39.70423358247757
2007,8,41.90281544042441,36.7338717853361,37.4714265283471,42.866576602464214
2007,9,45.34660759479189,32.8273402925849,33.7704645176445,39.593893111657806
2007,10,56.10199994070346,32.3450929487437,36.3843020107406,59.7882398160293
2007,11,44.11980880475896,33.890640006747,35.8187776702519,39.729041553613925
2007,12,33.93977971512064,35.8357342274704,31.1408061802414,35.39994969734977
2008,1,31.46261596084207,37.3624807260872,39.3632546599204,40.412031511394105
2008,2,19.571437487344635,36.745148993141,33.4860654458338,29.443052524967268
2008,3,24.31274958879449,39.1165915125153,40.2129505181045,28.522091215899593
2008,4,17.00892488845844,35.6159967768006,37.8504984863919,18.759805014724574
2008,5,27.255892637661614,37.6091787237613,36.8427044521292,25.134165444896812
2008,6,43.7130737387441,40.832556558926,39.5811440722983,41.289210935573465
2008,7,45.90797871384163,39.7222103455026,37.5198452777637,45.18377034563595
2008,8,44.12919133555129,38.2395986574368,35.5720366523734,39.610406428417214
2008,9,49.96612693212818,33.9390601023044,37.1794671005526,50.40851260460779
2008,10,53.627568221565916,35.7880045091079,42.1945448477368,54.323012943707035
2008,11,48.73238678237167,36.9296951091067,34.0869254179271,37.277810640678126
2008,12,43.822502495033014,37.6099267676472,35.6210118513054,39.14657917183513
2009,1,34.620945277730655,34.5038790513281,35.2489393544582,35.164452309618135
2009,2,17.35984346171544,35.6169067082288,36.8706860077405,33.97222020215534
2009,3,17.259524878911318,37.0941334089327,39.0561565142298,11.337045731387354
2009,4,22.09485604304618,38.217646229763,38.5499542854467,20.911636122193475
2009,5,38.06357720374989,37.7733250845989,36.5088271719195,31.48912354838478
2009,6,37.135105053895565,40.2172634452594,38.6856689638381,33.08546546329321
2009,7,39.215731311874094,41.3097383344391,37.2093057707204,40.84214752090372
2009,8,40.80811816182506,40.6980537909665,38.2141263957071,36.56905756463686
2009,9,50.362572064492554,33.5997409307427,35.8982124925994,48.24378205448444
2009,10,50.119825049713185,31.6618434869577,39.0599893575749,45.02343476648364
2009,11,49.59671485139158,37.6063434647557,35.9400016408502,52.82227430314967
2009,12,48.68438746999648,37.0223268923694,34.0793328732573,55.860561241651396
2010,1,28.246742620080543,37.3040469306713,37.3324562217654,37.93095703350383
2010,2,19.05861101479448,35.5167671637215,37.7185865053814,26.493403413325044
2010,3,26.21016893431565,37.7073723116369,43.8650382103662,29.141960371715918
2010,4,21.366116244358818,35.478404420193,42.4547292761795,22.50815118291225
2010,5,48.554081906583406,38.4418559157215,37.9212417405837,51.42485678524902
2010,6,39.15670672700984,41.9536026516187,37.3294387953287,39.930994344261556
2010,7,39.826592208142294,43.1959120614222,36.5611825537783,37.17602054666617
2010,8,45.17025629231168,39.9343564538418,35.9587758287146,44.599454757735444
2010,9,48.9564141058491,32.7736780022943,33.3616731436752,48.870627762569924
2010,10,47.81480860259049,33.7926738822277,34.3210838547451,41.59330748839314
2010,11,42.70251238835683,33.8617637204632,36.323907300291,29.12478791043385
2010,12,37.6455708460669,34.748148376648,31.560468459651,35.91406029369384
2011,1,23.771885525739187,38.82756974914,39.8456401814422,32.61192730459228
2011,2,16.956867002548925,36.3042847743038,38.1499058115584,31.51522037263005
2011,3,26.13436048497323,39.8842644956956,43.4273188213024,30.014860657933312
2011,4,24.816968749568602,36.3475773622169,41.0401340500366,32.4122054842491
2011,5,49.13404998106865,38.0047273701718,38.0567237299561,48.99444917496578
2011,6,37.7702001236293,40.8768531393659,38.4856959971162,28.9121854935491
2011,7,39.700457717996,45.8296516401783,37.7637950698583,40.077419201757706
2011,8,46.492448365429226,38.9519616896249,37.7962369281492,45.81639603483113
2011,9,58.75099122013132,33.5801858675042,35.4779181051565,56.943360055445325
2011,10,51.82318298102968,34.287770858914,36.6412974380226,46.11263160213209
2011,11,46.73893225077158,35.7832906975031,35.6159709688511,37.87494570667441
2011,12,33.43532850590232,36.8475352641696,33.2250358073384,24.240071820027715
2012,1,23.30435454752522,38.3322423380927,40.3176817337952,27.68185896147061
2012,2,25.77556342032183,37.849118334681,40.7940533754154,40.373336480749764
2012,3,30.733258177394635,37.9967734699162,39.7297014335373,34.415548434621286
2012,4,28.394260549666228,37.9247616326346,38.657801840876,31.020435436994422
2012,5,48.732161109723314,39.6361796464693,39.6642533244553,45.99597731932984
2012,6,46.04402787377096,44.054969566281,40.4733220112585,46.22977498918183
2012,7,38.265027162855596,44.6772384463298,36.9580012999513,38.261655313914865
2012,8,41.8606176131915,38.2830406023781,37.3302533538792,38.83099980065823
2012,9,51.540874315951434,33.1110943666381,37.548880461094,51.53991158050248
2012,10,48.445794066517955,34.30355280596,37.8159263528314,42.56786762154518
2012,11,39.59128345321457,32.7110470730984,33.4829459068017,29.583461922649967
