run_name,run_id,state,variant,created_at,batch_size,learning_rate,hidden1_dim,hidden2_dim,hidden3_dim,embedding_dim,size_ensemble,num_epochs,patience,lr_milestone,lr_gamma,optimizer,weight_decay,dropout_rate,dataset_variant_cfg,test_rmse,test_mae,test_mape,test_r2,val_rmse,val_mae,val_mape,train_rmse
eqq23d66,UnVuOnYxOmVxcTIzZDY2Om5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,LagRD,2025-12-11T02:45:00Z,64.0,0.014064809956132698,256.0,16.0,32.0,4.0,5.0,30000.0,4000.0,300.0,0.5,adamw,0.0,0.0,LagRD,265.2469787597656,156.82774353027344,111.79691314697266,-0.6691234111785889,152.79104614257812,99.02710723876952,103.87760162353516,243.61405334472656
49gxiva0,UnVuOnYxOjQ5Z3hpdmEwOm5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,MGTwRD,2025-12-11T02:32:02Z,64.0,0.008670180831242576,128.0,0.0,32.0,4.0,3.0,12000.0,12000.0,800.0,0.5,adamw,0.0,0.0,MGTwRD,222.2033538818359,156.75851440429688,102.55477142333984,-4.410547256469727,175.9847412109375,127.30335998535156,97.14737701416016,120.18002319335938
cifz57rh,UnVuOnYxOmNpZno1N3JoOm5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,AGTwRD,2025-12-11T02:30:25Z,64.0,0.01395582126180688,128.0,0.0,32.0,4.0,3.0,18000.0,4000.0,300.0,0.3,adamw,0.0,0.3,AGTwRD,237.79275512695312,141.93191528320312,63.24497985839844,-2.2530934810638428,185.43353271484375,110.54652404785156,61.173641204833984,139.26724751790366
idce2a9j,UnVuOnYxOmlkY2UyYTlqOm5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,MGT,2025-12-11T02:27:18Z,16.0,0.0006308680661144981,256.0,32.0,0.0,4.0,3.0,12000.0,4000.0,300.0,0.5,adamw,0.001,0.0,MGT,414.4482421875,361.51666259765625,559.9783935546875,-16.18589210510254,266.3922424316406,235.1661834716797,423.3037109375,319.1648457845052
486f20iz,UnVuOnYxOjQ4NmYyMGl6Om5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,AGTwRD,2025-12-11T02:20:00Z,64.0,0.0007541670873377534,256.0,0.0,0.0,4.0,5.0,30000.0,4000.0,300.0,0.5,adamw,0.001,0.3,AGTwRD,1730.33349609375,1294.964111328125,2582.08984375,-171.24989318847656,1460.098876953125,1082.5242919921875,2407.314697265625,1309.4516967773438
b35hd1rj,UnVuOnYxOmIzNWhkMXJqOm5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,AGT,2025-12-11T02:16:42Z,16.0,0.0009825369958290496,256.0,16.0,20.0,4.0,3.0,12000.0,8000.0,800.0,0.5,adamw,0.0,0.3,,242.01141357421875,229.9959259033203,351.2312927246094,-4.860074996948242,228.96295166015625,212.15933227539065,385.9997863769531,237.48839823404947
1zsv4ng7,UnVuOnYxOjF6c3Y0bmc3Om5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,LagRD,2025-12-11T01:49:51Z,64.0,0.007162897732109503,256.0,16.0,32.0,4.0,5.0,30000.0,4000.0,1200.0,0.5,adamw,0.0,0.0,LagRD,122.63449096679688,99.2435531616211,134.96163940429688,0.6432098150253296,118.55935668945312,93.60137176513672,153.0815887451172,197.8860321044922
bfibagqb,UnVuOnYxOmJmaWJhZ3FiOm5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,MGTwRD,2025-12-11T01:44:20Z,64.0,0.018630291425838257,256.0,32.0,32.0,4.0,5.0,12000.0,4000.0,800.0,0.1,adamw,0.0001,0.0,MGTwRD,219.83837890625,143.4936981201172,91.45433807373048,-4.295988082885742,165.61947631835938,111.13060760498048,80.97023010253906,127.7940673828125
jdogpk84,UnVuOnYxOmpkb2dwazg0Om5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,LagRD,2025-12-11T01:40:05Z,64.0,0.017769714960527913,256.0,20.0,32.0,4.0,5.0,30000.0,12000.0,800.0,0.5,adamw,0.0001,0.2,LagRD,218.09915161132812,149.91477966308594,140.8370819091797,-0.12848424911499023,175.1989288330078,130.54766845703125,156.51805114746094,140.51783142089843
7mexjtl5,UnVuOnYxOjdtZXhqdGw1Om5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,Macros,2025-12-11T01:27:22Z,64.0,0.0005067344269146753,128.0,0.0,32.0,4.0,5.0,18000.0,12000.0,1200.0,0.1,adamw,0.001,0.1,Macros,605.5277099609375,314.3177185058594,206.59747314453125,-8.27226734161377,530.1659545898438,270.8316955566406,201.56622314453125,478.8975006103516
obqbabp2,UnVuOnYxOm9icWJhYnAyOm5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,AGTwRD,2025-12-11T01:04:57Z,64.0,0.0032908468630243755,200.0,0.0,32.0,4.0,5.0,18000.0,4000.0,1200.0,0.5,adamw,0.001,0.3,AGTwRD,127.43978881835938,88.12017059326172,58.97247314453125,0.0656503438949585,107.7357406616211,79.39303588867188,68.58393859863281,117.22982482910156
0yxw1g79,UnVuOnYxOjB5eHcxZzc5Om5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,AGTwRD,2025-12-11T00:43:23Z,64.0,0.0006807335915371286,200.0,0.0,32.0,4.0,5.0,18000.0,8000.0,1200.0,0.5,adamw,0.0,0.0,AGTwRD,171.60752868652344,148.12374877929688,197.8853759765625,-0.6942284107208252,156.97744750976562,137.67352294921875,239.15516662597656,178.007958984375
gi9wpu1k,UnVuOnYxOmdpOXdwdTFrOm5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,Macros,2025-12-11T00:40:56Z,64.0,0.0006598858696317485,128.0,32.0,32.0,4.0,5.0,18000.0,12000.0,800.0,0.3,adamw,0.0,0.2,Macros,190.21188354492188,174.98178100585938,241.74752807617188,0.08505868911743164,168.06707763671875,158.77230834960938,266.8002624511719,171.73773803710938
ad16oyrx,UnVuOnYxOmFkMTZveXJ4Om5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,AGTwRD,2025-12-11T00:26:57Z,64.0,0.011723162654460507,128.0,0.0,32.0,4.0,5.0,30000.0,4000.0,1200.0,0.1,adamw,0.001,0.1,AGTwRD,280.442138671875,216.1455078125,180.29942321777344,-3.524658679962158,228.301513671875,159.21385192871094,144.44667053222656,480.2933624267578
uyw1gnlw,UnVuOnYxOnV5dzFnbmx3Om5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,MGTwRD,2025-12-11T00:25:12Z,64.0,0.003926544050707367,256.0,32.0,32.0,4.0,3.0,18000.0,12000.0,1200.0,0.1,adamw,0.001,0.0,MGTwRD,179.69200134277344,136.6420440673828,130.81320190429688,-2.538322925567627,139.4000701904297,110.3004379272461,130.4639434814453,119.0025151570638
q16i0xk4,UnVuOnYxOnExNmkweGs0Om5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,AGT,2025-12-11T00:23:02Z,32.0,0.0010058234923333268,256.0,32.0,16.0,4.0,5.0,12000.0,12000.0,1200.0,0.5,adamw,0.0001,0.3,,204.5059814453125,153.65065002441406,177.80711364746094,-3.184499740600586,160.17872619628906,130.34278869628906,189.9145050048828,145.89151306152343
gsj7jmcx,UnVuOnYxOmdzajdqbWN4Om5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,LagRD,2025-12-11T00:13:45Z,64.0,0.013550069423466257,200.0,32.0,20.0,4.0,3.0,30000.0,12000.0,300.0,0.5,adamw,0.0,0.1,LagRD,221.2974395751953,149.03858947753906,139.10366821289062,-0.16182398796081543,170.56948852539062,125.49474334716795,153.02667236328125,141.26476033528647
hz43zgik,UnVuOnYxOmh6NDN6Z2lrOm5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,MGT,2025-12-11T00:07:50Z,16.0,0.006098357098652997,256.0,32.0,32.0,4.0,3.0,18000.0,4000.0,300.0,0.1,adamw,0.001,0.2,MGT,238.0832672119141,210.3099365234375,346.1266174316406,-4.671385765075684,203.46365356445312,186.92950439453125,342.3436279296875,225.07079060872397
llfnhf84,UnVuOnYxOmxsZm5oZjg0Om5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,LagRD,2025-12-10T23:56:03Z,64.0,0.014178236021452044,200.0,16.0,32.0,4.0,5.0,30000.0,8000.0,800.0,0.3,adamw,0.0,0.0,LagRD,140.91067504882812,88.59656524658203,77.6695327758789,0.5289409160614014,121.20724487304688,83.7411880493164,87.50809478759766,209.22548065185543
hhsu0fj6,UnVuOnYxOmhoc3UwZmo2Om5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,AGTwRD,2025-12-10T23:55:04Z,64.0,0.0049500188276824135,128.0,16.0,32.0,4.0,3.0,30000.0,4000.0,300.0,0.5,adamw,0.001,0.3,AGTwRD,213.03219604492188,170.81651306152344,197.70162963867188,-1.6108970642089844,173.2158203125,150.67054748535156,218.81536865234375,154.42647806803384
g5zr0h44,UnVuOnYxOmc1enIwaDQ0Om5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,MGT,2025-12-10T23:41:31Z,16.0,0.0012597319068846616,256.0,20.0,32.0,4.0,3.0,30000.0,4000.0,300.0,0.3,adamw,0.0,0.3,MGT,252.39170837402344,239.34437561035156,374.457763671875,-5.37355375289917,240.2507781982422,222.14324951171875,408.7149963378906,249.9960683186849
3tp7ygse,UnVuOnYxOjN0cDd5Z3NlOm5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,LagRD,2025-12-10T23:29:17Z,64.0,0.013702964323772278,128.0,0.0,32.0,4.0,3.0,30000.0,8000.0,300.0,0.1,adamw,0.0001,0.0,LagRD,1418.2535400390625,702.8861694335938,381.9184875488281,-46.71943283081055,1280.486572265625,647.0850830078125,421.8790893554687,1261.730189005534
v3m3cmpt,UnVuOnYxOnYzbTNjbXB0Om5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,LagRD,2025-12-10T23:22:30Z,64.0,0.013160780627116484,128.0,20.0,32.0,4.0,3.0,30000.0,4000.0,1200.0,0.5,adamw,0.0,0.0,LagRD,130.7341766357422,95.17855834960938,56.49054718017578,0.5945234298706055,114.60090637207033,86.80889892578125,64.78351593017578,190.9947306315104
kyz8zax1,UnVuOnYxOmt5ejh6YXgxOm5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,MGTwRD,2025-12-10T23:00:38Z,32.0,0.001793086753880401,200.0,32.0,32.0,4.0,3.0,30000.0,4000.0,1200.0,0.5,adamw,0.0,0.0,MGTwRD,154.91995239257812,110.66187286376952,84.48297119140625,-1.6299934387207031,123.0925750732422,95.68426513671876,86.34021759033203,108.1590830485026
p8lxuzan,UnVuOnYxOnA4bHh1emFuOm5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,MGTwRD,2025-12-10T17:53:38Z,64.0,0.012389779827181247,128.0,16.0,32.0,4.0,5.0,30000.0,12000.0,300.0,0.1,adamw,0.0,0.0,MGTwRD,181.2825469970703,115.90689849853516,85.8923110961914,-2.6012394428253174,133.6599884033203,90.39673614501952,83.18923950195312,121.9248764038086
pn3g7ovr,UnVuOnYxOnBuM2c3b3ZyOm5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,AGTwRD,2025-12-10T17:23:57Z,64.0,0.0009458559097400072,256.0,0.0,32.0,4.0,3.0,30000.0,12000.0,300.0,0.5,adamw,0.001,0.3,AGTwRD,178.33909606933594,113.8825912475586,83.7272720336914,-0.8297528028488159,101.8025894165039,75.89122772216797,100.43447875976562,118.9269307454427
jig8ut5l,UnVuOnYxOmppZzh1dDVsOm5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,LagRD,2025-12-10T17:20:50Z,64.0,0.013322118924153074,200.0,20.0,32.0,4.0,5.0,30000.0,4000.0,300.0,0.5,adamw,0.0,0.2,LagRD,220.6687469482422,146.26699829101562,127.27667236328124,-0.15523207187652588,174.3225860595703,126.2329559326172,141.6846923828125,145.97385864257814
d1nfawr8,UnVuOnYxOmQxbmZhd3I4Om5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,Macros,2025-12-10T16:30:31Z,32.0,0.0005794618655117526,200.0,0.0,32.0,4.0,5.0,12000.0,4000.0,300.0,0.1,adamw,0.001,0.3,Macros,319.5003662109375,239.62564086914065,335.47021484375,-1.5814316272735596,276.7890625,206.61642456054688,320.4818420410156,267.89984130859375
v6yms7eq,UnVuOnYxOnY2eW1zN2VxOm5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,MGTwRD,2025-12-10T16:29:26Z,64.0,0.006855826267492232,128.0,0.0,32.0,4.0,3.0,18000.0,12000.0,300.0,0.5,adamw,0.0,0.0,MGTwRD,214.45639038085935,135.36297607421875,66.6879653930664,-4.039854526519775,170.60475158691406,108.5,70.1789321899414,139.98326365152994
a13flt9r,UnVuOnYxOmExM2ZsdDlyOm5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,AGTwRD,2025-12-10T16:08:57Z,64.0,0.0005197599175839402,200.0,0.0,32.0,4.0,5.0,30000.0,4000.0,1200.0,0.3,adamw,0.0,0.3,AGTwRD,115.19121551513672,97.84174346923828,87.59101104736328,0.23662495613098145,93.78948211669922,72.40628814697266,66.72244262695312,156.01140289306642
ajck4wf3,UnVuOnYxOmFqY2s0d2YzOm5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,LagRD,2025-12-10T16:06:59Z,64.0,0.006972244570270959,256.0,32.0,32.0,4.0,5.0,18000.0,8000.0,300.0,0.5,adamw,0.0,0.2,LagRD,114.2140121459961,84.60487365722656,94.6644058227539,0.6905244588851929,129.9512939453125,98.16676330566406,111.65690612792967,129.70899505615233
p6snjr1f,UnVuOnYxOnA2c25qcjFmOm5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,AGTwRD,2025-12-10T16:00:05Z,64.0,0.0006331198524379757,256.0,0.0,16.0,4.0,3.0,30000.0,4000.0,300.0,0.5,adamw,0.001,0.3,AGTwRD,108.46820831298828,86.63653564453125,67.09648132324219,0.3231315016746521,63.6333122253418,49.438968658447266,47.04732131958008,78.12673950195312
5hbmzuz1,UnVuOnYxOjVoYm16dXoxOm5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,MGT,2025-12-10T15:31:52Z,16.0,0.00894279653176522,200.0,32.0,32.0,4.0,3.0,30000.0,4000.0,300.0,0.5,adamw,0.0,0.2,MGT,216.3915100097656,136.5410919189453,138.38876342773438,-3.685025215148926,185.81201171875,137.7932891845703,180.896240234375,153.30089823404947
ds5zr6y6,UnVuOnYxOmRzNXpyNnk2Om5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,LagRD,2025-12-10T15:26:06Z,32.0,0.013184206004118596,256.0,32.0,20.0,4.0,5.0,30000.0,4000.0,300.0,0.5,adamw,0.001,0.0,LagRD,2991.095947265625,1782.1015625,1760.4407958984375,-211.2502593994141,2255.716552734375,1467.518798828125,1933.9375,1899.1437255859375
aqvez1n6,UnVuOnYxOmFxdmV6MW42Om5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,AGTwRD,2025-12-10T15:05:35Z,64.0,0.010553860654294828,200.0,0.0,20.0,4.0,5.0,30000.0,4000.0,1200.0,0.5,adamw,0.001,0.3,AGTwRD,211.4930725097656,146.13919067382812,92.7987289428711,-1.5733067989349363,178.001708984375,117.73406982421876,73.3791275024414,133.97006530761718
wdf5ekvx,UnVuOnYxOndkZjVla3Z4Om5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,Macros,2025-12-10T15:05:24Z,32.0,0.0005390195302349017,128.0,32.0,32.0,4.0,5.0,12000.0,12000.0,1200.0,0.1,adamw,0.0,0.3,Macros,193.2039794921875,166.05043029785156,207.3347320556641,0.05604773759841919,159.19561767578125,145.68450927734375,227.7728271484375,154.74738159179688
ejc3ssyk,UnVuOnYxOmVqYzNzc3lrOm5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,MGTwRD,2025-12-10T14:55:22Z,32.0,0.017746055573088473,256.0,20.0,32.0,4.0,3.0,18000.0,8000.0,300.0,0.5,adamw,0.0,0.0,MGTwRD,228.26629638671875,140.9241180419922,78.8992691040039,-4.709835529327393,173.2229461669922,111.61774444580078,79.5767822265625,137.78915150960287
et690xld,UnVuOnYxOmV0NjkweGxkOm5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,AGTwRD,2025-12-10T14:55:03Z,64.0,0.009336408639136136,128.0,32.0,32.0,4.0,5.0,12000.0,4000.0,1200.0,0.5,adamw,0.0,0.1,AGTwRD,238.1910400390625,151.14161682128906,94.7443618774414,-2.264000177383423,186.5767517089844,122.52108764648438,96.40475463867188,142.01129455566405
8teh5pa1,UnVuOnYxOjh0ZWg1cGExOm5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,Macros,2025-12-10T14:51:50Z,64.0,0.009615073926646758,128.0,32.0,32.0,4.0,3.0,12000.0,12000.0,800.0,0.3,adamw,0.0,0.2,Macros,189.5354461669922,115.20133209228516,73.27497863769531,0.0915546417236328,143.99945068359375,94.57886505126952,88.4140853881836,125.1449737548828
8bxlfrla,UnVuOnYxOjhieGxmcmxhOm5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,MGTwRD,2025-12-10T14:36:06Z,64.0,0.000519675126792473,200.0,20.0,32.0,4.0,3.0,12000.0,8000.0,1200.0,0.3,adamw,0.0001,0.0,MGTwRD,178.61802673339844,142.07394409179688,163.73995971679688,-2.4961538314819336,154.67208862304688,121.3663558959961,176.8094940185547,146.16826629638672
fmc8nh0f,UnVuOnYxOmZtYzhuaDBmOm5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,AGTwRD,2025-12-10T14:32:40Z,64.0,0.008784116599756637,128.0,0.0,20.0,4.0,3.0,30000.0,4000.0,1200.0,0.1,adamw,0.001,0.3,AGTwRD,163.26016235351562,146.6063995361328,158.30734252929688,-0.5334151983261108,131.76463317871094,111.91107940673828,137.09336853027344,238.76395161946616
ezfzdm1s,UnVuOnYxOmV6ZnpkbTFzOm5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,AllVar,2025-12-10T14:29:33Z,16.0,0.004494453750977236,256.0,20.0,32.0,4.0,5.0,30000.0,8000.0,1200.0,0.1,adamw,0.001,0.2,AllVar,202.2450714111328,191.7695770263672,277.4432067871094,-5.275146961212158,182.2433929443359,171.7928009033203,295.04339599609375,210.3117462158203
hsvs4hx7,UnVuOnYxOmhzdnM0aHg3Om5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,AGT,2025-12-10T14:23:37Z,16.0,0.0008014148884210793,256.0,16.0,0.0,4.0,3.0,12000.0,8000.0,1200.0,0.5,adamw,0.0001,0.3,,573.4387817382812,379.2608337402344,398.9175109863281,-31.900733947753903,170.8220977783203,139.4244384765625,182.86587524414065,510.0418802897136
cb2dccfn,UnVuOnYxOmNiMmRjY2ZuOm5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,AllVar,2025-12-10T14:21:26Z,16.0,0.010403920199061289,200.0,32.0,20.0,4.0,5.0,30000.0,12000.0,800.0,0.3,adamw,0.0,0.3,AllVar,219.31529235839844,141.07891845703125,92.1044692993164,-6.3791422843933105,170.1956329345703,112.51724243164062,92.9196319580078,127.41514434814454
1d8cysx6,UnVuOnYxOjFkOGN5c3g2Om5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,LagRD,2025-12-10T14:20:40Z,64.0,0.011215815274745085,256.0,0.0,32.0,4.0,3.0,30000.0,12000.0,300.0,0.1,adamw,0.0001,0.0,LagRD,1137.1185302734375,675.7493896484375,305.5998229980469,-29.6760196685791,786.5066528320312,493.81103515625,303.78729248046875,673.5487569173177
e3nxpov8,UnVuOnYxOmUzbnhwb3Y4Om5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,MGT,2025-12-10T14:00:09Z,32.0,0.0005038222705415135,256.0,20.0,32.0,4.0,3.0,30000.0,12000.0,300.0,0.3,adamw,0.0,0.0,MGT,185.75112915039065,122.00955200195312,91.58675384521484,-2.452187776565552,134.65098571777344,104.72449493408205,119.77140808105467,119.1999969482422
d8wq5rkl,UnVuOnYxOmQ4d3E1cmtsOm5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,LagRD,2025-12-10T13:45:34Z,64.0,0.01467753698472683,128.0,16.0,32.0,4.0,3.0,30000.0,4000.0,300.0,0.5,adamw,0.0001,0.0,LagRD,201.86215209960935,163.85873413085938,227.13916015625,0.03328746557235718,177.55406188964844,137.6591033935547,246.6573028564453,229.59884134928384
f31eyk98,UnVuOnYxOmYzMWV5azk4Om5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,AGTwRD,2025-12-10T13:34:38Z,64.0,0.006563625515994483,200.0,0.0,20.0,4.0,5.0,18000.0,4000.0,1200.0,0.1,adamw,0.001,0.2,AGTwRD,260.4532470703125,235.69874572753903,259.3810729980469,-2.9026436805725098,198.36968994140625,175.32742309570312,206.55902099609375,295.1053009033203
7dhp0dip,UnVuOnYxOjdkaHAwZGlwOm5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,LagRD,2025-12-10T13:31:35Z,64.0,0.0154652509424919,256.0,0.0,0.0,4.0,3.0,18000.0,4000.0,1200.0,0.3,adamw,0.0,0.2,LagRD,3164.7646484375,1525.974365234375,1190.8116455078125,-236.61312866210935,3206.3046875,1538.098876953125,1292.182373046875,3282.3943684895835
a3qncvoy,UnVuOnYxOmEzcW5jdm95Om5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,MGTwRD,2025-12-10T13:12:45Z,64.0,0.0006572494821953975,128.0,32.0,32.0,4.0,3.0,12000.0,8000.0,1200.0,0.5,adamw,0.0001,0.1,MGTwRD,206.7878570556641,163.7254638671875,188.75584411621097,-3.685868263244629,163.40130615234375,139.6976318359375,201.0419158935547,160.22146606445312
jksir9uz,UnVuOnYxOmprc2lyOXV6Om5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,Macros,2025-12-10T12:58:58Z,64.0,0.019462699535587463,128.0,0.0,32.0,4.0,5.0,12000.0,12000.0,1200.0,0.1,adamw,0.001,0.3,Macros,225.95651245117188,148.04299926757812,82.32341766357422,-0.2911229133605957,180.32455444335935,119.0601043701172,77.6588134765625,149.922314453125
g4ubg475,UnVuOnYxOmc0dWJnNDc1Om5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,AGTwRD,2025-12-10T12:58:44Z,64.0,0.011859865647356856,200.0,0.0,20.0,4.0,3.0,30000.0,4000.0,1200.0,0.1,adamw,0.001,0.3,AGTwRD,108.82324981689452,78.67619323730469,88.95695495605469,0.31869322061538696,108.0124282836914,80.48262786865234,133.78562927246094,185.3254241943359
9udsm1xz,UnVuOnYxOjl1ZHNtMXh6Om5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,AGTwRD,2025-12-10T05:19:25Z,64.0,0.006058876370320572,256.0,0.0,20.0,4.0,5.0,30000.0,8000.0,300.0,0.3,adamw,0.001,0.3,AGTwRD,158.52003479003906,114.10562133789062,71.30776977539062,-0.44566476345062256,124.96046447753906,91.62796020507812,78.66820526123047,122.20550231933592
tx89iovq,UnVuOnYxOnR4ODlpb3ZxOm5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,MGTwRD,2025-12-09T13:56:16Z,64.0,0.01147010628926268,128.0,32.0,32.0,4.0,3.0,30000.0,8000.0,300.0,0.3,adamw,0.0,0.0,MGTwRD,206.7082977294922,147.9111785888672,97.48612213134766,-3.682262897491455,158.66111755371094,115.27272033691406,92.94251251220705,118.12548573811848
d5w3ni1z,UnVuOnYxOmQ1dzNuaTF6Om5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,LagRD,2025-12-09T13:47:34Z,64.0,0.011314500250519695,256.0,0.0,32.0,4.0,3.0,30000.0,12000.0,800.0,0.5,adamw,0.0,0.1,LagRD,133.41075134277344,102.74867248535156,78.2545394897461,0.5777504444122314,111.9056625366211,85.76020812988281,77.09700012207031,118.26904551188152
n8app4pg,UnVuOnYxOm44YXBwNHBnOm5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,MGTwRD,2025-12-09T13:44:53Z,64.0,0.01772962508725733,200.0,32.0,20.0,4.0,5.0,30000.0,8000.0,1200.0,0.1,adamw,0.0,0.1,MGTwRD,217.88023376464844,138.01002502441406,74.21688079833984,-4.20206356048584,164.0760955810547,103.51390838623048,68.47225189208984,126.8600357055664
3f7n6z2h,UnVuOnYxOjNmN242ejJoOm5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,AGTwRD,2025-12-09T13:10:46Z,64.0,0.001519354099336845,128.0,32.0,32.0,4.0,5.0,30000.0,4000.0,1200.0,0.3,adamw,0.0,0.0,AGTwRD,167.91693115234375,142.6742401123047,158.43585205078125,-0.6221398115158081,133.37655639648438,121.00524139404295,157.80026245117188,127.58944702148438
lp7ag6h4,UnVuOnYxOmxwN2FnNmg0Om5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,Macros,2025-12-09T13:09:59Z,64.0,0.0009561861332446124,200.0,32.0,32.0,4.0,3.0,12000.0,12000.0,1200.0,0.1,adamw,0.0,0.2,Macros,201.19480895996097,180.51589965820312,238.87413024902344,-0.023649930953979492,173.1636962890625,161.64947509765625,262.24951171875,170.87834676106772
06b3255e,UnVuOnYxOjA2YjMyNTVlOm5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,AGT,2025-12-09T12:58:47Z,32.0,0.000994390054010755,256.0,16.0,20.0,4.0,5.0,12000.0,4000.0,1200.0,0.5,adamw,0.001,0.2,,203.7053985595703,152.13589477539062,168.6807861328125,-3.151801586151123,162.06573486328125,133.8481903076172,187.60433959960935,140.0687744140625
iowz37i2,UnVuOnYxOmlvd3ozN2kyOm5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,Macros,2025-12-09T12:56:22Z,64.0,0.0005685411517811239,128.0,20.0,20.0,4.0,5.0,30000.0,12000.0,300.0,0.1,adamw,0.001,0.3,Macros,203.9669952392578,176.09327697753906,220.54302978515625,-0.05205321311950683,172.25962829589844,157.62620544433594,245.9044952392578,162.5019744873047
ucuekvla,UnVuOnYxOnVjdWVrdmxhOm5vd2Nhc3RpbmctcmQtbWxwOmVwZmxfc3RpcA==,finished,MGTwRD,2025-12-09T11:25:29Z,64.0,0.01934896683050876,128.0,32.0,0.0,4.0,3.0,18000.0,12000.0,1200.0,0.3,adamw,0.0,0.1,MGTwRD,260.2563781738281,164.8332977294922,63.83457946777344,-6.422371864318848,205.8890838623047,130.76629638671875,59.01365280151367,159.3589324951172
