Lag,MAE,RMSE,MAPE
1.0,1746.40570181019,4271.574345654343,1.7595759904710222
2.0,1431.5635755941757,4273.297675231334,1.3470329717695284
3.0,1324.9152664538049,4324.885332015555,1.283669441145235
