Lag,MAE,RMSE,MAPE
1.0,1718.4480794204615,3878.377020883363,1.8821793024159956
2.0,1507.2043368518923,3960.2542986667,1.4543515172611547
3.0,1401.7952354586598,3977.60833422382,1.383622273464865
