Lag,MAE,RMSE,MAPE
1.0,357.88691256188787,1403.9504295185627,0.3168185728322276
2.0,394.1133900700844,1449.789927676488,0.34156952473376817
3.0,414.6877850930624,1462.3159064318224,0.34627952580804067
