variant,sweep_id,run_name,run_id,state,url,config,final_ensemble_val_rmse,final_ensemble_val_mae,final_ensemble_val_mape,final_avg_train_rmse,final_avg_val_rmse,test_rmse,test_mae,test_mape,test_r2
LagRD,02ufx6ki,visionary-sweep-22,i6mvefqq,finished,https://wandb.ai/epfl_stip/nowcasting-rd-mlp/runs/i6mvefqq,"{""batch_size"": 32, ""dataset_variant"": ""LagRD"", ""dropout_rate"": 0.1, ""embedding_dim"": 4, ""hidden1_dim"": 256, ""hidden2_dim"": 16, ""hidden3_dim"": 32, ""learning_rate"": 0.014925056991072995, ""lr_gamma"": 0.5, ""lr_milestone"": 1200, ""num_epochs"": 30000, ""optimizer"": ""adamw"", ""patience"": 12000, ""size_ensemble"": 5, ""weight_decay"": 0.0001}",134.6193084716797,85.61109924316406,48.939796447753906,120.33412322998046,155.2415802001953,177.73068237304688,112.34974670410156,52.51243591308594,0.25060218572616577
LagRD,02ufx6ki,fragrant-sweep-43,rojeqegk,finished,https://wandb.ai/epfl_stip/nowcasting-rd-mlp/runs/rojeqegk,"{""batch_size"": 64, ""dataset_variant"": ""LagRD"", ""dropout_rate"": 0.1, ""embedding_dim"": 4, ""hidden1_dim"": 256, ""hidden2_dim"": 0, ""hidden3_dim"": 20, ""learning_rate"": 0.008870855741994295, ""lr_gamma"": 0.5, ""lr_milestone"": 1200, ""num_epochs"": 18000, ""optimizer"": ""adamw"", ""patience"": 4000, ""size_ensemble"": 5, ""weight_decay"": 0}",101.0058135986328,68.39241027832031,60.060638427734375,106.3051498413086,160.8773208618164,105.35465240478516,74.68787384033203,56.13957214355469,0.7366732358932495
LagRD,02ufx6ki,serene-sweep-32,we5o2za1,finished,https://wandb.ai/epfl_stip/nowcasting-rd-mlp/runs/we5o2za1,"{""batch_size"": 64, ""dataset_variant"": ""LagRD"", ""dropout_rate"": 0.2, ""embedding_dim"": 4, ""hidden1_dim"": 256, ""hidden2_dim"": 0, ""hidden3_dim"": 32, ""learning_rate"": 0.009284553276655332, ""lr_gamma"": 0.5, ""lr_milestone"": 300, ""num_epochs"": 18000, ""optimizer"": ""adamw"", ""patience"": 4000, ""size_ensemble"": 3, ""weight_decay"": 0}",64.18394470214844,55.5980339050293,61.85627746582031,91.17541249593098,105.12686665852864,73.77039337158203,63.01505279541016,62.320770263671875,0.8708924055099487
