variant,sweep_id,run_name,run_id,state,url,config,final_ensemble_val_rmse,final_ensemble_val_mae,final_ensemble_val_mape,final_avg_train_rmse,final_avg_val_rmse,test_rmse,test_mae,test_mape,test_r2
Macros,xhlqftqp,electric-sweep-22,q82nbq54,finished,https://wandb.ai/epfl_stip/nowcasting-rd-mlp/runs/q82nbq54,"{""batch_size"": 64, ""dataset_variant"": ""Macros"", ""dropout_rate"": 0, ""embedding_dim"": 4, ""hidden1_dim"": 256, ""hidden2_dim"": 32, ""hidden3_dim"": 32, ""learning_rate"": 0.018289985521551935, ""lr_gamma"": 0.1, ""lr_milestone"": 1200, ""num_epochs"": 18000, ""optimizer"": ""adamw"", ""patience"": 12000, ""size_ensemble"": 5, ""weight_decay"": 0.001}",66.4917984008789,51.872745513916016,52.08672332763672,155.6669479370117,160.14730834960938,73.60751342773438,57.98993682861328,52.47149658203125,0.8629869222640991
Macros,xhlqftqp,peachy-sweep-20,zp3mjrwv,finished,https://wandb.ai/epfl_stip/nowcasting-rd-mlp/runs/zp3mjrwv,"{""batch_size"": 64, ""dataset_variant"": ""Macros"", ""dropout_rate"": 0, ""embedding_dim"": 4, ""hidden1_dim"": 256, ""hidden2_dim"": 16, ""hidden3_dim"": 32, ""learning_rate"": 0.015891272277222406, ""lr_gamma"": 0.3, ""lr_milestone"": 1200, ""num_epochs"": 12000, ""optimizer"": ""adamw"", ""patience"": 12000, ""size_ensemble"": 3, ""weight_decay"": 0.0001}",114.25955200195312,78.50853729248047,58.352684020996094,227.87904357910156,208.42222595214844,109.80746459960938,76.8340835571289,54.605560302734375,0.6950830221176147
Macros,xhlqftqp,autumn-sweep-5,ln3kmn7j,finished,https://wandb.ai/epfl_stip/nowcasting-rd-mlp/runs/ln3kmn7j,"{""batch_size"": 64, ""dataset_variant"": ""Macros"", ""dropout_rate"": 0, ""embedding_dim"": 4, ""hidden1_dim"": 200, ""hidden2_dim"": 16, ""hidden3_dim"": 20, ""learning_rate"": 0.017231132478270048, ""lr_gamma"": 0.1, ""lr_milestone"": 800, ""num_epochs"": 18000, ""optimizer"": ""adamw"", ""patience"": 12000, ""size_ensemble"": 3, ""weight_decay"": 0.001}",152.33033752441406,101.0531768798828,73.1998291015625,298.4295018513997,310.68482462565106,162.56544494628906,105.6152572631836,56.07358932495117,0.331695556640625
