Variant,seed,epoch,val_MAPE
wide64_huber_wd1e3_s15,2,7,6.4044102147209845
wide64_huber_wd1e3_s15,2,8,5.6766847194211705
wide64_huber_wd1e3_s15,2,9,5.599023106080627
wide64_huber_wd1e3_s15,2,10,5.4365764758558575
wide64_huber_wd1e3_s15,2,11,5.740126399722918
wide64_huber_wd1e3_s15,2,12,6.218218280252958
wide64_huber_wd1e3_s15,2,13,5.394173003267165
wide64_huber_wd1e3_s15,2,14,5.761665887747406
wide64_huber_wd1e3_s15,2,15,6.378431000548542
wide64_huber_wd1e3_s15,2,16,6.253587058587905
wide64_huber_wd1e3_s15,2,17,5.917984215518905
wide64_huber_wd1e3_s15,2,18,7.278256926530485
wide64_huber_wd1e3_s15,2,19,5.708650757386241
wide64_huber_wd1e3_s15,2,20,5.896830170360092
wide64_huber_wd1e3_s15,2,21,6.469249627314968
wide64_huber_wd1e3_s15,2,22,7.067539592515189
wide64_huber_wd1e3_s15,2,23,6.237643425835515
wide64_huber_wd1e3_s15,2,24,6.359168799484939
wide64_huber_wd1e3_s15,2,25,6.25814692340584
wide64_huber_wd1e3_s15,2,26,6.313567475332469
wide64_huber_wd1e3_s15,2,27,6.613321238860964
wide64_huber_wd1e3_s15,2,28,6.802430769793315
wide64_huber_wd1e3_s15,2,29,6.884986186539423
wide64_huber_wd1e3_s15,2,30,7.12340200843543
wide64_huber_wd1e3_s15,2,31,6.3964448140339885
wide64_huber_wd1e3_s15,2,32,7.229871964022437
wide64_huber_wd1e3_s15,2,33,6.433722751105549
wide64_huber_wd1e3_s15,2,34,6.2767810470600605
wide64_huber_wd1e3_s15,2,35,7.0544768756013525
wide64_huber_wd1e3_s15,2,36,6.513307638397474
wide64_huber_wd1e3_s15,2,37,7.087904018726291
wide64_huber_wd1e3_s15,2,38,6.059547011004202
wide64_huber_wd1e3_s15,2,39,5.9675380472043384
wide64_huber_wd1e3_s15,2,40,6.206487293956916
wide64_huber_wd1e3_s15,2,41,6.474730230829527
wide64_huber_wd1e3_s15,2,42,6.346851941718026
wide64_huber_wd1e3_s15,2,43,7.0720702631285635
wide64_huber_wd1e3_s15,2,44,7.13671376966986
wide64_huber_wd1e3_s15,2,45,6.57468024420369
wide64_huber_wd1e3_s15,2,46,6.5793411275864315
wide64_huber_wd1e3_s15,2,47,6.4441709663849736
wide64_huber_wd1e3_s15,2,48,6.12994020920024
wide64_huber_wd1e3_s15,2,49,6.687205419180946
wide64_huber_wd1e3_s15,2,50,6.723228584238145
wide64_huber_wd1e3_s15,2,51,6.266254418598709
wide64_huber_wd1e3_s15,2,52,6.370280420022607
wide64_huber_wd1e3_s15,2,53,6.671577993151141
wide64_huber_wd1e3_s15,2,54,6.057164940607077
wide64_huber_wd1e3_s15,2,55,6.6389220623257765
wide64_huber_wd1e3_s15,2,56,6.707456953560453
wide64_huber_wd1e3_s15,2,57,6.706807290147827
wide64_huber_wd1e3_s15,2,58,6.798931479844413
wide64_huber_wd1e3_s15,2,59,7.0118110450595985
wide64_huber_wd1e3_s15,2,60,6.51989033814209
