Lag,MAE,RMSE,MAPE
1.0,890.6420385976188,3839.138606103093,0.675629338033107
2.0,918.6121037367883,3853.5614066038556,0.7049976957079332
3.0,938.36014526001,3857.7251997946764,0.7271528846551419
