Series,monthly_level_min,monthly_level_max,quarterly_level_min,quarterly_level_max,monthly_growth_sd,quarterly_growth_sd,monthly_abs_growth_mean,quarterly_abs_growth_mean
NN,18.620563197879193,79.95465806902837,73.2959779063466,191.73706439268634,0.23226455956061062,0.14265790317144086,0.15890840989977806,0.1091872700352996
Ridge_signed,16.73358568971172,97.86420338061647,68.17667373211555,235.42136594755664,0.24538035993075502,0.22778006234833745,0.1852402603176722,0.1894133340365003
Ridge_positive,26.404825629687764,68.48713502065225,90.64014907751302,185.45557730392042,0.09721917627552212,0.08807675364426028,0.0775020385172003,0.07105453794097316
Mosley,28.0724778408197,68.0164089378144,90.18325864612831,196.2679573462649,0.07973200581314745,0.08009947771404356,0.05868797839090647,0.06240297688722616
Sax,27.5393104116167,66.4385154023582,86.8199801047799,183.5739180762621,0.09305108936736697,0.08425817159784318,0.07286508780948195,0.06882961376464172
