N,Mosley_lvl,Mosley_gr,Mosley_gr_p,Sax_lvl,Sax_gr,Sax_gr_p,split,sum_topic_elasticities,negative_topic_share,minimum_monthly_estimate
216,0.758184856311989,0.15924885273900846,0.019472289025015646,0.6644092445680312,-0.06880556671050791,0.3152837194900317,temporal,0.1699850573874733,0.543859649122807,18.620563197879193
216,0.6903578501019045,0.17251992449297876,0.01127944597597312,0.6049082286300442,-0.05604072508106935,0.4136023009199794,random,0.21128564769139768,0.42105263157894735,15.74356702474322
216,0.6905956790112526,0.18676808440597192,0.006017897078994002,0.5970404529924931,-0.0740829469103852,0.2795087736693306,alldata,0.21439465078767705,0.42105263157894735,16.914270159765035
