Series,NN_level_corr,NN_growth_corr,Mosley_level_corr,Mosley_growth_corr
Ridge_signed,0.841672597445656,0.6234184221608792,0.6706588574085852,-0.40598505727757334
Ridge_positive,0.8534140239160313,-0.04571784017248078,0.9734620129660359,0.7839797188758363
Mosley,0.8719017770816233,0.08514968598186483,1.0,1.0
Sax,0.892781059796603,0.2400040800239462,0.9566165963979922,0.5660658942225008
