Country,RMSE,MAE,MAPE,R2
CA,0.002594677687199009,0.002152079124648303,,-2.3545960375761332
CH,0.0029117848195121207,0.002796084764963022,,-11.838329367282437
CN,0.0024666930412535486,0.0023212081906025805,,0.997863982593572
DE,0.004256554646502502,0.003688513238552813,,0.7540715206121243
GB,0.029765248301784317,0.027339187233313966,,-5.402297835449818
JP,0.011031144929170778,0.010583629066836471,,-11.580037120790827
KR,0.0062527525025431584,0.005426448217754389,,0.700506117485341
US,0.14228221280270098,0.11755987901261292,,-2.1293604445913803
