Lag,MAE,RMSE,MAPE
1.0,1466.321240887369,3202.2335518868513,1.8199576323710986
2.0,1465.4803434082532,3185.073950382954,1.831013595418687
3.0,1466.0255657860102,3171.400158903981,1.8404136927917254
