Year,Month,NN_alldata,Sax,Mosley
2007,12,-6.339340269848893,35.8357342274704,31.1408061802414
2008,1,17.62551168502734,37.3624807260872,39.3632546599204
2008,2,84.7019358244432,36.745148993141,33.4860654458338
2008,3,18.257079926872034,39.1165915125153,40.2129505181045
2008,4,70.79931528357156,35.6159967768006,37.8504984863919
2008,5,89.94055534488378,37.6091787237613,36.8427044521292
2008,6,-29.07574373894703,40.832556558926,39.5811440722983
2008,7,57.631825999154906,39.7222103455026,37.5198452777637
2008,8,32.162791629908924,38.2395986574368,35.5720366523734
2008,9,34.52222682676375,33.9390601023044,37.1794671005526
2008,10,61.716526169767796,35.7880045091079,42.1945448477368
2008,11,54.93839555625901,36.9296951091067,34.0869254179271
2008,12,-43.70997172536818,37.6099267676472,35.6210118513054
2009,1,55.724471568242876,34.5038790513281,35.2489393544582
2009,2,-26.4001229687519,35.6169067082288,36.8706860077405
2009,3,104.7028548240269,37.0941334089327,39.0561565142298
2009,4,52.72036632350003,38.217646229763,38.5499542854467
2009,5,34.496669597899945,37.7733250845989,36.5088271719195
2009,6,65.57533049207792,40.2172634452594,38.6856689638381
2009,7,27.942564257090257,41.3097383344391,37.2093057707204
2009,8,83.46306356880368,40.6980537909665,38.2141263957071
2009,9,41.59503399924056,33.5997409307427,35.8982124925994
2009,10,-26.998803992308257,31.6618434869577,39.0599893575749
2009,11,0.48616510659178563,37.6063434647557,35.9400016408502
2009,12,32.01360805192822,37.0223268923694,34.0793328732573
2010,1,-32.633803125335774,37.3040469306713,37.3324562217654
2010,2,35.96933755167839,35.5167671637215,37.7185865053814
2010,3,67.96022502756284,37.7073723116369,43.8650382103662
2010,4,63.31166362797678,35.478404420193,42.4547292761795
2010,5,42.79287003751528,38.4418559157215,37.9212417405837
2010,6,57.65448803080931,41.9536026516187,37.3294387953287
2010,7,2.508759655373855,43.1959120614222,36.5611825537783
2010,8,35.16874067006716,39.9343564538418,35.9587758287146
2010,9,58.877133646009405,32.7736780022943,33.3616731436752
2010,10,38.15987440521364,33.7926738822277,34.3210838547451
2010,11,35.27784773126676,33.8617637204632,36.323907300291
2010,12,39.661444632322315,34.748148376648,31.560468459651
2011,1,71.71135030601671,38.82756974914,39.8456401814422
2011,2,28.073867012202705,36.3042847743038,38.1499058115584
2011,3,76.13030558975956,39.8842644956956,43.4273188213024
2011,4,38.86164432958538,36.3475773622169,41.0401340500366
2011,5,33.247258462889846,38.0047273701718,38.0567237299561
2011,6,72.2298766414635,40.8768531393659,38.4856959971162
2011,7,46.864982446343156,45.8296516401783,37.7637950698583
2011,8,39.528351825431564,38.9519616896249,37.7962369281492
2011,9,30.589651982981394,33.5801858675042,35.4779181051565
2011,10,-9.346552820968451,34.287770858914,36.6412974380226
2011,11,-0.012140475712715704,35.7832906975031,35.6159709688511
2011,12,27.647077608795385,36.8475352641696,33.2250358073384
2012,1,11.515812161417562,38.3322423380927,40.3176817337952
2012,2,51.521685640667606,37.849118334681,40.7940533754154
2012,3,34.93315935759514,37.9967734699162,39.7297014335373
2012,4,49.3914170258769,37.9247616326346,38.657801840876
2012,5,11.150248530764697,39.6361796464693,39.6642533244553
2012,6,54.135429696478994,44.054969566281,40.4733220112585
2012,7,52.55363387175114,44.6772384463298,36.9580012999513
2012,8,57.25864327015734,38.2830406023781,37.3302533538792
2012,9,27.60564478714518,33.1110943666381,37.548880461094
2012,10,13.824619830905924,34.30355280596,37.8159263528314
2012,11,61.127013534962686,32.7110470730984,33.4829459068017
2012,12,29.8030989711749,35.9403883964189,32.0475855850027
2013,1,77.63227204397477,38.6598074655354,38.9376973635049
2013,2,74.74903563096146,38.482854913421,39.6320176398373
2013,3,37.97158588153671,38.9224580300009,39.0331014104391
2013,4,68.34591727123738,37.6740779868615,40.1145563875472
2013,5,9.073693035228459,40.2919060960009,40.1772863496426
2013,6,49.48971154768156,44.9133973922323,39.6177304571196
2013,7,57.031886177055384,44.2024921071675,39.0005855114321
2013,8,5.692506589062436,43.4207795351011,39.7265644463031
2013,9,7.595648655181242,35.4384949539802,38.1497664012638
2013,10,13.650911634732513,32.408200446948,38.7856571306215
2013,11,35.67372166051469,36.9096909339997,38.7432044559623
2013,12,31.37033404448345,36.9530643104017,36.3590566179765
2014,1,51.88497969972607,36.9706561174853,41.1461640241047
2014,2,59.862878437613524,40.5507147863867,43.5595357498045
2014,3,77.45456888883417,39.1688663366842,40.333382756249
2014,4,84.05012132660787,40.0036708920944,42.6719933564589
2014,5,62.910387594632454,41.4698345946414,39.8435210040486
2014,6,31.371447801520784,46.1984845714102,39.4011763106138
2014,7,30.606408007371215,46.8767165086491,42.6564183389162
2014,8,59.13257198557012,45.246495148809,39.9498938636086
2014,9,-37.069510249471186,36.2432135115929,40.7307648665664
2014,10,29.035772175394357,34.3308299240178,39.2466831726946
2014,11,0.18204706078999494,36.4040758302433,36.6245713400252
2014,12,32.353809893477596,38.3119244000526,35.6113778389766
2015,1,7.250687679952533,40.4351121581914,40.6233282606909
2015,2,76.81868220502547,41.862716517406,41.4446414962576
2015,3,84.17075603889147,43.9230828008522,43.6444823896855
2015,4,101.7858160501446,42.7193714359559,45.7748387074028
2015,5,32.67669459024907,46.041704675894,43.5386171480685
2015,6,11.742086560141093,46.5310407805877,43.4375246680306
2015,7,42.89230085108658,49.1340168659524,42.0698780049277
2015,8,34.656928706532504,46.788206762691,45.2061093006287
2015,9,19.254599845972955,36.1709420535705,41.2773982459624
2015,10,25.119712550620463,37.0888753321751,42.3842275681599
2015,11,-48.92988429795232,37.3910899332173,39.6766045736136
2015,12,119.96261921933561,39.3148406835066,38.3233496365718
2016,1,83.82414014192442,43.1070227934286,45.647177617306
2016,2,94.56614855641527,40.7569701187678,46.1285673135061
2016,3,92.71999062189451,43.8900106497481,46.2872775254006
2016,4,74.76598856452472,42.2166914608195,46.5805730083508
2016,5,43.49261089434264,44.5682496789465,46.2536316765223
2016,6,63.17687389131117,50.4854512449744,46.625375489312
2016,7,30.834234263269394,54.0219604993,45.6341686153499
2016,8,40.46907848417389,47.0831215225129,44.1001014359143
2016,9,43.296017865538104,37.7821101296772,43.8158226054356
2016,10,23.049932598652823,39.9716502349646,43.4356693793418
2016,11,-62.27368549650308,40.9267349449318,38.2789087698635
2016,12,0.2503705175131667,43.3617276249856,35.3844274667541
2017,1,53.47814566162972,47.2013571295342,41.8731281449768
2017,2,67.42711587629536,40.8153403533238,42.8029557323669
2017,3,76.41891327639809,43.9273773193896,44.8845499619526
2017,4,57.07400424504576,52.2413131786613,54.7276013029209
2017,5,80.93087440587892,44.9968825849721,46.6569288934822
2017,6,52.23990302713388,51.1416973972573,45.7481121069065
2017,7,32.44749672744486,54.3687012648094,44.422450512367
2017,8,27.27418899862907,47.9333732806726,45.5407340032456
2017,9,12.490480614465863,44.7173920794819,45.3115237366154
2017,10,17.250265012586347,38.6022442401824,50.0025453561715
2017,11,29.976875386704567,40.7389327951698,46.6683804450848
2017,12,42.62270629442759,42.9463579031858,40.9920593305498
2018,1,-22.31577358262113,43.1685360084075,48.7125272080325
2018,2,47.25539355760183,44.5410170166975,50.925620185986
2018,3,179.73368240157302,50.0020448720278,51.3499000887713
2018,4,160.12408866139108,48.301590594633,51.3011191115688
2018,5,88.24423731609177,55.2542531197527,48.599540229475
2018,6,64.27201469042531,58.7092885457592,48.2224223084975
2018,7,51.78557023792492,59.7034984216858,49.5918806540573
2018,8,33.84906241742015,50.9941444695278,48.7065430850094
2018,9,11.374646522457216,38.8205455481799,45.0138975884834
2018,10,16.014691183914195,41.7322318492964,49.1501006965849
2018,11,23.638614067819947,45.0810192438188,47.8023891932594
2018,12,-67.5488817219903,50.1191760622214,47.0514054022826
2019,1,-5.153689429849308,49.1027900586767,54.80031396567
2019,2,49.33593882039956,48.4212107182351,54.8018654374564
2019,3,34.54457686262571,46.6341346430487,52.8627757344798
2019,4,65.22378402282204,46.7104632536931,54.4785751133591
2019,5,51.50791433079687,53.6810072768872,53.8152679590093
2019,6,-24.05105619712995,64.3453719534517,57.1244135901273
2019,7,62.86892647196355,62.2324027328319,52.3677447435473
2019,8,49.786514790039455,58.1899328060781,51.7154098748861
2019,9,100.36998844691925,52.0832504781083,50.7945917148856
2019,10,74.48429210661529,52.0346633211114,51.40141739702
2019,11,84.29074205357172,49.149651590035,49.3466538919055
2019,12,88.63752070031983,49.2605741469367,48.3364235567478
2020,1,36.16441416831837,64.8575094903009,56.3847411440971
2020,2,97.5892159665673,57.1789485216787,56.7782221948502
2020,3,62.78126405875652,48.8417392938259,58.9501577729054
2020,4,98.42977393177577,41.4356584765189,53.7960459898724
2020,5,61.079874717133805,55.8991122379014,55.0128236229421
2020,6,21.66593840187725,62.281890575743,58.5546511138948
2020,7,72.47367552639635,64.4119585243446,60.8714668704801
2020,8,69.83597697422614,55.0352772661056,57.0970500308191
2020,9,57.158533872231935,48.1622180077298,56.7261777202564
2020,10,3.717805162497454,58.144948248659,53.4167229920692
2020,11,29.088065827857452,55.2957635785278,49.372735857701
2020,12,61.97872944034463,60.4182438266475,55.0024727380952
2021,1,-6.65310039931252,57.1981276158798,65.494543345899
2021,2,144.39659576245901,57.0099001603085,68.0164089378144
2021,3,123.66978005213885,60.0515078197742,62.7570050625515
2021,4,156.8253295247163,57.1901593642567,58.0122687177382
2021,5,83.02073419961029,61.9078286688688,58.8769278343267
2021,6,83.4985086092325,64.4759300431366,58.723047507006
2021,7,10.05714427668956,66.4385154023582,55.5378475709677
2021,8,29.37659945045833,63.9056310116516,58.1546681900062
2021,9,101.20715027831996,52.9951935425598,58.064936723569
2021,10,39.50627949426982,53.703170278717,57.2116986094352
2021,11,-65.56569449688688,57.5208445648773,57.8179049496696
2021,12,10.373573560645822,57.3160918399525,51.0456428633576
