Country,Lag,MAE,RMSE,MAPE,Model,Sub-Model,Variation
CN,2,5052.451491,7403.031736,2.957221933,LinSVR,AllVar,Related
CN,3,5335.799099,7538.762113,3.044153563,LinSVR,AllVar,Related
AU,1,2396.419527,2682.646809,14.37913163,LinSVR,Macros,Related
AU,2,2256.539439,2476.536785,13.39117686,LinSVR,Macros,Related
AU,3,1981.01263,2186.991837,11.56067874,LinSVR,Macros,Related
AT,1,92.84644201,112.8275403,1.827912238,LinSVR,Macros,Related
AT,2,83.31486809,111.5956298,1.511075226,LinSVR,Macros,Related
AT,3,84.45002805,117.5642294,1.461762862,LinSVR,Macros,Related
BE,1,381.3686297,569.0924247,2.906728022,LinSVR,Macros,Related
BE,2,447.1826651,596.0718847,3.749554108,LinSVR,Macros,Related
BE,3,497.4398255,655.9055123,4.162522169,LinSVR,Macros,Related
CA,1,649.0706446,728.2751703,4.15790577,LinSVR,Macros,Related
CA,2,933.6862024,1037.561694,5.419146765,LinSVR,Macros,Related
CA,3,914.2159594,1018.807817,5.358424842,LinSVR,Macros,Related
CZ,1,197.7727904,231.3688987,3.268590787,LinSVR,Macros,Related
CZ,2,189.5721884,236.9592525,3.176854114,LinSVR,Macros,Related
CZ,3,235.1807842,260.7017317,4.225355872,LinSVR,Macros,Related
DK,1,438.2408597,506.2695563,8.69577367,LinSVR,Macros,Related
DK,2,473.3464103,572.8875931,9.220582849,LinSVR,Macros,Related
DK,3,437.6707611,533.5938415,8.600649122,LinSVR,Macros,Related
FI,1,398.7982921,476.287877,9.309632218,LinSVR,Macros,Related
FI,2,494.1288517,574.9969026,10.98345239,LinSVR,Macros,Related
FI,3,482.2148678,556.9856158,10.76752968,LinSVR,Macros,Related
FR,1,1013.016698,1195.900696,2.164301045,LinSVR,Macros,Related
FR,2,1047.585338,1246.763869,2.248391231,LinSVR,Macros,Related
FR,3,1061.469443,1232.718522,2.258846199,LinSVR,Macros,Related
DE,1,2151.919975,2390.008236,3.042910295,LinSVR,Macros,Related
DE,2,2130.726705,2324.50457,3.016778651,LinSVR,Macros,Related
DE,3,2405.996071,2576.074478,3.405931615,LinSVR,Macros,Related
GR,1,125.9056954,185.1338057,6.970963894,LinSVR,Macros,Related
GR,2,128.9172629,157.621388,7.682999241,LinSVR,Macros,Related
GR,3,122.5193103,160.6875538,7.981073672,LinSVR,Macros,Related
HU,1,214.0902427,288.0228737,7.892652113,LinSVR,Macros,Related
HU,2,276.686967,342.8079223,9.993926276,LinSVR,Macros,Related
HU,3,259.8806688,318.2840732,9.579516341,LinSVR,Macros,Related
IS,1,36.64258322,46.19425381,12.76069642,LinSVR,Macros,Related
IS,2,46.09418592,58.71247749,16.65168839,LinSVR,Macros,Related
IS,3,47.93630237,60.95105072,17.77800938,LinSVR,Macros,Related
IE,1,141.4467827,148.6367892,5.399338237,LinSVR,Macros,Related
IE,2,109.0591541,128.5893151,5.41161181,LinSVR,Macros,Related
IE,3,112.8677312,129.9422221,5.689439631,LinSVR,Macros,Related
IT,1,1484.721573,1758.399245,6.816918444,LinSVR,Macros,Related
IT,2,1479.697118,1685.504296,6.560282715,LinSVR,Macros,Related
IT,3,1149.80653,1331.629608,5.005383848,LinSVR,Macros,Related
JP,1,3603.386279,4659.033815,2.805661673,LinSVR,Macros,Related
JP,2,4122.604913,5886.8788,2.974370368,LinSVR,Macros,Related
JP,3,5173.73086,6890.274005,3.7286776,LinSVR,Macros,Related
KR,1,1424.932611,1980.242147,2.738795883,LinSVR,Macros,Related
KR,2,1014.947533,1228.345187,2.987283921,LinSVR,Macros,Related
KR,3,769.8155122,917.6702845,2.685892534,LinSVR,Macros,Related
LU,1,88.74482316,106.2645577,11.31904503,LinSVR,Macros,Related
LU,2,74.47658766,115.7299814,9.18044856,LinSVR,Macros,Related
LU,3,80.5626834,105.8163179,10.19862472,LinSVR,Macros,Related
MX,1,826.7343535,982.3093654,11.0181999,LinSVR,Macros,Related
MX,2,826.4763222,978.7316812,10.93745735,LinSVR,Macros,Related
MX,3,894.5194506,1041.997248,11.70129282,LinSVR,Macros,Related
NL,1,526.5430398,648.5593767,4.116616813,LinSVR,Macros,Related
NL,2,555.8483423,696.4546565,4.300065333,LinSVR,Macros,Related
NL,3,491.5106676,631.2136995,3.859823066,LinSVR,Macros,Related
NZ,1,221.307699,254.8729371,12.2907106,LinSVR,Macros,Related
NZ,2,217.6879748,251.1981804,12.06939795,LinSVR,Macros,Related
NZ,3,230.2147923,264.0803485,12.77557036,LinSVR,Macros,Related
NO,1,344.5183143,389.467926,6.550152653,LinSVR,Macros,Related
NO,2,449.1528471,515.9852216,8.598170343,LinSVR,Macros,Related
NO,3,441.7597303,524.2167156,8.013863014,LinSVR,Macros,Related
PL,1,557.929202,708.7385852,5.442545961,LinSVR,Macros,Related
PL,2,618.2824016,767.5976442,5.639495514,LinSVR,Macros,Related
PL,3,668.4327098,867.2057,5.698957168,LinSVR,Macros,Related
PT,1,160.2984079,337.9814909,5.498449333,LinSVR,Macros,Related
PT,2,170.9118111,335.0481476,5.712367509,LinSVR,Macros,Related
PT,3,188.3128961,335.4544324,5.779892063,LinSVR,Macros,Related
SK,1,254.0217919,337.8912687,16.43747041,LinSVR,Macros,Related
SK,2,217.4797777,299.1459511,14.81504746,LinSVR,Macros,Related
SK,3,204.8496949,296.4331126,14.3339247,LinSVR,Macros,Related
ES,1,483.7272041,539.8511763,4.821547208,LinSVR,Macros,Related
ES,2,347.8162409,447.2248098,3.395713916,LinSVR,Macros,Related
ES,3,447.8361671,525.5237429,4.287612508,LinSVR,Macros,Related
SE,1,739.0594695,919.4926714,5.197312561,LinSVR,Macros,Related
SE,2,777.9529128,954.5075962,5.42089582,LinSVR,Macros,Related
SE,3,785.4425944,965.7223823,5.593116415,LinSVR,Macros,Related
CH,1,930.0739248,1112.371353,10.37460488,LinSVR,Macros,Related
CH,2,888.7650841,1070.040878,9.931117954,LinSVR,Macros,Related
CH,3,1219.455432,1364.923861,13.3499831,LinSVR,Macros,Related
TR,1,455.8763049,552.4042077,6.232819839,LinSVR,Macros,Related
TR,2,599.9571739,714.8174119,7.365009024,LinSVR,Macros,Related
TR,3,607.3693298,711.5688527,7.486119798,LinSVR,Macros,Related
GB,1,1431.610461,1775.415603,3.256469135,LinSVR,Macros,Related
GB,2,1391.383579,1744.007258,2.980016087,LinSVR,Macros,Related
GB,3,2377.464029,4413.970659,4.21699965,LinSVR,Macros,Related
US,1,8077.240218,9903.801927,2.396094226,LinSVR,Macros,Related
US,2,6086.283232,8080.958214,1.772905189,LinSVR,Macros,Related
US,3,9338.268728,10880.84895,2.780636881,LinSVR,Macros,Related
AR,1,390.7767455,438.6543799,12.84177381,LinSVR,Macros,Related
AR,2,495.2813555,570.649121,14.87252266,LinSVR,Macros,Related
AR,3,490.9078093,588.5656912,14.53840745,LinSVR,Macros,Related
CL,1,64.97117528,80.77530433,5.294956847,LinSVR,Macros,Related
CL,2,56.3900274,61.13232882,4.126542188,LinSVR,Macros,Related
CL,3,51.86601125,56.72989638,3.921571366,LinSVR,Macros,Related
CN,1,9614.488417,11926.1149,5.123878614,LinSVR,Macros,Related
CN,2,9843.85464,12173.64169,5.268818352,LinSVR,Macros,Related
CN,3,9829.408454,11312.9287,5.031260832,LinSVR,Macros,Related
EE,1,25.79886956,35.18747233,5.704585947,LinSVR,Macros,Related
EE,2,30.76691254,39.75393546,7.053718054,LinSVR,Macros,Related
EE,3,28.24679423,34.23679356,6.704817499,LinSVR,Macros,Related
IL,1,374.2302751,471.9325192,3.713624399,LinSVR,Macros,Related
IL,2,424.8833274,553.9811338,4.347143184,LinSVR,Macros,Related
IL,3,417.230999,540.2441226,4.327720681,LinSVR,Macros,Related
RO,1,144.2460423,159.9637605,9.814001377,LinSVR,Macros,Related
RO,2,91.39437092,96.27525083,6.720679335,LinSVR,Macros,Related
RO,3,84.88038192,92.0410986,6.310983172,LinSVR,Macros,Related
RU,1,3956.086288,4606.183671,10.96566493,LinSVR,Macros,Related
RU,2,3386.373258,4119.330478,9.46531839,LinSVR,Macros,Related
RU,3,2312.559696,3182.696178,6.75225365,LinSVR,Macros,Related
SG,1,811.5997198,1005.893541,8.949181737,LinSVR,Macros,Related
SG,2,1028.579239,1289.030337,11.20605531,LinSVR,Macros,Related
SG,3,1076.909059,1280.148599,11.91600585,LinSVR,Macros,Related
SI,1,68.44234565,77.10048368,7.489548171,LinSVR,Macros,Related
SI,2,79.50408482,89.73189071,8.967306527,LinSVR,Macros,Related
SI,3,100.8774394,117.3095963,11.74634703,LinSVR,Macros,Related
ZA,1,188.7720471,217.9138523,5.455869179,LinSVR,Macros,Related
ZA,2,244.1351316,261.3187607,6.256531924,LinSVR,Macros,Related
ZA,3,295.4355197,383.601718,6.580399684,LinSVR,Macros,Related
TW,1,1234.113022,1337.559993,3.981759549,LinSVR,Macros,Related
TW,2,1382.800091,1520.949555,4.426329787,LinSVR,Macros,Related
TW,3,1377.523904,1532.544116,4.442751323,LinSVR,Macros,Related
LV,1,34.99861199,47.83071977,15.43335636,LinSVR,Macros,Related
LV,2,37.81887564,50.21363597,16.28214461,LinSVR,Macros,Related
LV,3,41.33059244,52.56939199,17.16589263,LinSVR,Macros,Related
LT,1,86.08562084,114.7233549,10.80793068,LinSVR,Macros,Related
LT,2,79.53255158,105.0562129,9.963517919,LinSVR,Macros,Related
LT,3,81.01827238,104.5644227,10.28398404,LinSVR,Macros,Related
CO,1,198.1696858,224.6398404,15.90289356,LinSVR,Macros,Related
CO,2,206.2663438,235.4748086,16.44756924,LinSVR,Macros,Related
CO,3,179.6844366,198.5559163,12.63962807,LinSVR,Macros,Related
CA,1,234.1935018,730.4696772,1.0479425,RF,MGT,Related
CA,2,246.3319489,732.7999797,1.090753477,RF,MGT,Related
CA,3,259.4557022,740.2850162,1.140695179,RF,MGT,Related
DE,1,648.1930413,1518.28497,0.788940208,RF,MGT,Related
DE,2,694.1379089,1542.888852,0.834727484,RF,MGT,Related
DE,3,737.651645,1562.799888,0.877000148,RF,MGT,Related
JP,1,909.9664677,2023.017034,0.734802071,RF,MGT,Related
JP,2,918.7024696,2028.921727,0.740758868,RF,MGT,Related
JP,3,953.4186951,2028.883392,0.760479685,RF,MGT,Related
KR,1,662.6634476,1570.940502,1.152114255,RF,MGT,Related
KR,2,817.0163283,1663.354244,1.446064608,RF,MGT,Related
KR,3,776.0419476,1668.951174,1.327807429,RF,MGT,Related
CH,1,252.5736577,595.3391662,1.732578549,RF,MGT,Related
CH,2,271.8613195,641.1986314,1.824439701,RF,MGT,Related
CH,3,270.5448083,616.3833298,1.833512405,RF,MGT,Related
GB,1,212.227379,494.2770993,0.48811125,RF,MGT,Related
GB,2,243.5167469,507.7596302,0.527930458,RF,MGT,Related
GB,3,268.7831044,496.0566885,0.561981089,RF,MGT,Related
US,1,3281.891825,9000.994208,0.84618459,RF,MGT,Related
US,2,3393.544498,9056.789294,0.876859071,RF,MGT,Related
US,3,3578.114075,9121.638761,0.921915838,RF,MGT,Related
CN,1,1648.663986,4791.58767,1.00153441,RF,MGT,Related
CN,2,2167.877085,5512.406198,1.22082656,RF,MGT,Related
CN,3,2166.744213,5388.542573,1.210590346,RF,MGT,Related
CA,1,431.806683,511.4007155,2.640508693,RF,AGT,Related
CA,2,397.4970225,477.0486714,2.52042136,RF,AGT,Related
CA,3,370.2943413,480.7581988,2.419248864,RF,AGT,Related
DE,1,2013.223883,2551.631771,2.766424034,RF,AGT,Related
DE,2,1539.016172,2303.827143,2.340926487,RF,AGT,Related
DE,3,1826.341673,2428.347331,2.621334287,RF,AGT,Related
JP,1,3705.739442,4548.346268,2.949556645,RF,AGT,Related
JP,2,3749.710123,4574.682029,2.97539161,RF,AGT,Related
JP,3,3516.105886,4212.055264,2.834069641,RF,AGT,Related
KR,1,3998.912066,5051.227135,8.72235308,RF,AGT,Related
KR,2,3296.463022,3880.922809,7.992910909,RF,AGT,Related
KR,3,5568.517693,7088.700524,10.34437935,RF,AGT,Related
CH,1,764.0219082,1098.101998,6.882521121,RF,AGT,Related
CH,2,823.5558196,1119.892887,7.256200527,RF,AGT,Related
CH,3,781.906907,1144.22845,7.070679437,RF,AGT,Related
GB,1,1823.571737,3188.573537,3.987139413,RF,AGT,Related
GB,2,1981.072706,3528.056233,4.272025985,RF,AGT,Related
GB,3,1360.787497,1935.494661,3.255936457,RF,AGT,Related
US,1,11584.58349,19618.68013,2.87923367,RF,AGT,Related
US,2,11725.06702,21897.25043,2.846003777,RF,AGT,Related
US,3,10600.19954,17321.82214,2.703598805,RF,AGT,Related
CN,1,10370.65057,14886.25583,7.943280093,RF,AGT,Related
CN,2,13948.56269,23587.18705,8.935561149,RF,AGT,Related
CN,3,19282.89177,30402.26284,10.29585453,RF,AGT,Related
CA,1,185.8230288,537.6542852,0.744849446,RF,MGTwRD,Related
CA,2,213.6295714,564.0771457,0.838377226,RF,MGTwRD,Related
CA,3,216.3194164,588.6660961,0.811678644,RF,MGTwRD,Related
DE,1,254.033875,674.8147145,0.254582048,RF,MGTwRD,Related
DE,2,280.6088414,683.2789196,0.282856166,RF,MGTwRD,Related
DE,3,286.3580604,692.7921005,0.284398985,RF,MGTwRD,Related
JP,1,735.6956616,1948.239405,0.517508605,RF,MGTwRD,Related
JP,2,834.7445896,2001.869513,0.583583027,RF,MGTwRD,Related
JP,3,790.5154001,1964.431206,0.513134075,RF,MGTwRD,Related
KR,1,625.1418454,1468.973512,1.210971494,RF,MGTwRD,Related
KR,2,717.221458,1552.989615,1.410129497,RF,MGTwRD,Related
KR,3,743.5619557,1539.793174,1.507567225,RF,MGTwRD,Related
CH,1,244.6345639,637.1513926,1.774864322,RF,MGTwRD,Related
CH,2,264.6299477,625.3267857,1.91081027,RF,MGTwRD,Related
CH,3,277.1720507,651.2910213,1.992304251,RF,MGTwRD,Related
GB,1,410.4170368,1896.476422,0.704083752,RF,MGTwRD,Related
GB,2,426.4743099,1920.847104,0.737788392,RF,MGTwRD,Related
GB,3,469.4544441,1940.136357,0.797018143,RF,MGTwRD,Related
US,1,1516.081392,4916.952969,0.339313931,RF,MGTwRD,Related
US,2,1734.00301,4903.972,0.393466025,RF,MGTwRD,Related
US,3,1776.874654,4929.685446,0.403468564,RF,MGTwRD,Related
CN,1,2210.740935,7762.108122,0.862056356,RF,MGTwRD,Related
CN,2,2544.575174,7724.447762,0.997379771,RF,MGTwRD,Related
CN,3,2706.03993,8203.290291,1.091656717,RF,MGTwRD,Related
CA,1,600.9341474,764.1554354,3.526786459,RF,AGTwRD,Related
CA,2,629.813898,831.2081304,3.876924878,RF,AGTwRD,Related
CA,3,638.4017457,819.8855821,3.999146036,RF,AGTwRD,Related
DE,1,2052.025039,2416.84254,3.022561165,RF,AGTwRD,Related
DE,2,2297.555776,2658.35699,3.351169247,RF,AGTwRD,Related
DE,3,2910.250291,3840.662532,4.346653075,RF,AGTwRD,Related
JP,1,2687.141344,4055.207802,2.423584151,RF,AGTwRD,Related
JP,2,3414.165072,4481.201924,2.993340429,RF,AGTwRD,Related
JP,3,3830.256171,4922.236902,3.362863024,RF,AGTwRD,Related
KR,1,3414.62726,4891.310288,9.19267259,RF,AGTwRD,Related
KR,2,3193.766928,3908.920436,6.602397858,RF,AGTwRD,Related
KR,3,3408.518931,4113.321872,7.490520233,RF,AGTwRD,Related
CH,1,1078.411549,1324.753292,10.03348852,RF,AGTwRD,Related
CH,2,1088.682383,1345.481519,10.11028659,RF,AGTwRD,Related
CH,3,1076.610206,1304.215747,10.05996879,RF,AGTwRD,Related
GB,1,1596.578339,2002.147962,3.522090611,RF,AGTwRD,Related
GB,2,1155.558551,1471.745833,2.749278068,RF,AGTwRD,Related
GB,3,1138.471264,1335.682109,2.622671567,RF,AGTwRD,Related
US,1,4785.893151,5417.590049,1.465458909,RF,AGTwRD,Related
US,2,5720.4564,6708.352415,1.905711389,RF,AGTwRD,Related
US,3,5283.560419,6457.122816,1.75290045,RF,AGTwRD,Related
CN,1,22747.91586,26884.58523,10.67457514,RF,AGTwRD,Related
CN,2,24303.13473,28735.11789,8.146031192,RF,AGTwRD,Related
CN,3,28032.99949,35140.66498,10.10461796,RF,AGTwRD,Related
CA,1,190.3820487,586.6757272,0.713053688,RF,AllVar,Related
CA,2,188.4513122,513.5462123,0.723950693,RF,AllVar,Related
CA,3,201.915735,548.3326259,0.759423091,RF,AllVar,Related
DE,1,309.3501477,784.6134207,0.340055002,RF,AllVar,Related
DE,2,315.2678914,752.1403217,0.3332512,RF,AllVar,Related
DE,3,302.695385,714.4644247,0.308788989,RF,AllVar,Related
JP,1,730.1139794,2010.437482,0.499449619,RF,AllVar,Related
JP,2,809.6176434,1976.540968,0.534981003,RF,AllVar,Related
JP,3,843.9945688,2104.515891,0.561497486,RF,AllVar,Related
KR,1,581.1729906,1400.65478,1.085683317,RF,AllVar,Related
KR,2,668.6169234,1431.198025,1.289339083,RF,AllVar,Related
KR,3,716.1569679,1585.527039,1.382404185,RF,AllVar,Related
CH,1,257.05047,664.9816987,1.870521152,RF,AllVar,Related
CH,2,260.5264476,623.9914478,1.892707,RF,AllVar,Related
CH,3,270.9889935,639.4506444,1.955684854,RF,AllVar,Related
GB,1,388.1459446,1886.406449,0.641415698,RF,AllVar,Related
GB,2,414.4628521,1911.563349,0.699498616,RF,AllVar,Related
GB,3,439.4102448,1909.265106,0.731920507,RF,AllVar,Related
US,1,1784.793367,5209.763938,0.399306278,RF,AllVar,Related
US,2,1760.388081,5094.708281,0.410237105,RF,AllVar,Related
US,3,1951.575492,5013.894517,0.458024266,RF,AllVar,Related
CN,1,2164.368839,7370.786352,1.194811542,RF,AllVar,Related
CN,2,2452.047986,7951.407851,1.179675204,RF,AllVar,Related
CN,3,2756.389222,8329.887942,1.512748429,RF,AllVar,Related
AU,1,766.0297328,975.37476,4.003896502,RF,Macros,Related
AU,2,1224.184614,1271.180175,8.03692165,RF,Macros,Related
AU,3,1207.272708,1287.763262,7.69541442,RF,Macros,Related
AT,1,210.7372567,264.1316389,3.737935815,RF,Macros,Related
AT,2,242.6789572,301.8426586,4.04710105,RF,Macros,Related
AT,3,222.3189998,260.3947011,3.718994318,RF,Macros,Related
BE,1,294.6175568,478.9300601,2.152721166,RF,Macros,Related
BE,2,360.9067601,600.0674468,2.436629831,RF,Macros,Related
BE,3,460.7170205,633.8904801,3.543585469,RF,Macros,Related
CA,1,1146.949586,1401.656249,6.92388194,RF,Macros,Related
CA,2,972.0172264,1203.879958,5.640812039,RF,Macros,Related
CA,3,984.3918068,1222.543755,5.778384503,RF,Macros,Related
CZ,1,363.4809405,487.2877683,4.898604529,RF,Macros,Related
CZ,2,385.2647196,494.7384934,5.555084124,RF,Macros,Related
CZ,3,418.0913304,524.3674316,6.355609751,RF,Macros,Related
DK,1,117.3224292,128.1818171,2.484879871,RF,Macros,Related
DK,2,101.6670431,143.0648427,1.736055056,RF,Macros,Related
DK,3,94.86605909,144.7215673,1.553778777,RF,Macros,Related
FI,1,203.5293495,268.8297679,3.967772077,RF,Macros,Related
FI,2,212.0799989,292.0406561,3.769639055,RF,Macros,Related
FI,3,238.9754949,303.7014355,4.503142152,RF,Macros,Related
FR,1,775.9843531,1177.794809,1.675348647,RF,Macros,Related
FR,2,864.5379011,1148.588138,1.91032074,RF,Macros,Related
FR,3,888.772198,1121.970584,1.981700686,RF,Macros,Related
DE,1,2944.633845,3467.031199,3.990467733,RF,Macros,Related
DE,2,2726.991937,3228.381798,3.672615002,RF,Macros,Related
DE,3,2681.944192,3363.366259,3.79566088,RF,Macros,Related
GR,1,241.099853,302.6701118,19.56441466,RF,Macros,Related
GR,2,158.0616354,184.6965145,11.81205344,RF,Macros,Related
GR,3,183.401643,196.2475902,12.51887244,RF,Macros,Related
HU,1,163.7348862,208.3693539,6.749442692,RF,Macros,Related
HU,2,198.8979164,265.3652598,7.534092289,RF,Macros,Related
HU,3,246.2591193,348.5627641,8.306993289,RF,Macros,Related
IS,1,25.98811558,45.09507881,8.954768041,RF,Macros,Related
IS,2,29.61667984,45.01878304,12.05429627,RF,Macros,Related
IS,3,28.69802327,46.08356955,11.07865412,RF,Macros,Related
IE,1,94.71949887,107.8436192,3.298507542,RF,Macros,Related
IE,2,109.6247401,123.3037952,4.875882207,RF,Macros,Related
IE,3,142.9891643,153.165777,5.998088573,RF,Macros,Related
IT,1,1130.317632,1279.45082,5.347947528,RF,Macros,Related
IT,2,1244.318199,1379.455444,5.88042753,RF,Macros,Related
IT,3,1292.672013,1371.390152,5.993891552,RF,Macros,Related
JP,1,5062.623752,6148.242623,4.558082698,RF,Macros,Related
JP,2,4198.66654,5118.884333,3.748298286,RF,Macros,Related
JP,3,4566.47172,5360.185631,3.996254367,RF,Macros,Related
KR,1,3532.725603,4667.080217,7.905682164,RF,Macros,Related
KR,2,3716.159894,4563.173717,8.341812796,RF,Macros,Related
KR,3,3385.669684,4126.826311,7.213012091,RF,Macros,Related
LU,1,45.71136303,45.96787162,6.087539822,RF,Macros,Related
LU,2,45.85764807,46.16984668,6.067208191,RF,Macros,Related
LU,3,58.16128992,59.37971597,7.831005023,RF,Macros,Related
MX,1,593.343014,762.346901,7.600830066,RF,Macros,Related
MX,2,662.729459,793.0837467,8.706449317,RF,Macros,Related
MX,3,650.2019481,794.1481496,8.625494703,RF,Macros,Related
NL,1,412.5725202,580.0442548,3.330997127,RF,Macros,Related
NL,2,415.5542983,578.0519366,3.235679217,RF,Macros,Related
NL,3,420.0455811,520.3366307,3.369461046,RF,Macros,Related
NZ,1,217.4028233,320.9091091,9.844949397,RF,Macros,Related
NZ,2,257.4631198,351.6383866,12.22814291,RF,Macros,Related
NZ,3,238.453374,349.9516966,10.69019979,RF,Macros,Related
NO,1,259.4791431,292.1196345,5.11824641,RF,Macros,Related
NO,2,296.7998106,353.9885614,5.486258869,RF,Macros,Related
NO,3,350.3119598,406.7154227,6.508214209,RF,Macros,Related
PL,1,1164.521109,1344.64863,9.746033315,RF,Macros,Related
PL,2,1253.929167,1449.950641,10.40210144,RF,Macros,Related
PL,3,854.5907149,1005.34843,7.109396307,RF,Macros,Related
PT,1,202.1187423,327.6693356,7.844384459,RF,Macros,Related
PT,2,226.2703449,338.2014267,8.276279034,RF,Macros,Related
PT,3,214.1914242,330.9880889,8.674097872,RF,Macros,Related
SK,1,147.2646745,243.1127674,9.476287543,RF,Macros,Related
SK,2,164.7531023,256.7766385,11.02911461,RF,Macros,Related
SK,3,166.6306234,254.3666894,11.65576624,RF,Macros,Related
ES,1,411.1433597,474.9016637,4.510553549,RF,Macros,Related
ES,2,358.4592488,449.0504137,4.315077949,RF,Macros,Related
ES,3,321.1520691,400.3515106,3.592153489,RF,Macros,Related
SE,1,743.7672952,1080.969848,5.232031943,RF,Macros,Related
SE,2,629.4861415,1040.075876,4.617459617,RF,Macros,Related
SE,3,600.784061,785.1255562,4.468876738,RF,Macros,Related
CH,1,679.9869504,755.8481411,7.428125333,RF,Macros,Related
CH,2,576.6615164,634.5171822,6.278903312,RF,Macros,Related
CH,3,1349.85241,1358.064857,13.65885438,RF,Macros,Related
TR,1,626.8966137,870.4843105,7.195038664,RF,Macros,Related
TR,2,788.6924041,1051.323197,6.523472114,RF,Macros,Related
TR,3,682.7186577,1011.435984,5.072446216,RF,Macros,Related
GB,1,1073.073319,1379.418618,2.5451192,RF,Macros,Related
GB,2,1222.280263,1395.259543,2.911297111,RF,Macros,Related
GB,3,1323.195623,1355.161391,3.252466776,RF,Macros,Related
US,1,8605.059539,9408.513032,2.904027861,RF,Macros,Related
US,2,8005.817857,10121.28429,2.844877492,RF,Macros,Related
US,3,6437.66112,8436.800694,2.316498733,RF,Macros,Related
AR,1,220.2535587,270.9012385,6.879428185,RF,Macros,Related
AR,2,177.3335507,209.447784,5.644633562,RF,Macros,Related
AR,3,217.6002796,239.805429,6.60452889,RF,Macros,Related
CL,1,106.2632487,152.493841,9.084197772,RF,Macros,Related
CL,2,102.8924326,155.725218,8.94183517,RF,Macros,Related
CL,3,106.3787424,157.0499185,9.143896467,RF,Macros,Related
CN,1,6432.091576,6903.0362,3.169693724,RF,Macros,Related
CN,2,13930.73506,21916.9949,5.545422543,RF,Macros,Related
CN,3,11450.38502,15717.59436,5.281715027,RF,Macros,Related
EE,1,59.34132361,78.78366489,11.93458865,RF,Macros,Related
EE,2,51.09839987,76.13773052,9.413908824,RF,Macros,Related
EE,3,43.36125828,67.83687979,7.911052372,RF,Macros,Related
IL,1,374.0869638,470.4542902,4.394379246,RF,Macros,Related
IL,2,551.7232805,691.1437989,7.179802574,RF,Macros,Related
IL,3,517.7444935,556.9373642,5.917918081,RF,Macros,Related
RO,1,139.5523066,150.5949666,10.14710732,RF,Macros,Related
RO,2,190.5269433,211.6806532,14.37946522,RF,Macros,Related
RO,3,225.9734018,249.7708926,17.89145785,RF,Macros,Related
RU,1,1227.480945,1605.360961,4.08430789,RF,Macros,Related
RU,2,1316.060333,1413.167763,4.141894757,RF,Macros,Related
RU,3,1569.488195,1941.481278,5.320903887,RF,Macros,Related
SG,1,454.0774368,479.3769118,5.296213475,RF,Macros,Related
SG,2,361.158672,401.9355967,3.837398455,RF,Macros,Related
SG,3,393.186985,441.2224523,4.21652599,RF,Macros,Related
SI,1,62.01955442,75.5078553,6.852650648,RF,Macros,Related
SI,2,71.27988512,83.06636736,8.373471354,RF,Macros,Related
SI,3,59.59299228,73.7036341,6.920480425,RF,Macros,Related
ZA,1,440.4454822,491.2881494,12.94270984,RF,Macros,Related
ZA,2,278.3266991,368.1137184,7.984744783,RF,Macros,Related
ZA,3,333.9435831,379.9768107,9.214839504,RF,Macros,Related
TW,1,1819.840548,2285.924141,5.124716508,RF,Macros,Related
TW,2,774.4746478,1162.315385,2.245219727,RF,Macros,Related
TW,3,461.0223718,542.4699148,1.375627526,RF,Macros,Related
LV,1,31.64945309,42.20157771,13.63611268,RF,Macros,Related
LV,2,32.08088606,43.28224511,13.48847982,RF,Macros,Related
LV,3,32.48347415,43.05648057,13.95098092,RF,Macros,Related
LT,1,73.47816242,82.46580864,10.73845797,RF,Macros,Related
LT,2,72.04908215,79.30348569,10.52594734,RF,Macros,Related
LT,3,74.13638022,88.5154421,11.0310541,RF,Macros,Related
CO,1,141.1249653,206.7983609,9.686488217,RF,Macros,Related
CO,2,145.1274618,199.0037096,8.956105895,RF,Macros,Related
CO,3,137.9301871,213.0802857,8.062774084,RF,Macros,Related
CA,1,1.94634E+13,2.91671E+13,69074947245,LinReg,MGT,Related
CA,2,4.37146E+13,1.41351E+14,1.59789E+11,LinReg,MGT,Related
CA,3,6.10153E+13,1.18509E+14,2.14001E+11,LinReg,MGT,Related
DE,1,1.58726E+14,3.08436E+14,1.59978E+11,LinReg,MGT,Related
DE,2,1.03876E+15,2.83516E+15,1.1131E+12,LinReg,MGT,Related
DE,3,7.69931E+14,2.38125E+15,8.0469E+11,LinReg,MGT,Related
JP,1,3107.073899,5482.574814,2.039224086,LinReg,MGT,Related
JP,2,5275.487801,14275.7724,3.481749482,LinReg,MGT,Related
JP,3,2839.63475,5262.968286,1.880136806,LinReg,MGT,Related
KR,1,3019.311941,5197.360049,7.217898619,LinReg,MGT,Related
KR,2,2592.676169,4262.492416,6.175999391,LinReg,MGT,Related
KR,3,1325.499468,2169.279732,2.92692074,LinReg,MGT,Related
CH,1,2.49242E+13,6.00514E+13,2.0787E+11,LinReg,MGT,Related
CH,2,2.5475E+14,7.02362E+14,2.16979E+12,LinReg,MGT,Related
CH,3,1.35963E+15,3.51369E+15,1.14805E+13,LinReg,MGT,Related
GB,1,5.90742E+13,9.42309E+13,1.07632E+11,LinReg,MGT,Related
GB,2,1.21308E+13,1.85998E+13,22941407184,LinReg,MGT,Related
GB,3,1.5157E+13,2.38112E+13,29419975066,LinReg,MGT,Related
