Country,Lag,MAE,RMSE,MAPE,Model,Sub-Model,Variation
US,1,7.63685E+13,1.56542E+14,17217212943,LinReg,MGT,Related
US,2,1.13545E+14,3.1198E+14,26240277776,LinReg,MGT,Related
US,3,7.21928E+13,1.26646E+14,15647236029,LinReg,MGT,Related
CN,1,26278.81522,49620.47516,9.445464489,LinReg,MGT,Related
CN,2,11327.82536,24170.7878,4.497906139,LinReg,MGT,Related
CN,3,12707.96595,24337.23335,5.195931171,LinReg,MGT,Related
CA,1,906.9794011,1042.590091,6.485906692,LinReg,AGT,Related
CA,2,6.33988E+14,1.31632E+15,2.25526E+12,LinReg,AGT,Related
CA,3,4.37075E+14,8.73511E+14,1.5442E+12,LinReg,AGT,Related
DE,1,3465.132613,4309.71286,4.335414618,LinReg,AGT,Related
DE,2,3320.553951,3942.308688,4.213539609,LinReg,AGT,Related
DE,3,7.48452E+13,1.68529E+14,73968317020,LinReg,AGT,Related
JP,1,5145.237362,6290.672155,4.720357376,LinReg,AGT,Related
JP,2,5729.181344,7243.651815,5.073363656,LinReg,AGT,Related
JP,3,5443.989058,6694.052,4.902014314,LinReg,AGT,Related
KR,1,5.62644E+13,9.74306E+13,61124939799,LinReg,AGT,Related
KR,2,3.56332E+13,5.71188E+13,38139367660,LinReg,AGT,Related
KR,3,7.52273E+13,1.36162E+14,79684922041,LinReg,AGT,Related
CH,1,599.1613036,680.8403944,4.608261708,LinReg,AGT,Related
CH,2,498.0957245,555.1240027,4.000892559,LinReg,AGT,Related
CH,3,339.1093938,433.3206939,3.04543974,LinReg,AGT,Related
GB,1,2398.265787,3921.33353,5.475049836,LinReg,AGT,Related
GB,2,2148.927589,3391.788292,5.029943394,LinReg,AGT,Related
GB,3,2.0398E+13,4.21645E+13,39297547688,LinReg,AGT,Related
US,1,2.92948E+14,5.40843E+14,51974925473,LinReg,AGT,Related
US,2,7.19912E+14,1.80726E+15,1.52281E+11,LinReg,AGT,Related
US,3,3.4104E+14,6.23003E+14,61191792647,LinReg,AGT,Related
CN,1,29099.86476,51288.9458,29.87310763,LinReg,AGT,Related
CN,2,3.91169E+15,7.06674E+15,1.01076E+12,LinReg,AGT,Related
CN,3,6.38454E+14,1.10763E+15,1.66715E+11,LinReg,AGT,Related
CA,1,3.26708E+11,7.05017E+11,1197677654,LinReg,MGTwRD,Related
CA,2,1.09366E+12,4.56889E+12,4038825463,LinReg,MGTwRD,Related
CA,3,4.15456E+12,1.41464E+13,15414925336,LinReg,MGTwRD,Related
DE,1,947.0898612,1643.867034,0.969830366,LinReg,MGTwRD,Related
DE,2,922.7042118,1523.483237,0.894139751,LinReg,MGTwRD,Related
DE,3,852.0425608,1411.959715,0.885046307,LinReg,MGTwRD,Related
JP,1,8487.023947,21039.09733,5.573524656,LinReg,MGTwRD,Related
JP,2,7.59389E+11,3.37721E+12,494410951.3,LinReg,MGTwRD,Related
JP,3,2070.990104,4631.219571,1.357829299,LinReg,MGTwRD,Related
KR,1,4625.070256,10581.48424,11.67598347,LinReg,MGTwRD,Related
KR,2,3483.923639,7711.488471,9.377407059,LinReg,MGTwRD,Related
KR,3,3867.48504,12577.00151,10.72142985,LinReg,MGTwRD,Related
CH,1,259.6503584,582.4993336,2.000502348,LinReg,MGTwRD,Related
CH,2,287.3999639,547.8259962,2.154213237,LinReg,MGTwRD,Related
CH,3,291.932697,568.341026,2.237876996,LinReg,MGTwRD,Related
GB,1,1.4146E+11,3.29704E+11,340321556.3,LinReg,MGTwRD,Related
GB,2,2.76855E+11,9.08773E+11,690929472.9,LinReg,MGTwRD,Related
GB,3,6.23713E+11,2.46231E+12,1644618935,LinReg,MGTwRD,Related
US,1,1328.407788,2407.922804,0.281748934,LinReg,MGTwRD,Related
US,2,3045.704874,6476.901487,0.702596531,LinReg,MGTwRD,Related
US,3,3.13524E+11,1.51383E+12,77975246.32,LinReg,MGTwRD,Related
CN,1,45515.52429,105810.3744,13.49763221,LinReg,MGTwRD,Related
CN,2,19423.66471,42285.12713,6.177946003,LinReg,MGTwRD,Related
CN,3,8605.771891,14901.5331,3.082303725,LinReg,MGTwRD,Related
CA,1,3.237136055,7.447123642,,LinReg,MGTwRD,Related
CA,2,5.409308572,10.75810579,,LinReg,MGTwRD,Related
CA,3,4.818153192,10.64509243,,LinReg,MGTwRD,Related
DE,1,15.11730957,39.56515978,,LinReg,MGTwRD,Related
DE,2,17.9834476,41.56825291,,LinReg,MGTwRD,Related
DE,3,16.70580053,36.78948416,,LinReg,MGTwRD,Related
JP,1,40.25575064,106.790503,,LinReg,MGTwRD,Related
JP,2,61.72843603,125.8008912,,LinReg,MGTwRD,Related
JP,3,76.94022859,153.7335781,,LinReg,MGTwRD,Related
KR,1,2.880018597,3.763797307,,LinReg,MGTwRD,Related
KR,2,3.47065248,5.848981292,,LinReg,MGTwRD,Related
KR,3,3.476425049,6.072149187,,LinReg,MGTwRD,Related
CH,1,1.109050582,1.789404336,,LinReg,MGTwRD,Related
CH,2,1.12542428,1.830706803,,LinReg,MGTwRD,Related
CH,3,1.12542428,1.830706803,,LinReg,MGTwRD,Related
GB,1,8.660597231,20.52192053,,LinReg,MGTwRD,Related
GB,2,11.36190709,23.14416999,,LinReg,MGTwRD,Related
GB,3,9.637543944,20.07528482,,LinReg,MGTwRD,Related
US,1,66.66363591,179.9377216,,LinReg,MGTwRD,Related
US,2,71.63525866,188.9666936,,LinReg,MGTwRD,Related
US,3,73.7731904,181.5113197,,LinReg,MGTwRD,Related
CN,1,11.20594695,15.18332094,,LinReg,MGTwRD,Related
CN,2,11.20594695,15.18332094,,LinReg,MGTwRD,Related
CN,3,11.20594695,15.18332094,,LinReg,MGTwRD,Related
CA,1,495.4421745,608.659948,3.179880716,LinReg,AGTwRD,Related
CA,2,470.4217632,588.7457739,3.036235275,LinReg,AGTwRD,Related
CA,3,410.3745388,515.2986438,2.541893271,LinReg,AGTwRD,Related
DE,1,2068.007324,2714.414237,2.737392034,LinReg,AGTwRD,Related
DE,2,1484.328288,1938.845972,1.976079962,LinReg,AGTwRD,Related
DE,3,1332.617192,1694.869781,1.705433979,LinReg,AGTwRD,Related
JP,1,3796.827326,4320.533541,3.19734925,LinReg,AGTwRD,Related
JP,2,3353.75956,3618.604709,2.767372382,LinReg,AGTwRD,Related
JP,3,3031.942719,3481.424268,2.604818517,LinReg,AGTwRD,Related
KR,1,5183.889687,8503.596746,13.57220862,LinReg,AGTwRD,Related
KR,2,10862.92831,13054.74398,30.95680757,LinReg,AGTwRD,Related
KR,3,13284.78635,17618.80466,37.76302109,LinReg,AGTwRD,Related
CH,1,1005.007299,1053.357277,9.893182485,LinReg,AGTwRD,Related
CH,2,2096.098345,2651.505805,23.71715588,LinReg,AGTwRD,Related
CH,3,1044.405019,1187.38334,9.960685593,LinReg,AGTwRD,Related
GB,1,2866.618108,4169.457042,5.43971923,LinReg,AGTwRD,Related
GB,2,3220.381988,6081.590464,5.555567568,LinReg,AGTwRD,Related
GB,3,2992.266792,6234.603612,5.211664525,LinReg,AGTwRD,Related
US,1,6773.604366,8705.161081,2.046194158,LinReg,AGTwRD,Related
US,2,6991.239752,8523.18431,1.934698917,LinReg,AGTwRD,Related
US,3,7191.165747,9031.64406,1.996808273,LinReg,AGTwRD,Related
CN,1,7225.947931,8703.84606,3.328320805,LinReg,AGTwRD,Related
CN,2,4476.428363,5531.620662,2.132950829,LinReg,AGTwRD,Related
CN,3,4183.457032,5237.66,1.925586057,LinReg,AGTwRD,Related
CA,1,264.5163627,455.1442963,1.000141285,LinReg,AllVar,Related
CA,2,1268.051409,4218.145739,4.851136144,LinReg,AllVar,Related
CA,3,3300.961123,10249.59317,12.44051123,LinReg,AllVar,Related
DE,1,996.5859624,1705.783464,1.046119749,LinReg,AllVar,Related
DE,2,4179.185342,18411.48104,4.831038803,LinReg,AllVar,Related
DE,3,11334.31763,45457.47704,12.92611124,LinReg,AllVar,Related
JP,1,8254.978054,20402.14769,5.412433404,LinReg,AllVar,Related
JP,2,6001.343947,25723.60204,4.066792497,LinReg,AllVar,Related
JP,3,3650.427646,13748.3267,2.450332422,LinReg,AllVar,Related
KR,1,4619.432436,10451.18597,11.68764487,LinReg,AllVar,Related
KR,2,3464.491325,7731.276332,9.264137521,LinReg,AllVar,Related
KR,3,3525.28548,10261.87152,9.604581398,LinReg,AllVar,Related
CH,1,278.3132983,634.678758,2.163907555,LinReg,AllVar,Related
CH,2,278.6810456,503.2851236,2.0830421,LinReg,AllVar,Related
CH,3,289.5526357,537.9265794,2.206784871,LinReg,AllVar,Related
GB,1,1145.125576,2738.690148,2.568232949,LinReg,AllVar,Related
GB,2,5982.398078,20516.23065,14.51855442,LinReg,AllVar,Related
GB,3,2124.547782,5105.16921,4.523209631,LinReg,AllVar,Related
US,1,1795.147499,3583.620095,0.413898852,LinReg,AllVar,Related
US,2,5134.136244,15061.48119,1.258635496,LinReg,AllVar,Related
US,3,6514.317951,18568.54306,1.549619684,LinReg,AllVar,Related
CN,1,48689.87012,112678.0919,14.43250929,LinReg,AllVar,Related
CN,2,18294.74752,43440.07944,5.729251512,LinReg,AllVar,Related
CN,3,11760.90695,28247.45225,4.090834974,LinReg,AllVar,Related
AU,1,961.7401541,1101.415076,6.472403757,LinReg,Macros,Related
AU,2,5801.996821,6485.039527,47.93998948,LinReg,Macros,Related
AU,3,1281.451327,1517.387927,7.783995019,LinReg,Macros,Related
AT,1,237.5416848,308.8461489,3.322315576,LinReg,Macros,Related
AT,2,121.848752,138.4234215,2.282248859,LinReg,Macros,Related
AT,3,192.968846,230.9481523,3.185944487,LinReg,Macros,Related
BE,1,461.8674522,726.6744185,3.51847666,LinReg,Macros,Related
BE,2,518.8270486,770.5334702,4.455405983,LinReg,Macros,Related
BE,3,666.2984062,924.9057041,5.78664503,LinReg,Macros,Related
CA,1,554.8645085,655.0627236,3.387079695,LinReg,Macros,Related
CA,2,657.3947888,827.9619387,3.772384631,LinReg,Macros,Related
CA,3,814.4343169,898.6892875,5.066507629,LinReg,Macros,Related
CZ,1,456.9821829,558.2374206,6.56352862,LinReg,Macros,Related
CZ,2,528.2856325,602.9723409,8.455966582,LinReg,Macros,Related
CZ,3,1324.166476,1715.474122,23.30002941,LinReg,Macros,Related
DK,1,179.413544,211.9922763,3.549089795,LinReg,Macros,Related
DK,2,242.4892605,272.5964643,5.34968602,LinReg,Macros,Related
DK,3,257.4110953,329.7908864,5.166826774,LinReg,Macros,Related
FI,1,277.7817418,313.7268948,6.478747842,LinReg,Macros,Related
FI,2,159.1315564,220.8970543,3.49214997,LinReg,Macros,Related
FI,3,219.1589293,276.4729236,5.063437998,LinReg,Macros,Related
FR,1,792.4624968,961.3128263,1.691757936,LinReg,Macros,Related
FR,2,731.325172,842.5220154,1.544108209,LinReg,Macros,Related
FR,3,1938.22214,2316.093143,4.152604703,LinReg,Macros,Related
DE,1,1052.171728,1374.331711,1.545984289,LinReg,Macros,Related
DE,2,1990.117756,2586.739797,2.81616105,LinReg,Macros,Related
DE,3,5515.109168,6140.070349,8.140523332,LinReg,Macros,Related
GR,1,121.4471644,181.5629401,7.718272165,LinReg,Macros,Related
GR,2,7129.806043,10608.69818,484.5204986,LinReg,Macros,Related
GR,3,208.2205439,246.6931607,12.71434856,LinReg,Macros,Related
HU,1,240.0039362,287.9129113,9.907542919,LinReg,Macros,Related
HU,2,206.8798313,227.3104308,8.96059838,LinReg,Macros,Related
HU,3,701.4679373,922.6370538,22.00402909,LinReg,Macros,Related
IS,1,21.52852643,26.19425411,14.00561721,LinReg,Macros,Related
IS,2,13.06388075,16.39497862,8.204175867,LinReg,Macros,Related
IS,3,53.60209947,61.45889011,37.80967687,LinReg,Macros,Related
IE,1,146.704759,182.1208378,5.626442295,LinReg,Macros,Related
IE,2,196.8289921,253.642954,5.519905712,LinReg,Macros,Related
IE,3,182.7893325,226.9541766,5.760280134,LinReg,Macros,Related
IT,1,1207.466638,1301.914312,5.276810524,LinReg,Macros,Related
IT,2,1240.645134,1349.516066,5.654631537,LinReg,Macros,Related
IT,3,1854.324064,2280.754664,8.798306373,LinReg,Macros,Related
JP,1,2510.053852,2975.200787,1.941076747,LinReg,Macros,Related
JP,2,3017.874512,3248.357164,2.412550095,LinReg,Macros,Related
JP,3,5560.597524,8113.576145,3.881754203,LinReg,Macros,Related
KR,1,1632.851266,2180.392427,6.225663066,LinReg,Macros,Related
KR,2,1801.808836,2241.827307,6.762147017,LinReg,Macros,Related
KR,3,15391.49317,21261.67773,63.51557846,LinReg,Macros,Related
LU,1,52.01280981,57.54412397,6.75135309,LinReg,Macros,Related
LU,2,194.8821284,261.3855974,26.52410625,LinReg,Macros,Related
LU,3,359.060868,427.5837712,48.52722115,LinReg,Macros,Related
MX,1,528.5296406,625.8401737,6.639880847,LinReg,Macros,Related
MX,2,578.2352162,818.7626428,7.176763053,LinReg,Macros,Related
MX,3,2395.820713,3886.479278,27.45892206,LinReg,Macros,Related
NL,1,430.683912,514.1345672,3.302356986,LinReg,Macros,Related
NL,2,650.3693444,905.4745994,4.94325215,LinReg,Macros,Related
NL,3,708.7060955,965.0771985,5.40258687,LinReg,Macros,Related
NZ,1,68.73979141,96.51166309,4.434496408,LinReg,Macros,Related
NZ,2,254.1990997,316.7068552,14.937822,LinReg,Macros,Related
NZ,3,237.3464344,298.273581,14.61416143,LinReg,Macros,Related
NO,1,152.0054082,169.7694688,3.333546946,LinReg,Macros,Related
NO,2,211.1466853,220.733945,4.864135998,LinReg,Macros,Related
NO,3,332.1043658,388.9853317,8.077654666,LinReg,Macros,Related
PL,1,1201.41962,1303.367388,11.88401535,LinReg,Macros,Related
PL,2,1817.657581,1884.181759,19.01748936,LinReg,Macros,Related
PL,3,568.0264569,725.5968664,9.772977981,LinReg,Macros,Related
PT,1,243.5719066,371.3396286,11.4732713,LinReg,Macros,Related
PT,2,178.0289386,305.1280956,7.939559397,LinReg,Macros,Related
PT,3,349.6469524,501.1337698,15.69936925,LinReg,Macros,Related
SK,1,184.5438033,264.9705347,13.93556818,LinReg,Macros,Related
SK,2,229.5450924,279.8289668,17.40587209,LinReg,Macros,Related
SK,3,628.1652171,761.5667911,53.15344702,LinReg,Macros,Related
ES,1,336.8654539,387.3093974,3.392222853,LinReg,Macros,Related
ES,2,656.6678542,727.5622649,6.891251528,LinReg,Macros,Related
ES,3,838.8568091,1010.710238,6.798566507,LinReg,Macros,Related
SE,1,981.7295372,1231.984956,7.571605081,LinReg,Macros,Related
SE,2,1894.915293,3043.734323,13.97150763,LinReg,Macros,Related
SE,3,1312.126342,1742.155176,10.24880792,LinReg,Macros,Related
CH,1,1071.788107,1214.851188,11.77806864,LinReg,Macros,Related
CH,2,868.6386539,992.0132223,9.566670163,LinReg,Macros,Related
CH,3,1383.417246,1846.55834,15.85776278,LinReg,Macros,Related
TR,1,450.5776604,545.1669185,4.4166625,LinReg,Macros,Related
TR,2,1586.594381,1808.977805,21.50544825,LinReg,Macros,Related
TR,3,1080.968452,1256.498287,14.93346941,LinReg,Macros,Related
GB,1,2414.437828,2939.963938,6.64067635,LinReg,Macros,Related
GB,2,3654.413326,4880.202571,9.409497657,LinReg,Macros,Related
GB,3,10766.13081,12486.64498,28.7686177,LinReg,Macros,Related
US,1,8251.261044,9791.799556,2.633132064,LinReg,Macros,Related
US,2,6850.316053,7476.997605,2.228690521,LinReg,Macros,Related
US,3,16499.97581,21471.65487,5.316223616,LinReg,Macros,Related
AR,1,284.5599212,345.4532097,8.996218755,LinReg,Macros,Related
AR,2,1008.573946,1057.212923,35.95400252,LinReg,Macros,Related
AR,3,942.7461703,1473.19354,37.51431471,LinReg,Macros,Related
CL,1,206.580234,233.3693877,16.48357845,LinReg,Macros,Related
CL,2,82.87344197,98.15960306,5.818737155,LinReg,Macros,Related
CL,3,250.7289268,288.7886394,20.01353327,LinReg,Macros,Related
CN,1,4844.119014,6586.962492,2.370431225,LinReg,Macros,Related
CN,2,9626.025828,11342.64086,4.483091976,LinReg,Macros,Related
CN,3,20852.04276,24598.07845,10.92726545,LinReg,Macros,Related
EE,1,29.31105756,35.36782964,7.141045712,LinReg,Macros,Related
EE,2,360.750424,390.8216892,97.93002002,LinReg,Macros,Related
EE,3,90.37083368,131.1295822,19.79886532,LinReg,Macros,Related
IL,1,375.410418,406.8343364,4.234303576,LinReg,Macros,Related
IL,2,811.0381583,1021.440875,9.015167851,LinReg,Macros,Related
IL,3,657.0138247,816.3797589,8.03591785,LinReg,Macros,Related
RO,1,283.7259276,335.2230924,25.12217332,LinReg,Macros,Related
RO,2,229.2421323,234.7211403,17.96719607,LinReg,Macros,Related
RO,3,1004.099186,1080.364406,72.08318876,LinReg,Macros,Related
RU,1,1303.873701,1559.419185,4.182392734,LinReg,Macros,Related
RU,2,4483.707033,5108.829998,14.68438944,LinReg,Macros,Related
RU,3,7426.82116,7765.60116,22.16012869,LinReg,Macros,Related
SG,1,624.5097462,709.3022921,7.001747579,LinReg,Macros,Related
SG,2,474.9550364,618.8025783,7.606537388,LinReg,Macros,Related
SG,3,2473.709968,2726.687213,27.61286259,LinReg,Macros,Related
SI,1,99.5537815,116.7188651,10.85547917,LinReg,Macros,Related
SI,2,153.9526037,169.372956,15.53157719,LinReg,Macros,Related
SI,3,135.1665213,154.0399795,13.10165096,LinReg,Macros,Related
ZA,1,313.4709869,418.8255525,7.73152068,LinReg,Macros,Related
ZA,2,3250.848339,4383.566739,110.4353408,LinReg,Macros,Related
ZA,3,562.7050319,735.0017176,19.06144429,LinReg,Macros,Related
TW,1,269.7938938,322.2364064,0.789896515,LinReg,Macros,Related
TW,2,686.3967551,817.2272179,1.913219385,LinReg,Macros,Related
TW,3,972.3880876,1226.32173,2.731455524,LinReg,Macros,Related
LV,1,51.13940057,58.09119169,22.70030322,LinReg,Macros,Related
LV,2,66.26119754,77.97954063,28.33981901,LinReg,Macros,Related
LV,3,100.994016,124.2995969,35.94596269,LinReg,Macros,Related
LT,1,104.7590622,114.1291315,15.99338337,LinReg,Macros,Related
LT,2,166.9585533,209.9758604,27.23230107,LinReg,Macros,Related
LT,3,159.618904,167.0871504,24.41187319,LinReg,Macros,Related
CO,1,170.565629,202.8806318,13.11307111,LinReg,Macros,Related
CO,2,490.9180001,586.818827,38.43109142,LinReg,Macros,Related
CO,3,355.5660864,405.803073,30.30329067,LinReg,Macros,Related
CA,1,158.8246289,457.8052157,0.726262153,XGBoost,MGT,Related
CA,2,172.4923966,462.4705955,0.776529945,XGBoost,MGT,Related
CA,3,176.7318952,463.4950259,0.79150053,XGBoost,MGT,Related
DE,1,507.0556527,1292.655586,0.649031267,XGBoost,MGT,Related
DE,2,549.8615231,1336.633903,0.686824045,XGBoost,MGT,Related
DE,3,546.3658875,1338.699814,0.682396705,XGBoost,MGT,Related
JP,1,986.6651845,2152.411833,0.831414741,XGBoost,MGT,Related
JP,2,1019.763,2140.432145,0.852411122,XGBoost,MGT,Related
JP,3,1058.024269,2182.935067,0.874911653,XGBoost,MGT,Related
KR,1,583.3340499,1707.517189,1.096122566,XGBoost,MGT,Related
KR,2,588.5602728,1690.879642,1.10116428,XGBoost,MGT,Related
KR,3,588.5602728,1690.879642,1.10116428,XGBoost,MGT,Related
CH,1,240.7570738,643.020743,1.612657044,XGBoost,MGT,Related
CH,2,240.7570738,643.020743,1.612657044,XGBoost,MGT,Related
CH,3,240.7570738,643.020743,1.612657044,XGBoost,MGT,Related
GB,1,213.9900939,444.0396546,0.461974336,XGBoost,MGT,Related
GB,2,212.6486536,434.3908048,0.459515963,XGBoost,MGT,Related
GB,3,211.6860894,429.1253418,0.458149786,XGBoost,MGT,Related
US,1,2218.391404,7224.552988,0.584516181,XGBoost,MGT,Related
US,2,2325.598085,7250.437856,0.61203608,XGBoost,MGT,Related
US,3,2339.722366,7255.987674,0.615055975,XGBoost,MGT,Related
CN,1,1128.090307,4873.608992,0.934925268,XGBoost,MGT,Related
CN,2,1128.090307,4873.608992,0.934925268,XGBoost,MGT,Related
CN,3,1128.090307,4873.608992,0.934925268,XGBoost,MGT,Related
CA,1,565.9399065,797.6847982,3.845504969,XGBoost,AGT,Related
CA,2,567.1176046,802.3281507,3.840452952,XGBoost,AGT,Related
CA,3,498.1297303,761.8660346,3.61004213,XGBoost,AGT,Related
DE,1,3110.3381,3862.910135,3.802780901,XGBoost,AGT,Related
DE,2,3066.130042,3674.456234,3.82265039,XGBoost,AGT,Related
DE,3,2874.939662,3574.169823,3.621832261,XGBoost,AGT,Related
JP,1,4740.645691,5615.526872,4.280929713,XGBoost,AGT,Related
JP,2,4867.471212,5826.094526,4.356720121,XGBoost,AGT,Related
JP,3,4481.683886,5506.462101,4.125114344,XGBoost,AGT,Related
KR,1,5445.622223,7301.761612,11.07711177,XGBoost,AGT,Related
KR,2,5616.989132,7623.73434,11.28876735,XGBoost,AGT,Related
KR,3,5506.974902,7436.253655,11.14143313,XGBoost,AGT,Related
CH,1,878.5292958,1133.360507,7.540223786,XGBoost,AGT,Related
CH,2,878.5292958,1133.360507,7.540223786,XGBoost,AGT,Related
CH,3,878.5292958,1133.360507,7.540223786,XGBoost,AGT,Related
GB,1,1149.905697,1503.376373,3.193391961,XGBoost,AGT,Related
GB,2,1100.786693,1471.78154,3.095794282,XGBoost,AGT,Related
GB,3,1146.946117,1490.257422,3.199690926,XGBoost,AGT,Related
US,1,11440.94581,16450.82186,3.115430347,XGBoost,AGT,Related
US,2,10075.86541,13526.7888,2.899774964,XGBoost,AGT,Related
US,3,12518.97652,15971.01107,3.43814622,XGBoost,AGT,Related
CN,1,14418.10197,18719.38689,15.71725655,XGBoost,AGT,Related
CN,2,19755.02802,29296.16194,17.04937245,XGBoost,AGT,Related
CN,3,19957.28844,29736.05879,17.10001476,XGBoost,AGT,Related
CA,1,161.3126516,443.2690799,0.670132517,XGBoost,MGTwRD,Related
CA,2,207.3348341,555.5459051,0.844046857,XGBoost,MGTwRD,Related
CA,3,206.6542982,549.0553059,0.842125262,XGBoost,MGTwRD,Related
DE,1,212.8080946,628.2915818,0.224427398,XGBoost,MGTwRD,Related
DE,2,224.7213782,658.1309264,0.240557954,XGBoost,MGTwRD,Related
DE,3,241.9906271,678.8415469,0.257829314,XGBoost,MGTwRD,Related
JP,1,604.4435354,1825.854347,0.466159717,XGBoost,MGTwRD,Related
JP,2,707.5143133,1863.121308,0.509383762,XGBoost,MGTwRD,Related
JP,3,784.7712535,1859.074639,0.560346604,XGBoost,MGTwRD,Related
KR,1,405.0419726,1374.862506,0.800000648,XGBoost,MGTwRD,Related
KR,2,403.9146374,1373.023407,0.79378142,XGBoost,MGTwRD,Related
KR,3,405.2144845,1375.377949,0.80064601,XGBoost,MGTwRD,Related
CH,1,204.4380501,581.7175924,1.514982448,XGBoost,MGTwRD,Related
CH,2,204.4380501,581.7175924,1.514982448,XGBoost,MGTwRD,Related
CH,3,204.4380501,581.7175924,1.514982448,XGBoost,MGTwRD,Related
GB,1,438.3683003,1922.590588,0.802752017,XGBoost,MGTwRD,Related
GB,2,423.333636,1907.616392,0.759342731,XGBoost,MGTwRD,Related
GB,3,425.9183922,1907.541745,0.76313259,XGBoost,MGTwRD,Related
US,1,1395.408295,4802.652094,0.334808362,XGBoost,MGTwRD,Related
US,2,1459.763728,4899.699218,0.352932372,XGBoost,MGTwRD,Related
US,3,1472.669024,4876.254144,0.356037164,XGBoost,MGTwRD,Related
CN,1,1715.994473,6869.551119,1.195631571,XGBoost,MGTwRD,Related
CN,2,1610.086967,6806.070186,0.766562891,XGBoost,MGTwRD,Related
CN,3,1610.086967,6806.070186,0.766562891,XGBoost,MGTwRD,Related
CA,1,590.8165142,657.0381907,3.83489663,XGBoost,AGTwRD,Related
CA,2,579.9899761,652.6547027,3.795654887,XGBoost,AGTwRD,Related
CA,3,892.8872974,974.2978491,6.031614107,XGBoost,AGTwRD,Related
DE,1,2816.107807,3056.288538,3.866350196,XGBoost,AGTwRD,Related
DE,2,3496.426655,3846.351174,4.999553478,XGBoost,AGTwRD,Related
DE,3,2776.341694,3126.597031,3.885384378,XGBoost,AGTwRD,Related
JP,1,4608.567819,5603.28219,3.921786462,XGBoost,AGTwRD,Related
JP,2,4449.787597,5347.425118,3.745922177,XGBoost,AGTwRD,Related
JP,3,4018.293271,5229.456464,3.481289302,XGBoost,AGTwRD,Related
KR,1,5403.294567,6359.38688,11.87329689,XGBoost,AGTwRD,Related
KR,2,5775.931286,7003.350998,12.2485948,XGBoost,AGTwRD,Related
KR,3,5624.432588,6994.659617,11.25807852,XGBoost,AGTwRD,Related
CH,1,1050.650865,1335.436042,9.674232167,XGBoost,AGTwRD,Related
CH,2,1050.650865,1335.436042,9.674232167,XGBoost,AGTwRD,Related
CH,3,1050.650865,1335.436042,9.674232167,XGBoost,AGTwRD,Related
GB,1,1049.904555,1206.576494,2.592652785,XGBoost,AGTwRD,Related
GB,2,1316.237982,1426.405349,3.281608203,XGBoost,AGTwRD,Related
GB,3,1571.437466,1881.511107,3.608935791,XGBoost,AGTwRD,Related
US,1,13584.32671,16359.55552,4.091133579,XGBoost,AGTwRD,Related
US,2,12719.94364,15244.42708,3.91591831,XGBoost,AGTwRD,Related
US,3,10256.12333,13174.83343,3.165080472,XGBoost,AGTwRD,Related
CN,1,28356.99125,30641.63266,13.99157712,XGBoost,AGTwRD,Related
CN,2,28380.87875,30633.64336,13.95926787,XGBoost,AGTwRD,Related
CN,3,34699.08214,39328.52899,17.97029399,XGBoost,AGTwRD,Related
CA,1,155.9188301,437.2451852,0.626392689,XGBoost,AllVar,Related
CA,2,160.8739162,445.7181063,0.66674441,XGBoost,AllVar,Related
CA,3,158.3035777,433.8048296,0.658023067,XGBoost,AllVar,Related
DE,1,250.9984342,710.1565809,0.271347042,XGBoost,AllVar,Related
DE,2,285.7722939,728.2913655,0.305081008,XGBoost,AllVar,Related
DE,3,315.1750791,803.9577177,0.343290506,XGBoost,AllVar,Related
JP,1,691.8303415,1768.586866,0.495418571,XGBoost,AllVar,Related
JP,2,801.4738829,2312.480414,0.622008692,XGBoost,AllVar,Related
JP,3,865.8326323,2372.30085,0.662487341,XGBoost,AllVar,Related
KR,1,504.3642807,1539.105022,0.929672248,XGBoost,AllVar,Related
KR,2,356.2018317,1158.019565,0.749039995,XGBoost,AllVar,Related
KR,3,356.2581751,1158.278092,0.749377195,XGBoost,AllVar,Related
CH,1,216.9288948,622.657359,1.626367106,XGBoost,AllVar,Related
CH,2,237.8722542,693.9635502,1.813114131,XGBoost,AllVar,Related
CH,3,237.8722542,693.9635502,1.813114131,XGBoost,AllVar,Related
GB,1,388.3603679,1878.69838,0.644656725,XGBoost,AllVar,Related
GB,2,410.7447507,1887.185482,0.707015262,XGBoost,AllVar,Related
GB,3,408.8192547,1884.35571,0.702568324,XGBoost,AllVar,Related
US,1,1237.378713,4497.787124,0.282590276,XGBoost,AllVar,Related
US,2,1385.030862,4666.407233,0.332832259,XGBoost,AllVar,Related
US,3,1374.045935,4693.454287,0.331058436,XGBoost,AllVar,Related
CN,1,1957.403704,7235.711821,2.173684877,XGBoost,AllVar,Related
CN,2,1715.987894,6869.577009,1.195654238,XGBoost,AllVar,Related
CN,3,1715.96569,6869.58194,1.195664796,XGBoost,AllVar,Related
AU,1,1010.992717,1108.443668,7.911659164,XGBoost,Macros,Related
AU,2,1860.829066,2074.22316,12.33361524,XGBoost,Macros,Related
AU,3,1794.557765,2040.508214,11.60149553,XGBoost,Macros,Related
AT,1,507.484732,574.2866702,8.037413287,XGBoost,Macros,Related
AT,2,314.6659446,366.4593705,6.504391872,XGBoost,Macros,Related
AT,3,495.2941518,572.4565624,7.805873956,XGBoost,Macros,Related
BE,1,495.2364077,630.8445753,4.351835878,XGBoost,Macros,Related
BE,2,463.2153908,611.1818192,4.515427728,XGBoost,Macros,Related
