Country,Lag,MAE,RMSE,MAPE,Model,Sub-Model
CA,1,5843.393207651557,6419.958760110361,45.12099203868508,LinSVR,AGT
CA,2,7358.576158731707,8128.7701719617025,59.21629601649694,LinSVR,AGT
CA,3,4404.161519077601,5143.006804940629,35.32525079765784,LinSVR,AGT
DE,1,17571.63884997416,18954.756416579232,26.84832409063793,LinSVR,AGT
DE,2,13961.80325996654,16961.98339825744,23.807783836400944,LinSVR,AGT
DE,3,9157.5660641022,11311.587114010006,15.085415479080092,LinSVR,AGT
JP,1,37557.926178270565,42161.35211527578,42.32508257297623,LinSVR,AGT
JP,2,37656.67539691337,43717.202253022,43.578416826861755,LinSVR,AGT
JP,3,35520.30426467769,41346.379735905386,41.086962036976374,LinSVR,AGT
KR,1,34074.837420514705,38609.380225344576,78.58837054310797,LinSVR,AGT
KR,2,32875.6546242287,40053.75046541797,65.65964345507184,LinSVR,AGT
KR,3,32495.36207578371,39236.9192470474,66.26530924924492,LinSVR,AGT
CH,1,3429.4339894263285,4551.698735904162,23.714994915529232,LinSVR,AGT
CH,2,3179.2647404719924,4141.2193565886555,22.211564326118214,LinSVR,AGT
CH,3,2948.946263823173,3799.3289760488024,20.658380881504048,LinSVR,AGT
GB,1,2839.239927671554,3417.1505570624795,7.123958493571735,LinSVR,AGT
GB,2,2936.9063490888702,3386.972705135682,8.811423803025994,LinSVR,AGT
GB,3,1460.4824555370064,1749.731512470008,4.116384687208674,LinSVR,AGT
US,1,114929.98154020587,128623.38968945314,41.50455187894211,LinSVR,AGT
US,2,89562.47297751116,106170.2992255446,31.39543834070919,LinSVR,AGT
US,3,80798.52764770544,97566.4028289622,28.868014289103805,LinSVR,AGT
CN,1,141761.62816264675,169495.2636068925,222.2735139707527,LinSVR,AGT
CN,2,141583.81244712914,169244.85977347725,222.1211003415908,LinSVR,AGT
CN,3,141502.9443915735,169112.62199225003,222.1002607608289,LinSVR,AGT
CA,1,133.58839688659967,350.2331979017727,0.5269104350712405,LinSVR,MGTwRD
CA,2,155.48499109802583,356.9144352853307,0.598137079025683,LinSVR,MGTwRD
CA,3,171.1509728266328,366.6922690256322,0.6522036784735525,LinSVR,MGTwRD
DE,1,996.6213988613348,1300.4148586325364,0.8801554470459355,LinSVR,MGTwRD
DE,2,825.0137767525516,1103.8345109652546,0.7307502130230318,LinSVR,MGTwRD
DE,3,685.7151016628109,962.3376889652776,0.6121048577660486,LinSVR,MGTwRD
JP,1,837.2206709757029,1578.4956332457898,0.5462690547406396,LinSVR,MGTwRD
JP,2,793.580740045965,1891.282652733773,0.5232553551405925,LinSVR,MGTwRD
JP,3,801.929217411334,1850.6658285608453,0.5355469289785184,LinSVR,MGTwRD
KR,1,1032.5345765478924,1782.315944015575,1.983401568172741,LinSVR,MGTwRD
KR,2,1050.4193151957606,1789.1075817601482,2.016286187300959,LinSVR,MGTwRD
KR,3,1078.7720716561848,1802.372195880252,2.057402266050369,LinSVR,MGTwRD
CH,1,450.0385718794064,675.5637510616239,2.9156518002726393,LinSVR,MGTwRD
CH,2,478.9946423286159,694.7336768765201,3.09815979787735,LinSVR,MGTwRD
CH,3,411.4638160858674,647.3741279175596,2.692244734213893,LinSVR,MGTwRD
GB,1,502.48731870366345,1908.4802613235663,0.7834148121265714,LinSVR,MGTwRD
GB,2,513.5299561494583,1912.4653410669696,0.7957453608686549,LinSVR,MGTwRD
GB,3,528.1669857892329,1917.1092753180217,0.812162136623398,LinSVR,MGTwRD
US,1,2131.76618040611,4791.2334102211835,0.4489931266736871,LinSVR,MGTwRD
US,2,1699.9024538620652,4779.651083976612,0.3770731927571906,LinSVR,MGTwRD
US,3,1672.1399318499298,4712.642812514619,0.3730273558281678,LinSVR,MGTwRD
CN,1,2511.269621748103,6742.901673071995,1.3246039105036984,LinSVR,MGTwRD
CN,2,2779.0661977211553,6988.170956796144,1.5353498985637668,LinSVR,MGTwRD
CN,3,3056.2566705354734,7097.487070262986,1.5615133362362013,LinSVR,MGTwRD
CA,1,390.5143459048674,460.6354194909547,2.510966594865746,LinSVR,AGTwRD
CA,2,825.092270520827,937.5320112914454,4.807546979178896,LinSVR,AGTwRD
CA,3,753.2519077790237,869.1248173173885,4.364062494090748,LinSVR,AGTwRD
DE,1,2086.064794514551,2334.0786794282053,2.9110271207903144,LinSVR,AGTwRD
DE,2,2073.6768369889305,2316.127865604243,2.9268597348896512,LinSVR,AGTwRD
DE,3,2377.9338689008655,2558.4344032412446,3.3701588881221363,LinSVR,AGTwRD
JP,1,3800.11126725652,4971.565667178404,2.9245495013196168,LinSVR,AGTwRD
JP,2,4437.079680735402,6300.244688554683,3.181647314944805,LinSVR,AGTwRD
JP,3,5091.227000347486,7096.203206955603,3.626636055084321,LinSVR,AGTwRD
KR,1,1512.479844310601,2132.0000348603107,2.760122459654593,LinSVR,AGTwRD
KR,2,1024.523020533892,1299.4489104696645,3.2384418692566217,LinSVR,AGTwRD
KR,3,822.215357491424,1170.961985374565,3.248509695988349,LinSVR,AGTwRD
CH,1,815.2135220714626,942.5795251058044,7.731279679024242,LinSVR,AGTwRD
