Iteration,Training_Loss
0,38755110000.0
1,24372695000.0
2,55685890000.0
3,41972060000.0
4,73997386000.0
5,45839962000.0
6,47659430000.0
7,40352980000.0
8,58536694000.0
9,75183360000.0
10,54650120000.0
11,62041440000.0
12,20012392000.0
13,46481904000.0
14,65824730000.0
15,33829212000.0
16,38713770000.0
17,24291707000.0
18,55292256000.0
19,41511944000.0
20,72847450000.0
21,44784775000.0
22,46082654000.0
23,38393790000.0
24,54596653000.0
25,68243374000.0
26,47785955000.0
27,51631060000.0
28,15432946000.0
29,33001056000.0
30,41699987000.0
31,18009550000.0
32,16629210000.0
33,7457301000.0
34,11220144000.0
35,3830686500.0
36,1391353900.0
37,442885300.0
38,3721004800.0
39,7170536400.0
40,11182789000.0
41,9917924000.0
42,3466785500.0
43,993470200.0
44,137876320.0
45,501770900.0
46,2298853600.0
47,1701637600.0
48,2804474600.0
49,1966480900.0
50,5526616600.0
51,3970268400.0
52,6638414300.0
53,3066886700.0
54,2458180400.0
55,1104455700.0
56,841666750.0
57,352689660.0
58,136312460.0
59,491252580.0
60,577983600.0
61,1506698600.0
62,2190754300.0
63,1288965200.0
64,585769500.0
65,136763890.0
66,719402300.0
67,530752450.0
68,652062800.0
69,115478230.0
70,106203750.0
71,160381780.0
72,264415620.0
73,290686000.0
74,177142640.0
75,109925950.0
76,83596490.0
77,46951650.0
78,119035770.0
79,67643300.0
80,122942264.0
81,117799220.0
82,292201540.0
83,193521570.0
84,285658240.0
85,87840424.0
86,118431670.0
87,36729800.0
88,43602330.0
89,47097644.0
90,63979056.0
91,83063900.0
92,73836720.0
93,77477360.0
94,71571770.0
95,40932064.0
96,29773944.0
97,50065108.0
98,59053856.0
99,48744876.0
100,91063144.0
101,33913096.0
102,97747896.0
103,36096588.0
104,51711930.0
105,42611756.0
106,31685392.0
107,24458588.0
108,42139108.0
109,24529776.0
110,38397100.0
111,22753818.0
112,22376696.0
113,43944212.0
114,35715616.0
115,21333308.0
116,34340776.0
117,8210888.0
118,58052030.0
119,18415062.0
120,34263510.0
121,29669776.0
122,28566858.0
123,19674394.0
124,37876410.0
125,8992544.0
126,23416712.0
127,7906963.0
128,11983904.0
129,39978456.0
130,32754992.0
131,17775884.0
132,28602048.0
133,4733202.0
134,46647800.0
135,11975670.0
136,24812838.0
137,18379576.0
138,23747340.0
139,16417868.0
140,36777870.0
141,6375218.0
142,20909768.0
143,3512524.0
144,8590441.0
145,39598236.0
146,33254716.0
147,17583160.0
148,29047106.0
149,4069297.5
150,43599108.0
151,9429973.0
152,21159196.0
153,13450308.0
154,21459702.0
155,15188991.0
156,36139972.0
157,6106264.0
158,20361698.0
159,2093428.2
160,7757949.5
161,40410868.0
162,35396156.0
163,19379542.0
164,30672288.0
165,4122591.2
166,43001700.0
167,8839705.0
168,20224212.0
169,12382522.0
170,21044452.0
171,15157933.0
172,35875836.0
173,6252473.5
174,20260114.0
175,1522100.9
176,7499333.5
177,41223190.0
178,36755660.0
179,20265384.0
180,31377450.0
181,4124285.8
182,41934860.0
183,8215486.0
184,19721550.0
185,12136315.0
186,21085870.0
187,15386481.0
188,35850784.0
189,6027443.5
190,20063764.0
191,1116323.1
192,7563525.0
193,41987132.0
194,38326924.0
195,21230516.0
196,31840638.0
197,4091974.8
198,40759548.0
199,7771492.5
200,19612342.0
201,12456607.0
202,21312772.0
203,15613631.0
204,35912220.0
205,5578874.0
206,19925342.0
207,813938.2
208,7749973.5
209,42858164.0
210,39676316.0
211,21742248.0
212,31544130.0
213,3939273.8
214,39127536.0
215,7443643.0
216,19817196.0
217,13148498.0
218,21581450.0
219,15676384.0
220,36093196.0
221,4922882.5
222,19984966.0
223,657915.44
224,8069441.0
225,43716730.0
226,40582508.0
227,21635476.0
228,30389702.0
229,3772861.0
230,37326424.0
231,7314797.5
232,20320174.0
233,13897780.0
234,21738900.0
235,15511475.0
236,36425360.0
237,4285085.0
238,20388464.0
239,728081.2
240,8539784.0
241,44135120.0
242,41009724.0
243,21357742.0
244,29264562.0
245,3744076.2
246,35946240.0
247,7398254.0
248,20886178.0
249,14501111.0
250,21782256.0
251,15267181.0
252,36803744.0
253,3846941.5
254,21025162.0
255,869674.2
256,8886835.0
257,44385810.0
258,40686884.0
259,20513000.0
260,27756194.0
261,3853558.0
262,34741508.0
263,7554561.0
264,21320710.0
265,14703164.0
266,21642430.0
267,14947384.0
268,37263444.0
269,3584850.5
270,21738502.0
271,1019671.06
272,9051950.0
273,44325110.0
274,39724264.0
275,19383454.0
276,26297828.0
277,4110032.0
278,33875650.0
279,7695384.5
280,21483040.0
281,14491874.0
282,21415226.0
283,14675264.0
284,37722110.0
285,3477302.8
286,22259652.0
287,1095980.9
288,8988282.0
289,44012684.0
290,38401844.0
291,18224244.0
292,25141396.0
293,4438725.5
294,33374738.0
295,7781267.5
296,21392338.0
297,14042406.0
298,21227568.0
299,14562212.0
300,38069200.0
301,3465730.0
302,22490492.0
303,1075465.1
304,8818902.0
305,43510784.0
306,37228364.0
307,17358676.0
308,24433708.0
309,4710813.5
310,33139362.0
311,7943192.0
312,21420500.0
313,13395477.0
314,21067684.0
315,14492940.0
316,38460100.0
317,3458438.0
318,22465618.0
319,983811.2
320,8496131.0
321,42943864.0
322,35804450.0
323,16436225.0
324,23846562.0
325,4962410.5
326,33088998.0
327,7700626.5
328,20827354.0
329,13070269.0
330,21048982.0
331,14530180.0
332,38429932.0
333,3470653.8
334,22145334.0
335,890231.06
336,8344370.0
337,42644830.0
338,35405690.0
339,16232014.0
340,23729554.0
341,5032903.0
342,33089834.0
343,7670717.0
344,20740880.0
345,12934367.0
346,21034668.0
347,14524928.0
348,38515044.0
349,3466841.2
350,22053872.0
351,848549.75
352,8231276.5
353,42474476.0
354,34903384.0
355,15879008.0
356,23499146.0
357,5192547.5
358,32995758.0
359,7646796.0
360,20640188.0
361,12759594.0
362,21035382.0
363,14541598.0
364,38640960.0
365,3465275.0
366,21957454.0
367,804601.8
368,8111045.0
369,42234330.0
370,34365492.0
371,15536613.0
372,23324920.0
373,5338131.5
374,32964756.0
375,7620686.0
376,20516764.0
377,12588207.0
378,21047112.0
379,14580479.0
380,40405500.0
381,3476720.0
382,21521764.0
383,711149.6
384,7911291.5
385,41860540.0
386,33815932.0
387,15305838.0
388,23253790.0
389,5312713.5
390,33137248.0
391,7538997.0
392,20348722.0
393,12435860.0
394,21061598.0
395,14579312.0
396,38640170.0
397,3479610.2
398,21532042.0
399,711906.44
400,7925767.0
401,41911356.0
402,33783180.0
403,15205528.0
404,23152148.0
405,5474443.5
406,32976896.0
407,7566741.5
408,20375946.0
409,12403976.0
410,21077426.0
411,14614445.0
412,38770680.0
413,3474856.8
414,21560940.0
415,701646.6
416,7878189.5
417,41741644.0
418,33401316.0
419,14947179.0
420,23029106.0
421,5620140.0
422,32949506.0
423,7545647.5
424,20274658.0
425,12279684.0
426,21108514.0
427,14651246.0
428,38792212.0
429,3480362.5
430,21388998.0
431,672469.4
432,7806259.5
433,41583108.0
434,33139410.0
435,14809750.0
436,22979604.0
437,5670084.0
438,32988740.0
439,7526801.0
440,20210600.0
441,12218335.0
442,21127304.0
443,14678982.0
444,38763024.0
445,3492261.0
446,21263428.0
447,660985.2
448,7771491.5
449,41481332.0
450,33003806.0
451,14733028.0
452,22942468.0
453,5727612.5
454,32977188.0
455,7511212.0
456,20175186.0
457,12167370.0
458,21142050.0
459,14674559.0
460,38818516.0
461,3480903.2
462,21186750.0
463,634469.75
464,7706502.5
465,41370372.0
466,32693138.0
467,14480251.0
468,22848042.0
469,5831580.0
470,32973616.0
471,7445237.0
472,20072492.0
473,12013929.0
474,21170540.0
475,14571804.0
476,38796956.0
477,3458871.8
478,20973458.0
479,621761.1
480,7636784.0
481,41192580.0
482,32403810.0
483,14253101.0
484,22769384.0
485,5873158.0
486,32941704.0
487,7396395.5
488,20019878.0
489,11968169.0
490,21191608.0
491,14617671.0
492,38785136.0
493,3484172.2
494,20880158.0
495,617530.8
496,7627385.5
497,41152908.0
498,32354384.0
499,14274264.0
500,22777892.0
501,5881641.0
502,32985110.0
503,7397356.5
504,20006928.0
505,11952271.0
506,21193910.0
507,14592545.0
508,38766460.0
509,3483602.8
510,20811146.0
511,615705.75
512,7609697.0
513,41085736.0
514,32255266.0
515,14179044.0
516,22738646.0
517,5983714.5
518,32943932.0
519,7407721.0
520,19986866.0
521,11936824.0
522,21227612.0
523,14666808.0
524,38778760.0
525,3506093.2
526,20736190.0
527,615182.1
528,7599447.5
529,41033736.0
530,32173908.0
531,14162774.0
532,22732250.0
533,5992590.0
534,32969234.0
535,7388761.5
536,19957932.0
537,11899167.0
538,21224608.0
539,14611321.0
540,38748532.0
541,3505402.5
542,20666560.0
543,615619.1
544,7585112.0
545,40978056.0
546,32110800.0
547,14095163.0
548,22701874.0
549,6087420.5
550,32931138.0
551,7394813.5
552,19943130.0
553,11891759.0
554,21254918.0
555,14684957.0
556,38754596.0
557,3678063.2
558,20723120.0
559,612411.94
560,7621880.0
561,41112892.0
562,32417932.0
563,14105956.0
564,22680840.0
565,6312414.5
566,32753256.0
567,7441138.0
568,19966214.0
569,11872570.0
570,21301384.0
571,14735316.0
572,38836584.0
573,3520732.5
574,20556520.0
575,622837.2
576,7563091.0
577,40822252.0
578,31865410.0
579,13965333.0
580,22668988.0
581,6169691.0
582,32982294.0
583,7372189.5
584,19868522.0
585,11839897.0
586,21280652.0
587,14681720.0
588,38661264.0
589,3578642.2
590,20422814.0
591,629578.44
592,7568132.0
593,40894324.0
594,32064628.0
595,14090752.0
596,22679930.0
597,6208366.0
598,32904426.0
599,7409761.0
600,19927160.0
601,11863937.0
602,21281848.0
603,14712337.0
604,38740252.0
605,3555415.8
606,20447330.0
607,628892.44
608,7561105.0
609,40806188.0
610,31879694.0
611,13952628.0
612,22647890.0
613,6304512.5
614,32911420.0
615,7388124.5
616,19859758.0
617,11822111.0
618,21308752.0
619,14718434.0
620,38659376.0
621,3600745.2
622,20332008.0
623,641390.0
624,7558259.5
625,40807660.0
626,31956484.0
627,14013990.0
628,22649968.0
629,6319533.5
630,32887604.0
631,7403682.0
632,19881584.0
633,11828006.0
634,21306926.0
635,14728218.0
636,38680908.0
637,3593183.0
638,97827736.0
639,6790847.0
640,25841774.0
641,44116904.0
642,42482436.0
643,14117860.0
644,22635148.0
645,4368634.5
646,59171260.0
647,19195154.0
648,29337998.0
649,13660281.0
650,21299592.0
651,21947916.0
652,34915470.0
653,17795710.0
654,24441098.0
655,868590.25
656,9479188.0
657,50416380.0
658,58210120.0
659,28361616.0
660,27170044.0
661,7383943.5
662,30655942.0
663,15841405.0
664,33667240.0
665,18265052.0
666,21438376.0
667,20550340.0
668,47526896.0
669,9329855.0
670,31608268.0
671,916426.2
672,7790250.0
673,38643616.0
674,30018876.0
675,13134206.0
676,26111854.0
677,6576741.5
678,38788730.0
679,9982576.0
680,23668734.0
681,14797476.0
682,21557010.0
683,15225176.0
684,35340576.0
685,11426573.0
686,22870894.0
687,1406102.4
688,7867614.5
689,45132270.0
690,45787788.0
691,22473244.0
692,25402364.0
693,6545419.0
694,30742394.0
695,11596001.0
696,26978502.0
697,15131095.0
698,21367264.0
699,17969106.0
700,43887548.0
701,5537910.5
702,25732342.0
703,654030.3
704,7722545.5
705,38842308.0
706,28903382.0
707,12355267.0
708,23985744.0
709,6276835.5
710,36956544.0
711,8390545.0
712,20920162.0
713,12780289.0
714,21291510.0
715,14793058.0
716,35919350.0
717,7772450.0
718,20657678.0
719,965999.06
720,7825678.0
721,43779348.0
722,40597624.0
723,18780066.0
724,23511136.0
725,7245166.5
726,33001052.0
727,10887994.0
728,26082506.0
729,14776294.0
730,21334898.0
731,17623676.0
732,43311460.0
733,5003478.5
734,24634308.0
735,616662.1
736,7762863.5
737,38819836.0
738,28842350.0
739,12304743.0
740,23629002.0
741,6081415.5
