Lag,MAE,RMSE,MAPE
1.0,3133.0199584582965,4569.242834028417,5.346164676010531
2.0,2477.1268430588225,3405.5628517468976,3.9561488201660855
3.0,2134.9301890866027,3043.60756580775,3.530734935187854
