,Country,Year,rd_expenditure,gdpca,unemp_rate,population,inflation,export_vol,import_vol,rd_expenditure_missing,gdpca_missing,unemp_rate_missing,population_missing,inflation_missing,export_vol_missing,import_vol_missing
661,NL,2016,18724.0171214824,"52,440.79",7.005,16.979,100.104,1.668,-1.977,0,0,0,0,0,0,0
662,NL,2017,19517.701300515,"55,509.26",5.873,17.082,101.4,6.489,6.174,0,0,0,0,0,0,0
663,NL,2018,19613.781376538,"57,848.63",4.881,17.181,103.023,4.324,4.714,0,0,0,0,0,0,0
664,NL,2019,20423.3094367921,"59,686.62",4.436,17.282,105.777,1.979,3.258,0,0,0,0,0,0,0
665,NL,2020,20864.9846309582,"57,680.66",4.851,17.408,106.958,-4.273,-4.67,0,0,0,0,0,0,0
666,NL,2021,21256.0797310043,"62,969.01",4.226,17.475,109.98,5.442,4.41,0,0,0,0,0,0,0
667,NZ,1981,722.712590347264,"10,281.06",3.911,3.125,35.164,3,11.601,0,0,0,0,0,0,0
668,NZ,1983,673.756877827732,"11,456.02",6.241,3.179,43.874,6.329,-2.276,0,0,0,0,0,0,0
669,NZ,1989,693.792374604501,"14,816.51",7.325,3.366,79.168,-1.035,14.135,0,0,0,0,0,0,0
670,NZ,1990,797.927564244771,"15,193.82",7.975,3.406,83.996,6.468,4.313,0,0,0,0,0,0,0
671,NZ,1991,776.066374818852,"15,101.05",10.625,3.496,86.182,10.747,-5.233,0,0,0,0,0,0,0
672,NZ,1992,806.502985043938,"15,390.12",10.675,3.533,87.057,4.204,8.465,0,0,0,0,0,0,0
673,NZ,1993,869.343114897224,"16,390.14",9.8,3.574,88.178,5.565,5.239,0,0,0,0,0,0,0
674,NZ,1995,905.157069393142,"18,402.35",6.45,3.676,93.086,4.4,8.831,0,0,0,0,0,0,0
675,NZ,1997,1102.98215979709,"19,751.10",6.875,3.783,96.344,3.011,3.165,0,0,0,0,0,0,0
676,NZ,1999,1070.6449314996,"20,946.72",7.05,3.837,97.451,8.353,12.256,0,0,0,0,0,0,0
677,NZ,2001,1300.03488156699,"23,103.27",5.475,3.887,102.626,3.314,2.264,0,0,0,0,0,0,0
678,NZ,2003,1490.57815616548,"25,245.66",4.75,4.028,107.221,2.349,8.467,0,0,0,0,0,0,0
679,NZ,2005,1548.2709082186,"28,177.60",3.8,4.136,113.008,-0.494,6.246,0,0,0,0,0,0,0
680,NZ,2007,1700.20755429534,"31,066.53",3.625,4.226,119.586,4.838,9.147,0,0,0,0,0,0,0
681,NZ,2009,1845.94721883123,"30,821.58",5.9,4.305,126.951,2.116,-14.674,0,0,0,0,0,0,0
682,NZ,2011,1881.48605105442,"32,374.00",6.05,4.386,135.104,2.577,7.042,0,0,0,0,0,0,0
683,NZ,2013,1843.46751294866,"35,469.14",5.825,4.447,138.085,0.865,6.241,0,0,0,0,0,0,0
684,NZ,2015,2121.76558428145,"36,971.51",5.425,4.613,140.19,8.098,4.656,0,0,0,0,0,0,0
685,NZ,2017,2525.67257377794,"40,918.97",4.75,4.815,143.707,2.591,7.091,0,0,0,0,0,0,0
686,NZ,2019,2801.22078171968,"43,957.56",4.125,4.986,148.368,2.583,2.228,0,0,0,0,0,0,0
687,NO,1981,1496.29683102066,"16,481.31",2.001,4.102,35.427,1.741,1.513,0,0,0,0,0,0,0
688,NO,1982,1585.76686936241,"17,473.38",2.606,4.118,39.444,0.446,5.577,0,0,0,0,0,0,0
689,NO,1983,1686.86862107943,"18,818.48",3.426,4.131,42.783,7.089,-3.072,0,0,0,0,0,0,0
690,NO,1984,1907.65757356215,"20,623.12",3.147,4.142,45.444,7.652,5.361,0,0,0,0,0,0,0
691,NO,1985,2128.03381690795,"22,390.14",2.588,4.154,48.041,7.316,9.009,0,0,0,0,0,0,0
692,NO,1987,2299.05637105914,"24,575.60",2.084,4.188,55.977,0.949,-6.567,0,0,0,0,0,0,0
693,NO,1989,2346.58651494847,"26,388.68",4.908,4.229,62.429,11.172,2.151,0,0,0,0,0,0,0
694,NO,1991,2424.01775189738,"29,488.01",5.469,4.265,67.243,6.194,0.388,0,0,0,0,0,0,0
695,NO,1993,2643.84872069985,"32,503.23",5.948,4.316,70.383,3.111,4.96,0,0,0,0,0,0,0
696,NO,1995,2827.64980202316,"36,689.96",4.906,4.363,73.107,5.387,5.587,0,0,0,0,0,0,0
697,NO,1997,3101.71917994307,"41,604.59",4.034,4.407,75.93,7.715,12.619,0,0,0,0,0,0,0
698,NO,1999,3284.38938835714,"44,204.62",3.172,4.457,79.477,2.946,-1.836,0,0,0,0,0,0,0
699,NO,2001,3687.8617755986,"48,167.09",3.546,4.511,84.391,4.581,1.975,0,0,0,0,0,0,0
700,NO,2002,3773.43138941697,"49,327.74",3.889,4.535,85.476,-0.582,0.54,0,0,0,0,0,0,0
701,NO,2003,3928.27250018281,"50,475.84",4.494,4.562,87.603,-0.333,0.827,0,0,0,0,0,0,0
702,NO,2004,3881.67173859871,"53,616.20",4.471,4.587,88.001,1.157,9.148,0,0,0,0,0,0,0
703,NO,2005,4058.0810629294,"56,403.40",4.616,4.618,89.349,0.558,7.909,0,0,0,0,0,0,0
704,NO,2006,4276.66635038878,"59,096.22",3.444,4.655,91.431,-0.571,8.827,0,0,0,0,0,0,0
705,NO,2007,4690.17102573108,"61,873.59",2.539,4.7,92.082,0.779,9.729,0,0,0,0,0,0,0
706,NO,2008,4934.37731718601,"62,539.60",2.747,4.762,95.539,1.108,4.479,0,0,0,0,0,0,0
707,NO,2009,4959.53094435817,"60,973.16",3.266,4.82,97.638,-4.334,-10.24,0,0,0,0,0,0,0
708,NO,2010,4890.23841415611,"61,402.36",3.794,4.882,100,0.341,7.984,0,0,0,0,0,0,0
709,NO,2011,5046.40713249906,"62,550.93",3.364,4.946,101.285,-0.514,3.936,0,0,0,0,0,0,0
710,NO,2012,5203.21121715082,"65,872.23",3.294,5.011,101.991,2.056,2.935,0,0,0,0,0,0,0
711,NO,2013,5350.14734142127,"67,475.59",3.773,5.072,104.153,-1.651,5.043,0,0,0,0,0,0,0
712,NO,2014,5532.07950462601,"66,401.52",3.617,5.132,106.28,3.834,2.179,0,0,0,0,0,0,0
713,NO,2015,6061.82754730519,"60,803.28",4.531,5.184,108.587,3.926,1.883,0,0,0,0,0,0,0
714,NO,2016,6253.07631437807,"59,307.75",4.74,5.232,112.442,0.388,1.933,0,0,0,0,0,0,0
715,NO,2017,6677.53574995127,"63,513.25",4.216,5.273,114.551,1.596,1.841,0,0,0,0,0,0,0
716,NO,2018,6801.20344447878,"65,143.43",3.854,5.309,117.718,-1.537,1.39,0,0,0,0,0,0,0
717,NO,2019,6990.02849114199,"66,641.42",3.728,5.342,120.27,2.116,5.336,0,0,0,0,0,0,0
718,NO,2020,6826.56114662521,"66,238.32",4.595,5.375,121.817,-2.329,-9.855,0,0,0,0,0,0,0
719,NO,2021,7009.05383934986,"71,551.79",4.41,5.402,126.061,5.806,1.715,0,0,0,0,0,0,0
720,PL,1990,3579.14864645427,"6,658.14",6.3,38.186,11.656,0,0,0,0,0,0,0,1,1
721,PL,1991,2797.51590931706,"6,384.40",11.8,38.286,19.85,0,0,0,0,0,0,0,1,1
722,PL,1992,2949.01441346154,"6,645.29",13.6,38.386,28.386,0,0,0,0,0,0,0,1,1
723,PL,1993,3057.75935652902,"7,073.22",16.4,38.501,38.406,0,0,0,0,0,0,0,1,1
724,PL,1994,2961.09658446971,"7,587.01",11.4,38.581,50.773,0,0,0,0,0,0,0,1,1
725,PL,1995,2867.38140500448,"8,267.30",13.341,38.581,64.926,0,0,0,0,0,0,0,1,1
726,PL,1996,3147.44451958543,"8,937.26",12.343,38.609,77.846,11.952,28.007,0,0,0,0,0,0,0
727,PL,1997,3370.26938009449,"9,728.07",11.246,38.639,89.445,12.246,21.406,0,0,0,0,0,0,0
728,PL,1998,3617.44054796405,"10,322.12",10.576,38.66,100,14.432,18.571,0,0,0,0,0,0,0
729,PL,1999,3905.42832947104,"10,939.17",13.133,38.667,107.3,-2.515,1.041,0,0,0,0,0,0,0
730,PL,2000,3844.90759417963,"11,786.59",16.087,38.263,118.137,23.21,15.526,0,0,0,0,0,0,0
731,PL,2001,3776.70670994177,"12,200.38",18.242,38.254,124.635,3.118,-5.327,0,0,0,0,0,0,0
732,PL,2002,3451.63079108613,"12,573.24",20.235,38.242,127.003,4.824,2.773,0,0,0,0,0,0,0
733,PL,2003,3452.46975819775,"13,278.17",19.942,38.219,127.936,14.08,9.331,0,0,0,0,0,0,0
734,PL,2004,3721.740816025,"14,324.45",19.276,38.191,132.463,4.775,8.559,0,0,0,0,0,0,0
735,PL,2005,3923.95028681712,"15,298.46",18.052,38.174,135.39,9.97,6.308,0,0,0,0,0,0,0
736,PL,2006,4077.52805162536,"16,744.78",14.169,38.157,137.01,15.373,17.865,0,0,0,0,0,0,0
737,PL,2007,4451.90686376708,"18,426.94",9.944,38.125,140.397,10.058,15.796,0,0,0,0,0,0,0
738,PL,2008,4948.49731864093,"19,574.12",7.466,38.116,146.492,7.051,9.458,0,0,0,0,0,0,0
739,PL,2009,5611.75450672743,"20,246.76",8.514,38.136,152.037,-5.935,-12.587,0,0,0,0,0,0,0
740,PL,2010,6345.53808035739,"21,154.14",9.635,38.023,155.975,12.458,14.293,0,0,0,0,0,0,0
741,PL,2011,6904.38043870345,"22,658.70",9.632,38.063,162.567,7.69,5.12,0,0,0,0,0,0,0
742,PL,2012,8295.041315744,"23,588.76",10.088,38.064,168.625,3.971,-0.671,0,0,0,0,0,0,0
743,PL,2013,8317.74571031758,"24,305.61",10.328,38.063,170.509,5.068,1.807,0,0,0,0,0,0,0
744,PL,2014,9280.48848963077,"25,312.26",8.988,38.018,170.687,5.514,9.368,0,0,0,0,0,0,0
745,PL,2015,10232.0166122894,"26,816.29",7.499,38.006,169.111,6.589,5.578,0,0,0,0,0,0,0
746,PL,2016,10156.471254968,"28,165.12",6.161,37.967,167.965,9.005,7.718,0,0,0,0,0,0,0
747,PL,2017,11446.5712056079,"30,054.83",4.888,37.973,171.272,9.046,9.875,0,0,0,0,0,0,0
748,PL,2018,14093.017096598,"32,604.00",3.846,37.977,174.298,6.759,7.523,0,0,0,0,0,0,0
749,PL,2019,16151.2015752871,"34,669.21",3.279,37.973,178.208,5.337,3.192,0,0,0,0,0,0,0
750,PL,2020,16575.0774897665,"34,425.46",3.163,37.958,184.226,-1.088,-2.412,0,0,0,0,0,0,0
751,PL,2021,18345.915175881,"38,555.07",3.362,37.84,193.666,12.452,16.126,0,0,0,0,0,0,0
752,PT,1982,455.499285402587,"7,340.86",7.457,9.912,14.047,4.833,5.872,0,0,0,0,0,0,0
753,PT,1983,498.738528422543,"7,666.80",7.945,9.958,17.573,20.796,-6.485,0,0,0,0,0,0,0
754,PT,1984,506.853477022879,"7,830.58",10.503,9.996,22.722,14.34,-2.073,0,0,0,0,0,0,0
755,PT,1985,573.954369929159,"8,187.93",8.674,10.024,27.116,8.319,4.634,0,0,0,0,0,0,0
756,PT,1986,607.341044246083,"8,622.26",8.603,10.033,30.279,7.979,18.848,0,0,0,0,0,0,0
757,PT,1987,691.072382410953,"9,512.43",7.126,10.03,33.126,10.135,27.402,0,0,0,0,0,0,0
758,PT,1988,747.086735607316,"10,384.53",7.069,10.02,36.299,8.632,21.642,0,0,0,0,0,0,0
759,PT,1989,925.994334619893,"11,526.06",5.059,10.005,40.877,18.697,8.496,0,0,0,0,0,0,0
760,PT,1990,1039.35672214318,"12,925.33",4.225,9.983,46.343,12.976,16.121,0,0,0,0,0,0,0
761,PT,1991,1201.47847865613,"13,844.64",4.138,9.96,51.639,0.451,8.363,0,0,0,0,0,0,0
762,PT,1992,1308.99855949906,"14,614.73",3.86,9.953,56.215,5.445,10.993,0,0,0,0,0,0,0
763,PT,1993,1276.15952635671,"14,840.11",5.127,9.965,59.549,1.304,-1.534,0,0,0,0,0,0,0
764,PT,1994,1245.29019249443,"15,341.47",6.34,9.992,62.509,10.465,10.565,0,0,0,0,0,0,0
765,PT,1995,1260.38900618297,"15,969.16",7.917,10.026,64.99,13.588,9.436,0,0,0,0,0,0,0
766,PT,1996,1387.28309553822,"16,768.38",8.015,10.064,66.898,5.711,5.152,0,0,0,0,0,0,0
767,PT,1997,1485.87966721681,"17,728.72",7.51,10.109,68.163,1.835,4.125,0,0,0,0,0,0,0
768,PT,1998,1726.14972049562,"18,695.57",5.72,10.16,69.673,14.684,20.332,0,0,0,0,0,0,0
769,PT,1999,1955.32994960031,"19,588.60",5.169,10.218,71.184,0.427,2.875,0,0,0,0,0,0,0
770,PT,2000,2150.20062949788,"20,651.14",4.717,10.29,73.181,-3.297,-6.448,0,0,0,0,0,0,0
771,PT,2001,2323.39961845335,"21,375.59",4.801,10.363,76.408,3.939,2.834,0,0,0,0,0,0,0
772,PT,2002,2209.72842206077,"21,756.65",5.779,10.42,79.236,9.955,4.444,0,0,0,0,0,0,0
773,PT,2003,2116.9373517094,"21,897.23",7.038,10.459,81.801,17.712,11.311,0,0,0,0,0,0,0
774,PT,2004,2251.36750174393,"22,832.43",7.392,10.484,83.854,6.434,9.053,0,0,0,0,0,0,0
775,PT,2005,2356.85392724934,"23,688.74",8.343,10.503,85.64,-4.686,-3.731,0,0,0,0,0,0,0
776,PT,2006,3017.79867502248,"24,771.69",8.408,10.522,88.248,11.477,5.373,0,0,0,0,0,0,0
777,PT,2007,3643.40608291644,"26,027.64",8.722,10.543,90.386,13.817,10.64,0,0,0,0,0,0,0
778,PT,2008,4692.78297570687,"26,573.14",8.315,10.558,92.783,0.59,3.057,0,0,0,0,0,0,0
779,PT,2009,4976.73706475702,"25,883.98",10.177,10.568,91.945,-15.449,-16.606,0,0,0,0,0,0,0
780,PT,2010,4919.91758443668,"26,637.95",11.506,10.573,93.224,-1.258,-3.705,0,0,0,0,0,0,0
781,PT,2011,4591.12812203211,"26,769.43",13.445,10.558,96.538,9.705,-4.002,0,0,0,0,0,0,0
782,PT,2012,4166.66573046153,"26,438.15",16.516,10.515,99.218,-2.976,-11.963,0,0,0,0,0,0,0
783,PT,2013,3966.7308843833,"27,936.01",17.092,10.457,99.654,12.385,7.438,0,0,0,0,0,0,0
784,PT,2014,3893.24323868882,"28,742.32",14.535,10.401,99.495,5.136,8.62,0,0,0,0,0,0,0
785,PT,2015,3819.78435318255,"29,668.81",12.939,10.358,100,6.341,8.088,0,0,0,0,0,0,0
786,PT,2016,4014.3099163678,"31,604.42",11.452,10.326,100.636,4.191,5.027,0,0,0,0,0,0,0
787,PT,2017,4280.08032024468,"33,086.05",9.233,10.3,102.202,7.966,7.998,0,0,0,0,0,0,0
788,PT,2018,4503.03916657353,"34,902.80",7.175,10.284,103.395,4.15,5.055,0,0,0,0,0,0,0
789,PT,2019,4781.68782642758,"36,473.12",6.683,10.286,103.705,3.978,5.125,0,0,0,0,0,0,0
790,PT,2020,5070.62351480072,"33,846.56",7.142,10.297,103.579,-18.834,-11.848,0,0,0,0,0,0,0
791,PT,2021,5502.7273059383,"37,331.57",6.575,10.292,104.554,13.442,13.164,0,0,0,0,0,0,0
792,SK,1992,1117.68195426604,0,0,0,0,0,0,0,1,1,1,1,1,1
793,SK,1993,878.929688296139,"8,239.40",12.7,5.337,33.278,0,0,0,0,0,0,0,1,1
794,SK,1994,612.046556069271,"8,887.54",14.6,5.367,37.758,14.758,-4.733,0,0,0,0,0,0,0
795,SK,1995,669.14588576241,"9,733.75",13.7,5.397,41.497,6.171,12.226,0,0,0,0,0,0,0
796,SK,1996,703.342666505024,"10,578.01",12.6,5.408,43.896,-1.284,17.441,0,0,0,0,0,0,0
797,SK,1997,880.233048937722,"11,300.01",11.882,5.379,46.544,5.856,7.888,0,0,0,0,0,0,0
798,SK,1998,667.12565926451,"11,873.74",12.725,5.388,49.658,-2.599,-2.354,0,0,0,0,0,0,0
799,SK,1999,561.363081875583,"12,015.53",16.492,5.393,54.853,10.069,-4.018,0,0,0,0,0,0,0
800,SK,2000,562.022543235565,"12,418.93",18.9,5.399,61.524,9.177,7.793,0,0,0,0,0,0,0
801,SK,2001,568.11093814911,"13,160.36",19.458,5.379,65.919,10.432,17.756,0,0,0,0,0,0,0
802,SK,2002,535.261693674811,"13,967.76",18.825,5.379,68.219,7.39,5.436,0,0,0,0,0,0,0
803,SK,2003,563.00677695073,"15,038.08",17.7,5.375,73.961,20.127,8.682,0,0,0,0,0,0,0
804,SK,2004,528.58043195925,"16,266.02",18.358,5.372,79.472,20.512,21.481,0,0,0,0,0,0,0
805,SK,2005,555.288198463197,"17,884.57",16.358,5.373,81.68,12.862,15.318,0,0,0,0,0,0,0
806,SK,2006,579.935176213855,"20,001.34",13.442,5.373,85.164,23.509,20.262,0,0,0,0,0,0,0
807,SK,2007,605.638150933675,"22,765.88",11.217,5.373,86.782,13.871,8.742,0,0,0,0,0,0,0
808,SK,2008,659.287819397951,"24,482.87",9.592,5.376,90.21,3.1,4.257,0,0,0,0,0,0,0
809,SK,2009,638.652007173381,"23,268.13",12.1,5.382,91.055,-16.476,-19.084,0,0,0,0,0,0,0
810,SK,2010,872.972507556671,"25,092.05",14.417,5.39,91.691,17.159,16.29,0,0,0,0,0,0,0
811,SK,2011,965.948350389495,"26,287.78",13.625,5.392,95.425,10.827,8.112,0,0,0,0,0,0,0
812,SK,2012,1191.74688999904,"27,010.35",13.9,5.404,98.984,9.28,2.306,0,0,0,0,0,0,0
813,SK,2013,1237.67776205264,"28,032.32",14.117,5.411,100.428,5.877,5.465,0,0,0,0,0,0,0
814,SK,2014,1359.34232158408,"29,043.57",13.108,5.416,100.332,4.021,5.078,0,0,0,0,0,0,0
815,SK,2015,1886.43078475233,"30,075.74",11.45,5.421,100.001,6.309,7.938,0,0,0,0,0,0,0
816,SK,2016,1310.42009264012,"29,759.43",9.658,5.426,99.528,5.116,4.991,0,0,0,0,0,0,0
817,SK,2017,1513.1142595951,"30,983.99",8.067,5.435,100.915,4.095,4.772,0,0,0,0,0,0,0
818,SK,2018,1486.8837689918,"32,960.63",6.525,5.443,103.463,4.628,3.937,0,0,0,0,0,0,0
819,SK,2019,1500.23596825147,"34,351.04",5.733,5.45,106.324,0.788,2.176,0,0,0,0,0,0,0
820,SK,2020,1583.13108425898,"33,579.09",6.617,5.458,108.459,-6.454,-8.315,0,0,0,0,0,0,0
821,SK,2021,1692.66000767334,"36,132.46",6.842,5.46,111.52,10.564,11.965,0,0,0,0,0,0,0
822,ES,1981,2907.26276698501,"8,443.74",13.755,38.014,22.657,11.283,-3.606,0,0,0,0,0,0,0
823,ES,1982,3374.77555109782,"9,028.21",15.77,38.217,25.923,5.573,4.926,0,0,0,0,0,0,0
824,ES,1983,3382.72104872733,"9,492.25",17.215,38.397,29.078,9.613,-1.194,0,0,0,0,0,0,0
825,ES,1984,3576.49951414094,"9,962.13",19.937,38.55,32.359,12.036,-1.334,0,0,0,0,0,0,0
826,ES,1985,4053.93336843831,"10,482.87",21.305,38.686,35.211,0.669,7.545,0,0,0,0,0,0,0
827,ES,1986,4652.60167165001,"11,029.07",20.907,38.798,38.308,0.23,17.189,0,0,0,0,0,0,0
828,ES,1987,5120.97476355574,"11,919.24",20.223,38.888,40.318,5.269,24.787,0,0,0,0,0,0,0
829,ES,1988,6033.14714545343,"12,964.10",19.238,38.971,42.268,3.815,16.087,0,0,0,0,0,0,0
830,ES,1989,6656.92260777415,"14,118.53",17.24,39.048,45.139,1.428,17.712,0,0,0,0,0,0,0
831,ES,1990,7783.73239948034,"15,183.68",16.238,39.117,48.173,4.694,9.624,0,0,0,0,0,0,0
832,ES,1991,8194.16626427989,"16,051.04",16.313,39.221,51.032,8.252,10.339,0,0,0,0,0,0,0
833,ES,1992,8648.7306112325,"16,501.93",18.353,39.35,54.678,7.503,6.823,0,0,0,0,0,0,0
834,ES,1993,8541.24632980958,"16,619.36",22.64,39.473,57.176,7.839,-5.224,0,0,0,0,0,0,0
835,ES,1994,8085.80749953619,"17,323.97",24.118,39.579,59.874,16.67,11.447,0,0,0,0,0,0,0
836,ES,1995,8303.61464955882,"18,373.26",22.9,39.672,62.672,8.31,11.275,0,0,0,0,0,0,0
837,ES,1996,8709.84554823973,"19,118.47",22.08,39.764,64.928,10.318,8.822,0,0,0,0,0,0,0
838,ES,1997,8920.77637158604,"20,146.67",20.61,39.869,66.146,14.99,13.272,0,0,0,0,0,0,0
839,ES,1998,10153.5210321702,"21,209.56",18.605,40.008,67.313,8.018,14.845,0,0,0,0,0,0,0
840,ES,1999,10490.6436253875,"22,413.29",15.64,40.215,68.817,7.479,13.657,0,0,0,0,0,0,0
841,ES,2000,11623.2961350354,"23,877.75",13.857,40.554,71.215,10.244,10.822,0,0,0,0,0,0,0
842,ES,2001,12156.6765015907,"25,244.06",10.54,40.766,73.227,3.938,3.656,0,0,0,0,0,0,0
843,ES,2002,13492.1387206562,"25,919.06",11.45,41.424,75.856,1.431,3.677,0,0,0,0,0,0,0
844,ES,2003,14821.3040144458,"26,720.40",11.485,42.196,78.21,3.565,6.038,0,0,0,0,0,0,0
845,ES,2004,15540.2763408337,"27,857.56",10.965,42.859,80.598,4.306,9.661,0,0,0,0,0,0,0
846,ES,2005,17015.8442844428,"29,232.58",9.153,43.663,83.326,1.89,6.964,0,0,0,0,0,0,0
847,ES,2006,18961.8217309115,"30,875.88",8.453,44.361,86.293,4.73,8.214,0,0,0,0,0,0,0
848,ES,2007,20705.3187821109,"32,218.16",8.233,45.236,88.747,7.599,8.242,0,0,0,0,0,0,0
849,ES,2008,22311.3430432554,"32,589.64",11.245,45.983,92.413,-0.907,-5.508,0,0,0,0,0,0,0
850,ES,2009,22097.8846150625,"31,301.72",17.855,46.368,92.192,-10.839,-18.303,0,0,0,0,0,0,0
851,ES,2010,22074.2788781199,"31,597.41",19.858,46.562,94.075,9.064,6.198,0,0,0,0,0,0,0
852,ES,2011,21466.9677046765,"31,872.36",21.39,46.736,96.944,8.176,-0.587,0,0,0,0,0,0,0
853,ES,2012,20290.5430282631,"31,724.78",24.788,46.766,99.306,0.93,-5.836,0,0,0,0,0,0,0
854,ES,2013,19636.9770059184,"32,463.13",26.095,46.593,100.825,4.384,-0.215,0,0,0,0,0,0,0
855,ES,2014,19392.0477215219,"33,558.98",24.443,46.455,100.633,4.523,6.798,0,0,0,0,0,0,0
856,ES,2015,19815.2653142399,"34,954.85",22.058,46.41,100,4.316,5.078,0,0,0,0,0,0,0
857,ES,2016,19883.6032038743,"37,329.29",19.635,46.45,99.663,5.372,2.65,0,0,0,0,0,0,0
858,ES,2017,20817.9129732408,"39,647.79",17.225,46.533,101.693,5.514,6.785,0,0,0,0,0,0,0
859,ES,2018,21852.1675113243,"41,353.85",15.255,46.729,103.458,1.723,3.92,0,0,0,0,0,0,0
860,ES,2019,22442.6013509614,"42,587.26",14.105,47.105,104.264,2.213,1.288,0,0,0,0,0,0,0
861,ES,2020,22449.9405923208,"38,054.66",15.533,47.356,103.913,-19.939,-14.853,0,0,0,0,0,0,0
862,ES,2021,24006.5095293373,"41,921.32",14.785,47.399,107.038,14.376,13.925,0,0,0,0,0,0,0
863,SE,1981,4622.67839423537,"12,044.33",3.417,8.323,33.407,-14.939,-20.96,0,0,0,0,0,0,0
864,SE,1983,5311.45342388509,"13,739.84",4.758,8.331,39.503,-9.607,-17.433,0,0,0,0,0,0,0
865,SE,1985,6371.92547850577,"15,629.10",3.85,8.358,45.816,-2.069,3.431,0,0,0,0,0,0,0
866,SE,1987,6996.50666257631,"17,263.61",2.867,8.414,49.772,18.392,19.906,0,0,0,0,0,0,0
867,SE,1989,7221.68092079594,"19,278.56",2.025,8.527,56.047,-1.808,1.608,0,0,0,0,0,0,0
868,SE,1991,7016.20040855809,"20,322.83",4,8.644,67.358,-3.746,-7.646,0,0,0,0,0,0,0
869,SE,1993,7974.93153541218,"20,455.12",11.15,8.745,71.489,-15.104,-18.114,0,0,0,0,0,0,0
870,SE,1995,9018.42396142506,"22,799.87",10.417,8.837,75.382,22.652,19.64,0,0,0,0,0,0,0
871,SE,1997,9986.65339841478,"24,699.06",10.875,8.848,77.536,-0.423,-0.057,0,0,0,0,0,0,0
872,SE,1999,11215.8601010866,"27,500.42",7.55,8.861,78.764,7.836,5.007,0,0,0,0,0,0,0
873,SE,2001,13657.0180982747,"30,400.78",6.033,8.909,81.923,1.683,-2.123,0,0,0,0,0,0,0
874,SE,2003,13194.505219023,"32,674.81",6.75,8.976,85.445,3.399,4.048,0,0,0,0,0,0,0
875,SE,2004,12927.5752332636,"34,868.25",7.583,9.011,86.316,12.087,7.302,0,0,0,0,0,0,0
876,SE,2005,13290.368739212,"36,841.13",7.85,9.048,87.037,7.067,8.383,0,0,0,0,0,0,0
877,SE,2006,14387.959231698,"39,463.04",7.242,9.113,88.343,9.045,8.125,0,0,0,0,0,0,0
878,SE,2007,13849.904012322,"41,605.34",6.317,9.183,89.826,5.905,9.519,0,0,0,0,0,0,0
879,SE,2008,14794.4154782497,"41,877.31",6.35,9.256,92.833,1.534,2.857,0,0,0,0,0,0,0
880,SE,2009,13847.6478810415,"39,952.65",8.483,9.341,94.632,-15.377,-14.189,0,0,0,0,0,0,0
881,SE,2010,13689.2473071266,"42,498.76",8.775,9.416,96.431,11.107,11.816,0,0,0,0,0,0,0
882,SE,2011,14211.9764761301,"44,450.32",7.95,9.483,97.742,8.411,7.314,0,0,0,0,0,0,0
883,SE,2012,14320.0147117295,"45,258.81",8.15,9.556,98.658,0.558,0.122,0,0,0,0,0,0,0
884,SE,2013,14625.4286061688,"46,098.79",8.208,9.645,99.094,0.709,1.023,0,0,0,0,0,0,0
885,SE,2014,14283.8903056427,"46,936.61",8.1,9.747,99.302,3.814,6.553,0,0,0,0,0,0,0
886,SE,2015,15489.0516780699,"48,857.88",7.592,9.851,100,4.995,5.031,0,0,0,0,0,0,0
887,SE,2016,15948.8884185546,"50,061.58",7.15,9.995,101.139,1.919,4.803,0,0,0,0,0,0,0
888,SE,2017,16939.8903134867,"52,413.09",6.858,10.12,103.028,4.155,4.464,0,0,0,0,0,0,0
889,SE,2018,17055.9382430727,"54,131.78",6.517,10.23,105.126,4.253,4.146,0,0,0,0,0,0,0
890,SE,2019,17743.1195005092,"55,667.10",6.975,10.328,106.937,6.608,2.387,0,0,0,0,0,0,0
891,SE,2020,17880.8152564323,"54,894.87",8.542,10.379,107.64,-5.781,-5.906,0,0,0,0,0,0,0
892,SE,2021,18089.4529417937,"60,027.67",8.8,10.452,110.496,10.735,11.912,0,0,0,0,0,0,0
893,CH,1981,5727.26928740908,"20,028.86",0.19,6.335,58.683,13.899,7.375,0,0,0,0,0,0,0
894,CH,1983,5731.21219095456,"21,678.24",0.85,6.41,63.841,-1.951,1.194,0,0,0,0,0,0,0
895,CH,1986,7914.65680733543,"25,433.37",0.832,6.485,68.472,1.115,11.404,0,0,0,0,0,0,0
896,CH,1989,8606.32732329001,"30,083.46",0.564,6.62,72.987,5.854,7.119,0,0,0,0,0,0,0
897,CH,1992,8380.53704204879,"32,754.76",2.549,6.843,84.727,3.681,1.262,0,0,0,0,0,0,0
898,CH,1996,8806.11038069753,"35,258.64",4.656,7.062,90.576,2.956,3.674,0,0,0,0,0,0,0
899,CH,2000,9341.04918810231,"41,278.33",1.824,7.164,93.231,12.464,7.992,0,0,0,0,0,0,0
900,CH,2004,11214.8288997089,"45,450.78",3.879,7.364,96.124,9.406,4.679,0,0,0,0,0,0,0
901,CH,2008,13032.2045849813,"56,072.18",2.577,7.593,101.412,3.97,4.461,0,0,0,0,0,0,0
902,CH,2012,14673.1326896591,"59,749.59",2.905,7.955,101.146,1.044,-2.108,0,0,0,0,0,0,0
903,CH,2015,16639.8934235238,"65,617.24",3.178,8.238,99.763,3.847,4.777,0,0,0,0,0,0,0
