,Country,Year,rd_expenditure,gdpca,unemp_rate,population,inflation,export_vol,import_vol,rd_expenditure_missing,gdpca_missing,unemp_rate_missing,population_missing,inflation_missing,export_vol_missing,import_vol_missing
417,IS,2015,355.052834424328,"49,470.73",4.5,0.329,151.6,8.948,13.542,0,0,0,0,0,0,0
418,IS,2016,365.047901884204,"53,942.99",3.342,0.333,154.167,10.951,14.603,0,0,0,0,0,0,0
419,IS,2017,375.730612108422,"56,944.80",3.283,0.338,156.892,5.08,11.831,0,0,0,0,0,0,0
420,IS,2018,378.273083463822,"59,391.89",3.1,0.348,161.092,0.422,-0.908,0,0,0,0,0,0,0
421,IS,2019,450.514341667473,"60,075.95",3.925,0.357,165.933,-5.471,-9.088,0,0,0,0,0,0,0
422,IS,2020,446.41945889187,"55,345.18",6.433,0.364,170.658,-31.074,-20.635,0,0,0,0,0,0,0
423,IS,2021,527.39196216874,"59,575.15",6.017,0.369,178.267,14.695,19.899,0,0,0,0,0,0,0
424,IE,1981,425.924982282389,"8,190.68",0,3.47,34.548,1.705,1.628,0,0,1,0,0,0,0
425,IE,1982,433.017339430506,"8,733.92",0,3.506,40.487,4.482,-3.693,0,0,1,0,0,0,0
426,IE,1983,417.001487254959,"8,948.03",0,3.531,44.696,10.52,4.977,0,0,1,0,0,0,0
427,IE,1984,473.58831994004,"9,500.29",0,3.556,48.556,16.246,9.751,0,0,1,0,0,0,0
428,IE,1985,529.100163479731,"9,960.50",17.7,3.567,51.211,6.6,3.158,0,0,0,0,0,0,0
429,IE,1986,571.495859053329,"10,202.39",18.1,3.567,52.769,2.71,5.204,0,0,0,0,0,0,0
430,IE,1987,595.436263835743,"10,817.36",18.8,3.573,54.433,13.879,7.298,0,0,0,0,0,0,0
431,IE,1988,602.793188882335,"11,586.16",18.4,3.558,55.612,8.151,6.434,0,0,0,0,0,0,0
432,IE,1989,640.606913105374,"12,793.30",17.9,3.536,57.83,11.417,13.886,0,0,0,0,0,0,0
433,IE,1990,719.245356553985,"14,310.51",17.2,3.532,59.772,9.173,6.024,0,0,0,0,0,0,0
434,IE,1991,826.849172601021,"14,952.48",19,3.552,61.644,5.61,2.439,0,0,0,0,0,0,0
435,IE,1992,949.1297050667,"15,712.31",16.3,3.581,63.586,13.859,8.063,0,0,0,0,0,0,0
436,IE,1993,1103.17640991626,"16,366.65",16.7,3.601,64.487,9.812,7.529,0,0,0,0,0,0,0
437,IE,1994,1262.50380043878,"17,643.22",15.1,3.613,66.013,15.101,15.48,0,0,0,0,0,0,0
438,IE,1995,1393.55032934691,"19,656.76",14.1,3.629,67.675,20.141,15.93,0,0,0,0,0,0,0
439,IE,1996,1552.79374728234,"21,687.22",11.8,3.654,69.15,12.421,12.842,0,0,0,0,0,0,0
440,IE,1997,1684.81602353647,"24,177.43",9.858,3.692,70.017,17.549,16.645,0,0,0,0,0,0,0
441,IE,1998,1781.34206508596,"26,314.28",7.55,3.731,71.508,22.771,27.775,0,0,0,0,0,0,0
442,IE,1999,1876.66694183124,"29,164.85",5.908,3.773,73.233,15.77,12.617,0,0,0,0,0,0,0
443,IE,2000,1932.6258819135,"32,161.66",4.392,3.828,77.117,21.188,21.686,0,0,0,0,0,0,0
444,IE,2001,1975.28601359959,"34,095.85",4.183,3.889,80.2,14.007,13.101,0,0,0,0,0,0,0
445,IE,2002,2099.40802736719,"36,043.05",4.725,3.956,83.958,6.477,5.339,0,0,0,0,0,0,0
446,IE,2003,2303.21878835694,"37,249.77",4.85,4.021,87.317,-1.698,-2.418,0,0,0,0,0,0,0
447,IE,2004,2576.43106911513,"40,064.24",4.75,4.1,89.333,6.52,1.904,0,0,0,0,0,0,0
448,IE,2005,2757.12550173132,"42,650.76",4.633,4.2,91.3,5.48,12.723,0,0,0,0,0,0,0
449,IE,2006,2911.40415142387,"44,867.88",4.775,4.321,93.742,6.051,9.301,0,0,0,0,0,0,0
450,IE,2007,3156.0650032908,"47,173.11",5,4.445,96.45,8.901,9.35,0,0,0,0,0,0,0
451,IE,2008,3398.49619098349,"45,200.04",6.808,4.516,99.458,-3.804,-2.786,0,0,0,0,0,0,0
452,IE,2009,3741.00485444899,"42,875.53",12.642,4.547,97.792,4.65,-1.702,0,0,0,0,0,0,0
453,IE,2010,3759.31490381258,"43,918.72",14.592,4.568,96.192,5.981,0.568,0,0,0,0,0,0,0
454,IE,2011,3690.48029658482,"45,040.58",15.4,4.585,97.358,3.109,2.643,0,0,0,0,0,0,0
455,IE,2012,3700.08757692793,"46,335.18",15.492,4.605,99.2,-0.823,-1.015,0,0,0,0,0,0,0
456,IE,2013,3767.76938429503,"47,773.46",13.767,4.631,99.733,2.99,1.085,0,0,0,0,0,0,0
457,IE,2014,3971.9550802799,"51,031.95",11.892,4.667,100.033,14.593,14.664,0,0,0,0,0,0,0
458,IE,2015,3839.38771751253,"68,918.00",9.925,4.714,99.983,39.166,32.354,0,0,0,0,0,0,0
459,IE,2016,3893.06018442079,"71,291.36",8.383,4.771,99.8,4.603,19.006,0,0,0,0,0,0,0
460,IE,2017,4520.9949931304,"78,003.14",6.758,4.825,100.058,9.635,1.179,0,0,0,0,0,0,0
461,IE,2018,4574.66942434669,"85,621.90",5.783,4.886,100.767,9.804,2.467,0,0,0,0,0,0,0
462,IE,2019,5063.5835635302,"90,719.12",4.958,4.949,101.65,11.849,42.323,0,0,0,0,0,0,0
463,IE,2020,5408.54133591303,"96,743.01",5.858,4.992,101.175,11.169,-2.072,0,0,0,0,0,0,0
464,IE,2021,5263.5935718642,"113,785.67",6.25,5.038,103.642,14.066,-8.35,0,0,0,0,0,0,0
465,IT,1981,12535.0840666319,"11,973.71",7.649,56.479,24.266,11.9,0.393,0,0,0,0,0,0,0
466,IT,1982,12926.9105854522,"12,723.27",8.288,56.524,28.26,-1.305,-0.054,0,0,0,0,0,0,0
467,IT,1983,13770.5044505599,"13,334.62",7.367,56.563,32.415,3.8,-3.067,0,0,0,0,0,0,0
468,IT,1984,15105.8178788795,"14,231.60",7.833,56.565,35.896,7.702,12.825,0,0,0,0,0,0,0
469,IT,1985,17256.1988035195,"15,060.23",8.167,56.588,39.116,3.575,4.275,0,0,0,0,0,0,0
470,IT,1986,17910.6833006434,"15,777.15",8.867,56.598,41.392,1.685,5.316,0,0,0,0,0,0,0
471,IT,1987,19394.0910419599,"16,664.22",9.617,56.594,43.346,4.113,12.033,0,0,0,0,0,0,0
472,IT,1988,20649.4426895575,"17,942.20",9.683,56.609,45.552,5.189,5.962,0,0,0,0,0,0,0
473,IT,1989,21668.8459998748,"19,238.70",9.667,56.649,48.397,8.527,8.55,0,0,0,0,0,0,0
474,IT,1990,22853.3877606964,"20,338.13",8.858,56.694,51.492,6.857,9.63,0,0,0,0,0,0,0
475,IT,1991,22062.6210327683,"21,309.84",8.533,56.744,54.692,-1.971,1.798,0,0,0,0,0,0,0
476,IT,1992,21499.2188808066,"21,941.87",8.808,56.773,57.417,7.285,7.115,0,0,0,0,0,0,0
477,IT,1993,20297.761008959,"22,255.40",9.833,56.821,60,8.973,-11.195,0,0,0,0,0,0,0
478,IT,1994,19353.5853319274,"23,193.64",10.633,56.842,62.5,9.626,8.05,0,0,0,0,0,0,0
479,IT,1995,18949.0169442561,"24,314.38",11.15,56.844,65.867,12.584,9.555,0,0,0,0,0,0,0
480,IT,1996,19442.5815889396,"25,073.34",11.15,56.844,68.492,1.446,-0.429,0,0,0,0,0,0,0
481,IT,1997,20673.0381323843,"25,957.80",11.242,56.876,69.758,5.035,10.389,0,0,0,0,0,0,0
482,IT,1998,21413.4114058132,"26,712.10",11.333,56.904,71.175,2.694,9.036,0,0,0,0,0,0,0
483,IT,1999,21237.0617693102,"27,526.58",10.942,56.909,72.35,-0.978,4.495,0,0,0,0,0,0,0
484,IT,2000,22557.9986019993,"29,208.86",10.1,56.924,74.217,12.085,10.991,0,0,0,0,0,0,0
485,IT,2001,23847.5340037352,"30,429.87",9.1,56.961,75.942,2.571,2.431,0,0,0,0,0,0,0
486,IT,2002,24839.2667984316,"30,964.90",8.608,56.993,77.925,-2.805,0.563,0,0,0,0,0,0,0
487,IT,2003,24360.8185756064,"31,513.06",8.45,57.186,80.117,-1.298,0.739,0,0,0,0,0,0,0
488,IT,2004,24504.8313667959,"32,577.19",8.033,57.612,81.925,6.13,4.573,0,0,0,0,0,0,0
489,IT,2005,24566.4563439304,"33,621.26",7.758,58.044,83.733,3.217,3.441,0,0,0,0,0,0,0
490,IT,2006,25955.9863915241,"35,131.23",6.867,58.289,85.6,8.31,7.959,0,0,0,0,0,0,0
491,IT,2007,27435.0047592819,"36,478.43",6.2,58.511,87.333,6.197,5.454,0,0,0,0,0,0,0
492,IT,2008,27910.7222648196,"36,513.86",6.792,59.002,90.383,-3.169,-4.024,0,0,0,0,0,0,0
493,IT,2009,27762.3521182385,"34,561.91",7.867,59.421,91.075,-17.817,-13.118,0,0,0,0,0,0,0
494,IT,2010,28240.21423969,"35,415.86",8.5,59.69,92.55,11.762,12.167,0,0,0,0,0,0,0
495,IT,2011,28056.5184728841,"36,250.62",8.592,59.948,95.267,5.42,0.563,0,0,0,0,0,0,0
496,IT,2012,28593.9782957548,"36,143.03",10.892,60.105,98.425,2.032,-8.119,0,0,0,0,0,0,0
497,IT,2013,28932.2218752498,"36,288.53",12.35,60.277,99.65,0.374,-2.702,0,0,0,0,0,0,0
498,IT,2014,29760.9835086774,"36,460.75",12.792,60.346,99.883,2.615,3.452,0,0,0,0,0,0,0
499,IT,2015,29994.846699333,"37,175.64",12.033,60.295,99.992,4.274,6.464,0,0,0,0,0,0,0
500,IT,2016,31016.5328532211,"40,230.69",11.717,60.164,99.942,1.866,3.927,0,0,0,0,0,0,0
501,IT,2017,31619.5003278472,"42,111.53",11.3,60.067,101.267,5.436,6.091,0,0,0,0,0,0,0
502,IT,2018,33176.8808543729,"43,616.89",10.617,59.938,102.525,2.142,3.438,0,0,0,0,0,0,0
503,IT,2019,34206.8925545172,"44,704.06",9.9,59.817,103.175,1.574,-0.7,0,0,0,0,0,0,0
504,IT,2020,32098.4749276397,"41,342.12",9.342,59.641,103.025,-13.507,-12.129,0,0,0,0,0,0,0
505,IT,2021,33805.9442999265,"46,696.02",9.517,59.03,105.025,14.007,15.201,0,0,0,0,0,0,0
506,JP,1981,55196.0801447655,"10,358.12",2.208,117.623,76.754,13.32,2.136,0,0,0,0,0,0,0
507,JP,1982,59289.3091263123,"11,283.02",2.35,118.451,78.865,1.432,-0.674,0,0,0,0,0,0,0
508,JP,1983,64670.3480152432,"12,054.51",2.658,119.271,80.348,4.972,-3.443,0,0,0,0,0,0,0
509,JP,1984,70318.8100705353,"12,967.15",2.708,120.05,82.157,15.32,10.537,0,0,0,0,0,0,0
510,JP,1985,78689.5769656827,"13,989.80",2.625,120.8,83.831,5.254,-2.691,0,0,0,0,0,0,0
511,JP,1986,80136.8620875663,"14,667.90",2.767,121.446,84.34,-5.12,3.756,0,0,0,0,0,0,0
512,JP,1987,85886.6420071372,"15,666.27",2.85,122.031,84.448,-0.103,9.018,0,0,0,0,0,0,0
513,JP,1988,92538.223233375,"17,246.02",2.517,122.548,85.001,6.696,18.661,0,0,0,0,0,0,0
514,JP,1989,101101.330263179,"18,719.64",2.25,123.028,86.95,9.474,17.994,0,0,0,0,0,0,0
515,JP,1990,109272.576419762,"20,302.68",2.1,123.438,89.62,7.183,8.106,0,0,0,0,0,0,0
516,JP,1991,111778.573738083,"21,620.81",2.092,123.928,92.553,5.237,-1.112,0,0,0,0,0,0,0
517,JP,1992,110591.530403482,"22,222.42",2.15,124.367,94.151,4.38,-1.087,0,0,0,0,0,0,0
518,JP,1993,107773.987631157,"22,558.22",2.5,124.77,95.332,0.363,-1.285,0,0,0,0,0,0,0
519,JP,1994,106644.52340982,"23,177.43",2.892,125.116,95.99,2.167,23.642,0,0,0,0,0,0,0
520,JP,1995,113506.832537883,"24,224.05",3.15,125.436,95.905,4.186,11.42,0,0,0,0,0,0,0
521,JP,1996,120718.350539604,"25,385.04",3.367,125.711,96.038,4.833,11.768,0,0,0,0,0,0,0
522,JP,1997,125534.413115033,"26,014.09",3.4,126.011,97.67,11.085,0.512,0,0,0,0,0,0,0
523,JP,1998,128752.286705296,"25,903.30",4.1,126.349,98.307,-2.424,-6.804,0,0,0,0,0,0,0
524,JP,1999,129196.742819176,"26,131.28",4.667,126.587,97.966,2.001,3.702,0,0,0,0,0,0,0
525,JP,2000,133313.802786243,"27,409.20",4.733,126.831,97.293,13.023,9.562,0,0,0,0,0,0,0
526,JP,2001,136875.382784283,"28,068.31",5.042,127.132,96.618,-6.633,1.163,0,0,0,0,0,0,0
527,JP,2002,138883.76212066,"28,457.75",5.358,127.4,95.751,7.892,0.787,0,0,0,0,0,0,0
528,JP,2003,142350.183210128,"29,410.87",5.242,127.634,95.499,9.629,3.394,0,0,0,0,0,0,0
529,JP,2004,144881.418819039,"30,836.41",4.733,127.734,95.489,14.371,8.504,0,0,0,0,0,0,0
530,JP,2005,154899.897335988,"32,372.68",4.425,127.752,95.214,7.12,5.946,0,0,0,0,0,0,0
531,JP,2006,161877.319772383,"33,831.09",4.117,127.746,95.458,10.306,4.704,0,0,0,0,0,0,0
532,JP,2007,167583.607628083,"35,257.88",3.833,127.757,95.502,8.703,2.271,0,0,0,0,0,0,0
533,JP,2008,165515.151500138,"35,512.16",3.983,127.692,96.823,1.588,0.733,0,0,0,0,0,0,0
534,JP,2009,151524.276807069,"33,742.48",5.075,127.551,95.534,-23.383,-15.56,0,0,0,0,0,0,0
535,JP,2010,153244.926262932,"35,535.22",5.058,127.594,94.825,24.861,11.285,0,0,0,0,0,0,0
536,JP,2011,158238.562709329,"36,215.06",4.583,127.831,94.562,-0.12,5.728,0,0,0,0,0,0,0
537,JP,2012,158829.473590394,"37,628.74",4.325,127.552,94.516,0.146,5.453,0,0,0,0,0,0,0
538,JP,2013,167387.098458661,"39,436.81",4.008,127.333,94.829,0.81,3.169,0,0,0,0,0,0,0
539,JP,2014,172435.579472777,"39,604.12",3.583,127.12,97.445,9.342,8.125,0,0,0,0,0,0,0
540,JP,2015,168514.031992379,"40,959.27",3.375,126.978,98.224,3.211,0.44,0,0,0,0,0,0,0
541,JP,2016,162761.260185874,"40,640.54",3.108,126.96,98.102,1.618,-1.175,0,0,0,0,0,0,0
542,JP,2017,168668.186352487,"41,408.95",2.825,126.746,98.579,6.619,3.307,0,0,0,0,0,0,0
543,JP,2018,172586.210937616,"42,761.92",2.442,126.495,99.555,3.76,3.814,0,0,0,0,0,0,0
544,JP,2019,171840.935909874,"43,448.14",2.358,126.221,100.021,-1.458,0.988,0,0,0,0,0,0,0
545,JP,2020,167081.614070721,"42,256.44",2.783,125.849,99.995,-11.595,-6.751,0,0,0,0,0,0,0
546,JP,2021,172062.488776545,"45,224.30",2.817,125.507,99.761,11.692,5.047,0,0,0,0,0,0,0
547,KR,1991,10061.8091073376,"8,555.88",2.45,43.296,42.071,12.222,19.984,0,0,0,0,0,0,0
548,KR,1992,11200.3541821844,"9,197.23",2.525,43.748,44.685,12.124,4.817,0,0,0,0,0,0,0
549,KR,1993,13000.3140503865,"9,961.03",2.9,44.195,46.831,10.062,6.744,0,0,0,0,0,0,0
550,KR,1994,15422.1098840886,"11,005.48",2.475,44.642,49.765,18.098,23.936,0,0,0,0,0,0,0
551,KR,1995,17231.458818423,"12,193.25",2.067,45.093,51.995,22.956,22.03,0,0,0,0,0,0,0
552,KR,1996,19071.197468841,"13,269.24",2.058,45.525,54.555,10.19,14.136,0,0,0,0,0,0,0
553,KR,1997,20541.5943022647,"14,197.18",2.617,45.954,56.977,18.714,2.362,0,0,0,0,0,0,0
554,KR,1998,18291.4068341339,"13,522.58",6.95,46.287,61.258,14.565,-24.219,0,0,0,0,0,0,0
555,KR,1999,19475.0212628184,"15,177.33",6.583,46.617,61.756,12.27,24.635,0,0,0,0,0,0,0
556,KR,2000,22393.6905171514,"16,786.58",4.425,47.008,63.151,16.985,22.093,0,0,0,0,0,0,0
557,KR,2001,25175.7472279375,"17,860.12",4,47.37,65.719,-1.799,-3.462,0,0,0,0,0,0,0
558,KR,2002,26276.718222568,"19,427.10",3.258,47.645,67.534,12.813,14.891,0,0,0,0,0,0,0
559,KR,2003,27956.7083697991,"20,328.38",3.55,47.892,69.908,13.58,10.479,0,0,0,0,0,0,0
560,KR,2004,31539.5465831742,"21,872.12",3.658,48.083,72.418,21.005,12.084,0,0,0,0,0,0,0
561,KR,2005,33986.3407990567,"23,480.12",3.75,48.185,74.413,7.899,7.753,0,0,0,0,0,0,0
562,KR,2006,38561.1031489461,"25,345.38",3.475,48.438,76.081,12.045,12.472,0,0,0,0,0,0,0
563,KR,2007,43096.5419963392,"27,401.18",3.258,48.684,78.01,12.604,11.383,0,0,0,0,0,0,0
564,KR,2008,46192.2752643363,"28,550.45",3.175,49.055,81.656,7.602,3.263,0,0,0,0,0,0,0
565,KR,2009,49016.7442735688,"28,812.53",3.633,49.308,83.906,-0.457,-6.908,0,0,0,0,0,0,0
566,KR,2010,55165.4623892361,"30,988.28",3.708,49.554,86.373,13.028,17.51,0,0,0,0,0,0,0
567,KR,2011,61963.4020987878,"32,546.75",3.408,49.937,89.85,15.417,14.512,0,0,0,0,0,0,0
568,KR,2012,68017.046926153,"33,557.12",3.225,50.2,91.815,5.793,2.568,0,0,0,0,0,0,0
569,KR,2013,72007.189139609,"34,244.31",3.1,50.429,93.01,3.82,1.64,0,0,0,0,0,0,0
570,KR,2014,76694.7086639688,"35,324.50",3.492,50.747,94.196,2.096,1.263,0,0,0,0,0,0,0
571,KR,2015,76922.04037023,"37,907.50",3.592,51.015,94.861,0.234,2.113,0,0,0,0,0,0,0
572,KR,2016,79364.7471271804,"39,567.02",3.675,51.218,95.783,2.372,5.175,0,0,0,0,0,0,0
573,KR,2017,88135.828288658,"41,001.07",3.683,51.362,97.645,2.48,8.857,0,0,0,0,0,0,0
574,KR,2018,95437.6659429012,"43,020.64",3.833,51.585,99.086,3.976,1.713,0,0,0,0,0,0,0
575,KR,2019,99970.920846719,"44,619.45",3.783,51.765,99.466,0.238,-1.909,0,0,0,0,0,0,0
576,KR,2020,102880.45893911,"44,819.25",3.942,51.836,100,-1.707,-3.128,0,0,0,0,0,0,0
577,KR,2021,110148.077363916,"48,859.94",3.675,51.745,102.498,10.845,10.062,0,0,0,0,0,0,0
578,LU,2000,653.639328281725,"66,404.51",2.4,0.434,70.428,17.131,15.012,0,0,0,0,0,0,0
579,LU,2003,731.878471089329,"74,261.74",3.292,0.448,75.468,2.784,3.644,0,0,0,0,0,0,0
580,LU,2004,746.257595391472,"78,310.85",3.692,0.455,77.913,9.232,9.095,0,0,0,0,0,0,0
581,LU,2005,750.603503942845,"81,658.73",4.083,0.461,80.846,5.976,6.148,0,0,0,0,0,0,0
582,LU,2006,841.778385083984,"87,740.48",4.233,0.469,83.238,12.922,11.492,0,0,0,0,0,0,0
583,LU,2007,867.341006631681,"95,957.19",4.183,0.476,85.448,5.128,2.564,0,0,0,0,0,0,0
584,LU,2008,850.969935704225,"95,969.88",4.142,0.484,88.943,-0.328,2.181,0,0,0,0,0,0,0
585,LU,2009,845.642317194713,"91,619.73",5.483,0.494,88.954,-7.243,-9.073,0,0,0,0,0,0,0
586,LU,2010,786.479552403766,"94,559.80",5.817,0.502,91.441,10.156,14.253,0,0,0,0,0,0,0
587,LU,2011,795.13817115929,"95,683.82",5.667,0.512,94.848,4.388,6.746,0,0,0,0,0,0,0
588,LU,2012,684.629473055437,"97,749.49",6.099,0.525,97.588,1.619,1.76,0,0,0,0,0,0,0
589,LU,2013,722.248869587388,"102,120.58",6.83,0.537,99.244,6.316,6.229,0,0,0,0,0,0,0
590,LU,2014,731.09708391776,"106,564.11",7.092,0.55,99.933,6.516,8.236,0,0,0,0,0,0,0
591,LU,2015,769.351921645869,"109,154.33",6.648,0.563,99.994,5.139,5.708,0,0,0,0,0,0,0
592,LU,2016,817.096767297365,"114,497.33",6.263,0.576,100.038,5.309,3.752,0,0,0,0,0,0,0
593,LU,2017,809.615525134316,"116,621.22",5.844,0.591,102.151,-0.227,0.754,0,0,0,0,0,0,0
594,LU,2018,775.052874535363,"118,604.26",5.104,0.602,104.214,3.612,3.711,0,0,0,0,0,0,0
595,LU,2019,800.526755803187,"121,140.52",5.404,0.614,105.937,4.524,5.679,0,0,0,0,0,0,0
596,LU,2020,713.019988316994,"119,367.87",6.365,0.626,105.943,0.222,-0.412,0,0,0,0,0,0,0
597,LU,2021,721.71822210093,"129,313.31",5.732,0.635,109.62,9.68,11.835,0,0,0,0,0,0,0
598,MX,1993,2323.37664479847,"9,901.96",3.43,88.851,13.417,9.268,16.033,0,0,0,0,0,0,0
599,MX,1994,3219.5474976491,"10,435.61",3.7,90.363,14.354,8.795,18.096,0,0,0,0,0,0,0
600,MX,1995,3172.20477916917,"9,823.11",6.23,91.844,19.387,20.198,-15.942,0,0,0,0,0,0,0
601,MX,1996,3450.70112582019,"10,514.41",5.45,93.295,26.046,15.448,17.478,0,0,0,0,0,0,0
602,MX,1997,4062.46143065415,"11,256.01",3.73,94.721,31.411,9.385,23.113,0,0,0,0,0,0,0
603,MX,1998,4670.71046191735,"11,796.59",3.16,96.117,36.41,7.396,14.804,0,0,0,0,0,0,0
604,MX,1999,5469.12207586054,"12,120.01",2.5,97.483,42.442,5.43,11.513,0,0,0,0,0,0,0
605,MX,2000,5106.18939454086,"12,835.67",2.2,98.785,46.468,11.567,20.297,0,0,0,0,0,0,0
606,MX,2001,5385.3055379243,"12,899.40",2.768,100.105,49.426,-0.521,-0.841,0,0,0,0,0,0,0
607,MX,2002,5883.25480735052,"12,916.06",2.978,101.494,51.916,0.396,1.208,0,0,0,0,0,0,0
608,MX,2003,6622.68619628297,"13,180.13",3.4,102.89,54.278,1.907,2.511,0,0,0,0,0,0,0
609,MX,2004,6795.21645487148,"13,878.14",3.919,104.272,56.826,9.87,6.483,0,0,0,0,0,0,0
610,MX,2005,7136.07703677821,"14,450.10",3.478,105.669,59.094,6.315,5.379,0,0,0,0,0,0,0
611,MX,2006,6909.96685129825,"15,349.70",3.528,107.155,61.241,7.811,8.686,0,0,0,0,0,0,0
612,MX,2007,7625.71236965912,"15,890.05",3.609,108.745,63.672,1.974,4.826,0,0,0,0,0,0,0
613,MX,2008,8594.63523372432,"16,133.60",3.888,110.405,66.938,-1.017,3.281,0,0,0,0,0,0,0
614,MX,2009,8794.49123714754,"15,146.91",5.329,112.095,70.483,-10.855,-15.949,0,0,0,0,0,0,0
615,MX,2010,9539.74776392852,"15,879.32",5.272,113.749,73.411,22.362,17.055,0,0,0,0,0,0,0
616,MX,2011,9418.41703070957,"16,567.23",5.173,115.367,75.91,7.713,5.618,0,0,0,0,0,0,0
617,MX,2012,8719.00374748822,"17,212.61",4.889,116.936,79.031,6.525,5.417,0,0,0,0,0,0,0
618,MX,2013,8922.45802852889,"17,428.64",4.905,118.454,82.037,1.371,2.118,0,0,0,0,0,0,0
619,MX,2014,9398.5249946441,"18,119.83",4.835,119.936,85.335,6.982,5.921,0,0,0,0,0,0,0
620,MX,2015,9577.03685383008,"18,382.24",4.348,121.348,87.655,8.414,5.922,0,0,0,0,0,0,0
621,MX,2016,8875.62936028154,"19,422.13",3.876,122.715,90.126,3.582,2.853,0,0,0,0,0,0,0
622,MX,2017,7673.48770386878,"19,933.50",3.422,124.042,95.572,4.162,6.36,0,0,0,0,0,0,0
623,MX,2018,7335.3789307757,"20,646.74",3.323,125.328,100.252,6.004,6.43,0,0,0,0,0,0,0
624,MX,2019,6768.36600362221,"20,768.10",3.49,126.578,103.896,1.469,-0.728,0,0,0,0,0,0,0
625,MX,2020,6500.74682091519,"19,174.55",4.412,127.792,107.426,-7.298,-13.729,0,0,0,0,0,0,0
626,NL,1981,6680.61268402729,"12,644.39",4.583,14.209,51.148,1.424,-6.058,0,0,0,0,0,0,0
627,NL,1982,7001.51606063539,"13,181.79",6.525,14.286,54.166,-0.446,0.039,0,0,0,0,0,0,0
628,NL,1983,7299.03290937625,"13,886.58",8.254,14.34,55.737,3.189,3.916,0,0,0,0,0,0,0
629,NL,1984,7276.21432378411,"14,779.70",8.09,14.395,57.632,7.751,5.307,0,0,0,0,0,0,0
630,NL,1985,8036.92044625768,"15,587.88",7.327,14.454,58.957,5.137,6.464,0,0,0,0,0,0,0
631,NL,1986,8739.61009594354,"16,313.48",6.52,14.529,58.957,2.705,4.245,0,0,0,0,0,0,0
632,NL,1987,9301.86423280162,"16,926.44",6.337,14.615,58.368,3.49,3.718,0,0,0,0,0,0,0
633,NL,1988,9339.27310777538,"18,202.45",6.247,14.715,58.66,7.522,3.213,0,0,0,0,0,0,0
634,NL,1989,9314.79978604892,"19,643.27",5.674,14.805,59.305,8.612,7.802,0,0,0,0,0,0,0
635,NL,1990,9917.2230046547,"21,105.29",5.112,14.893,60.788,5.66,3.976,0,0,0,0,0,0,0
636,NL,1991,9623.49419120728,"22,178.40",4.799,15.01,62.717,6.605,6.335,0,0,0,0,0,0,0
637,NL,1992,9449.1413181794,"22,863.49",4.865,15.129,64.498,2.945,2.851,0,0,0,0,0,0,0
638,NL,1993,9683.86711443755,"23,530.07",5.53,15.239,65.559,3.967,0.396,0,0,0,0,0,0,0
639,NL,1994,10171.6368415784,"24,590.53",6.193,15.342,66.947,8.67,9.032,0,0,0,0,0,0,0
640,NL,1995,10565.2944199061,"25,664.24",7.733,15.424,67.85,8.376,9.821,0,0,0,0,0,0,0
641,NL,1996,11044.2422999383,"26,925.58",7.099,15.494,68.831,4.248,5.323,0,0,0,0,0,0,0
642,NL,1997,11546.4197873637,"28,440.78",6.101,15.567,70.109,9.754,11.13,0,0,0,0,0,0,0
643,NL,1998,11412.0919467733,"29,936.14",4.93,15.654,71.36,6.652,8.392,0,0,0,0,0,0,0
644,NL,1999,12542.267060926,"31,671.12",4.139,15.76,72.813,9.037,9.882,0,0,0,0,0,0,0
645,NL,2000,12831.6996430485,"33,528.11",3.66,15.864,74.522,12.304,11.112,0,0,0,0,0,0,0
646,NL,2001,13176.4417012774,"34,811.40",3.137,15.987,78.333,1.576,2.627,0,0,0,0,0,0,0
647,NL,2002,12832.6431250082,"35,170.47",3.665,16.105,81.351,0.626,0.353,0,0,0,0,0,0,0
648,NL,2003,13135.8616642669,"35,727.49",5.921,16.193,83.161,1.822,1.981,0,0,0,0,0,0,0
649,NL,2004,13435.0310515775,"37,263.46",6.773,16.258,84.311,8.172,6.334,0,0,0,0,0,0,0
650,NL,2005,13594.5798502639,"39,104.39",6.961,16.306,85.569,5.769,5.425,0,0,0,0,0,0,0
651,NL,2006,13801.7466969648,"41,633.26",6.079,16.334,86.983,7.16,7.605,0,0,0,0,0,0,0
652,NL,2007,13743.4785290712,"44,306.71",5.295,16.358,88.364,5.36,7.901,0,0,0,0,0,0,0
653,NL,2008,13641.4853833355,"46,003.86",4.77,16.405,90.318,1.681,-0.759,0,0,0,0,0,0,0
654,NL,2009,13489.6130626431,"44,383.24",5.422,16.486,91.197,-8.566,-7.612,0,0,0,0,0,0,0
655,NL,2010,13985.3957929031,"45,274.12",6.082,16.575,92.045,9.764,8.552,0,0,0,0,0,0,0
656,NL,2011,15679.8366272969,"46,703.31",6.05,16.656,94.32,5.157,3.877,0,0,0,0,0,0,0
657,NL,2012,15806.6429515263,"47,341.62",6.823,16.73,96.978,3.266,2.166,0,0,0,0,0,0,0
658,NL,2013,17761.4279046715,"49,314.47",8.204,16.78,99.454,2.523,2.326,0,0,0,0,0,0,0
659,NL,2014,18158.2422344335,"49,337.71",8.338,16.829,99.775,4.621,3.271,0,0,0,0,0,0,0
660,NL,2015,18281.9743951097,"50,418.74",7.887,16.901,99.991,7.444,14.883,0,0,0,0,0,0,0
