Lag,MAE,RMSE,MAPE
1.0,731.1704332084988,2847.712985534261,0.7535404241146838
2.0,818.1147022554125,3247.9343566550992,0.7297084798824057
3.0,914.5602470446614,3624.969243940588,0.7540064563856896
