Lag,MAE,RMSE,MAPE
1.0,99419.39871453702,126085.31010175576,161.90205867475518
2.0,91652.98006491599,115566.51549801233,148.08957865118623
3.0,86806.73279400935,109624.06126130908,140.30349280844774
