Iteration,Training_Loss
0,38755080000.0
1,24371790000.0
2,55682980000.0
3,41968560000.0
4,73991080000.0
5,45832987000.0
6,47649817000.0
7,40342438000.0
8,58520590000.0
9,75159430000.0
10,54626763000.0
11,62011486000.0
12,19992078000.0
13,46445780000.0
14,65774633000.0
15,33787636000.0
16,38589473000.0
17,24243511000.0
18,55328383000.0
19,41638370000.0
20,73286990000.0
21,45302247000.0
22,46998295000.0
23,39668040000.0
24,57382216000.0
25,73446910000.0
26,53155193000.0
27,60084953000.0
28,19248583000.0
29,44515283000.0
30,62696970000.0
31,31938812000.0
32,36268204000.0
33,22533566000.0
34,51315663000.0
35,38218772000.0
36,66796044000.0
37,40802337000.0
38,41988780000.0
39,34890620000.0
40,49998504000.0
41,63190390000.0
42,44928594000.0
43,50094236000.0
44,15609397000.0
45,35730570000.0
46,49586725000.0
47,24487535000.0
48,27296880000.0
49,16343132000.0
50,37259490000.0
51,26862856000.0
52,46068883000.0
53,27153166000.0
54,27425140000.0
55,21668098000.0
56,30283745000.0
57,36869562000.0
58,24803056000.0
59,26623363000.0
60,7655197000.0
61,16913479000.0
62,22480775000.0
63,10040185000.0
64,10593712000.0
65,5610194000.0
66,13049872000.0
67,8457559000.0
68,13588361000.0
69,7210213000.0
70,6996593700.0
71,4531987500.0
72,5854849500.0
73,6183444000.0
74,3300779500.0
75,3165126400.0
76,1005109800.0
77,1423841400.0
78,1530851800.0
79,792251300.0
80,878172000.0
81,791305800.0
82,939518800.0
83,893688000.0
84,825532350.0
85,1134772200.0
86,1020325400.0
87,993823600.0
88,1186666100.0
89,1355438200.0
90,1084320000.0
91,1140804400.0
92,1077775700.0
93,1075653900.0
94,1022108800.0
95,992006600.0
96,1008100740.0
97,935057660.0
98,832326700.0
99,746283800.0
100,614214460.0
101,742145300.0
102,705420500.0
103,518424320.0
104,660810750.0
105,737396200.0
106,485920160.0
107,614525700.0
108,531492600.0
109,542855550.0
110,666983400.0
111,475393120.0
112,555621300.0
113,463723000.0
114,737053400.0
115,568856900.0
116,716771800.0
117,622299260.0
118,724870600.0
119,454244670.0
120,641494300.0
121,712231940.0
122,432330560.0
123,517225400.0
124,411524060.0
125,400470530.0
126,466619000.0
127,349593120.0
128,399747330.0
129,377329700.0
130,466394240.0
131,379481150.0
132,384321500.0
133,395656350.0
134,441921760.0
135,290070400.0
136,381683170.0
137,406125150.0
138,268472130.0
139,316425180.0
140,324078430.0
141,277834400.0
142,308889150.0
143,263174240.0
144,296739520.0
145,300111330.0
146,342096540.0
147,280858400.0
148,286954270.0
149,287462750.0
150,345111070.0
151,215562990.0
152,296608800.0
153,319539840.0
154,211050060.0
155,250127150.0
156,242852100.0
157,203762600.0
158,245514990.0
159,184529300.0
160,212812480.0
161,221907410.0
162,271658050.0
163,212887150.0
164,233651460.0
