Iteration,Training_Loss
0,38755190000.0
1,24372283000.0
2,55684520000.0
3,41970310000.0
4,73994130000.0
5,45836250000.0
6,47653757000.0
7,40346685000.0
8,58526867000.0
9,75167770000.0
10,54634950000.0
11,62021430000.0
12,19998300000.0
13,46456738000.0
14,65789112000.0
15,33798973000.0
16,38609842000.0
17,24256880000.0
18,55372407000.0
19,41677095000.0
20,73373990000.0
21,45365318000.0
22,47074310000.0
23,39743832000.0
24,57515147000.0
25,73649095000.0
26,53322867000.0
27,60304196000.0
28,19324290000.0
29,44727040000.0
30,63037050000.0
31,32133482000.0
32,36519653000.0
33,22706514000.0
34,51756323000.0
35,38584926000.0
36,67512890000.0
37,41290230000.0
38,42530370000.0
39,35398685000.0
40,50805838000.0
41,64326940000.0
42,45824758000.0
43,51190514000.0
44,15981174000.0
45,36682290000.0
46,51027562000.0
47,25280082000.0
48,28264206000.0
49,16983725000.0
50,38792850000.0
51,28080810000.0
52,48333763000.0
53,28622920000.0
54,28990058000.0
55,23063884000.0
56,32396564000.0
57,39700267000.0
58,26924462000.0
59,29094881000.0
60,8438236000.0
61,18835644000.0
62,25255436000.0
63,11451495000.0
64,12219986000.0
65,6589393400.0
66,15371051000.0
67,10149741000.0
68,16577462000.0
69,8956580000.0
70,8756447000.0
71,5901984300.0
72,7780554000.0
73,8499326500.0
74,4767917000.0
75,4673442000.0
76,1318205300.0
77,2179164700.0
78,2476557000.0
79,1042406300.0
80,1080936700.0
81,757075140.0
82,1112169700.0
83,880362560.0
84,817157000.0
85,1034146900.0
86,974967000.0
87,884321300.0
88,1079017600.0
89,1243929900.0
90,1019944770.0
91,1127487200.0
92,1133120500.0
93,1151951700.0
94,1128653400.0
95,1124881200.0
96,1163562600.0
97,1091607400.0
98,972698400.0
99,887438300.0
100,722166800.0
101,865922500.0
102,761250240.0
103,589351600.0
104,699095800.0
105,752536960.0
106,504631400.0
107,615380100.0
108,582569100.0
109,564119100.0
110,661868540.0
111,511049020.0
112,591649800.0
113,502010530.0
114,764165250.0
115,602526500.0
116,752150460.0
117,660168800.0
118,776777200.0
119,495420740.0
120,706448700.0
121,798203700.0
122,487126700.0
123,587105900.0
124,443527000.0
125,450746460.0
126,534772000.0
127,384064260.0
128,440550620.0
129,400697570.0
130,523652380.0
131,420318720.0
132,440007970.0
133,438592300.0
134,490844540.0
135,320811970.0
136,424229340.0
137,454707500.0
138,297084450.0
139,350926940.0
140,350893340.0
141,306837540.0
142,339665150.0
143,291306100.0
