Lag,MAE,RMSE,MAPE
1.0,23854.408316569603,38696.24797872515,38.255055198145584
2.0,23739.51615821697,38463.26919263854,38.35521276988185
3.0,23620.66779413344,38310.82473048773,38.25214055612427
