Lag,MAE,RMSE,MAPE
1.0,243.42059355043554,380.9588496408539,5.277247048924251
2.0,225.44464961444203,351.6381177927411,5.060239383252103
3.0,215.16092931466576,329.3177428844274,5.1097502188231445
