Lag,MAE,RMSE,MAPE
1.0,1042.8240442163697,2558.9618565165983,17.66978746672857
2.0,949.1203805345552,2252.820126324719,14.13493700256139
3.0,957.9672232100612,2237.111274526658,14.052979197846716
