Lag,MAE,RMSE,MAPE
1.0,1227.6686384258585,3340.414993644103,6.010521115570221
2.0,1226.6784610214372,3338.30556224583,6.3120367998848685
3.0,1226.5558215121732,3337.985427935757,6.361416861171749
