Year,Month,NN,Sax,Mosley,date,Employment,NN_share,NN_dev,NN_season_resid,Mosley_share,Mosley_dev,Mosley_season_resid,Sax_share,Sax_dev,Sax_season_resid,Employment_share,Employment_dev,Employment_season_resid
2014,4,45.83987768758457,40.0036708920944,42.6719933564589,2014-04-01,372800,0.09514780087625187,0.011814467542918539,0.0040877731979071285,0.08857236388247948,0.005239030549146151,0.0007836716277743018,0.08303384529734495,-0.0002994880359883795,0.002376402875412937,0.08268458757513251,-0.0006487457582008138,0.0002411641686503467
2014,5,39.63751370298475,41.4698345946414,39.8435210040486,2014-05-01,374200,0.08227382906090874,-0.0010595042724245857,-6.786271490865693e-05,0.08270142927821876,-0.0006319040551145683,-0.0015564905740363935,0.08607709626264395,0.0027437629293106253,6.15517626276008e-05,0.08299509836538248,-0.0003382349679508512,0.0002296792517597643
2014,6,37.99746784555483,46.1984845714102,39.4011763106138,2014-06-01,378900,0.07886965861930811,-0.004463674714025215,-0.0009454211235716331,0.08178327401837172,-0.0015500593149616049,-0.0038143863669343678,0.09589214527890581,0.012558811945572484,0.0016269703198297496,0.08403752744693592,0.0007041941136025909,0.000122805222332535
2014,7,41.95557608163799,46.8767165086491,42.6564183389162,2014-07-01,382800,0.08708532832201098,0.0037519949886776482,0.005762912937745699,0.08854003550940011,0.00520670217606678,0.004850985249897182,0.09729992122787612,0.01396658789454279,0.0003997005410531912,0.08490252179120367,0.001569188457870338,0.00019373014387674497
2014,8,39.80370314089287,45.246495148809,39.9498938636086,2014-08-01,380800,0.08261878110579828,-0.0007145522275350535,0.0006264693876755964,0.08292222270461122,-0.00041111062872210835,-0.0003546774442742926,0.09391614306015447,0.010582809726821144,0.005191478477208107,0.08445893494798944,0.0011256016146561076,5.8728275309291285e-05
2014,9,34.8575725182964,36.2432135115929,40.7307648665664,2014-09-01,377400,0.07235231715940334,-0.010981016173929992,-0.012660757226308475,0.0845430420097114,0.0012097086763780684,0.0034768758010299697,0.0752284307087171,-0.008104902624616231,0.0008550116606963146,0.08370483731452526,0.0003715039811919285,0.0002926656297579754
2014,10,38.76856767144606,34.3308299240178,39.2466831726946,2014-10-01,376400,0.08047019632557434,-0.0028631370077589896,-0.0020001253603031625,0.08146259946457673,-0.0018707338687565939,-0.0020118182645991536,0.07125898092026599,-0.01207435241306734,-0.003925725221428811,0.08348304389291814,0.0001497105595848064,-0.00022575978914438077
2014,11,36.092195871907265,36.4040758302433,36.6245713400252,2014-11-01,377400,0.07491497009244887,-0.008418363240884463,-0.001490085216049165,0.07601999823796692,-0.007313335095366413,-0.002473705484960574,0.07556232548844917,-0.007771007844884159,-0.0023592992549773765,0.08370483731452526,0.0003715039811919285,-0.00031426948714785075
2014,12,33.89873405448144,38.3119244000526,35.6113778389766,2014-12-01,379200,0.07036209868959563,-0.0129712346437377,-0.005520587607093426,0.07391695742830535,-0.009416375905027974,-0.0010343009801798142,0.07952236214167571,-0.0038109711916576167,-0.001556655752358859,0.08410406547341806,0.0007707321400847317,-0.00031917097630788926
2015,1,43.217740531248246,40.4351121581914,40.6233282606909,2015-01-01,379700,0.085174724786211,0.0018413914528776776,0.0003556606444059579,0.08006158494108387,-0.00327174839224946,-0.004510262235713435,0.07969064341258963,-0.003642689920743694,-0.0023750161598387926,0.08206713208118097,-0.001266201252152363,0.0003275741408911234
2015,2,45.53817358914986,41.862716517406,41.4446414962576,2015-02-01,380500,0.08974789878055002,0.006414565447216691,-0.0006967138373935675,0.08168025190383464,-0.0016530814294986873,-0.0034194011131190288,0.08250420578084393,-0.0008291275524894004,0.002304726913294566,0.0822400414982601,-0.001093291835073229,0.00014270179763817086
2015,3,46.32911544989699,43.9230828008522,43.6444823896855,2015-03-01,382300,0.09130670899327552,0.007973375659942189,0.0028730497292303817,0.08601575950714622,0.0026824261738128963,-0.0017169713291779508,0.08656483294446048,0.0032314996111271477,0.00395178636240869,0.08262908768668814,-0.000704245646645188,0.00026186701054410025
2015,4,46.213341906960274,42.7193714359559,45.7748387074028,2015-04-01,384700,0.09107853927556367,0.00774520594223034,1.851159721893026e-05,0.09021432497650339,0.006880991643170062,0.002425632721798213,0.08419252511515722,0.0008591917818238926,0.003535082693225209,0.08314781593792551,-0.00018551739540781376,0.0007043925314433468
2015,5,39.86298417269218,46.041704675894,43.5386171480685,2015-05-01,385600,0.07856307766971721,-0.004770255663616121,-0.0037786141061001925,0.08580711734519343,0.002473784011860103,0.0015491974929382776,0.09074027184789543,0.007406938514562103,0.004724727347879079,0.08334233903213954,9.005698806213713e-06,0.0005769199185168292
2015,6,42.68526557266984,46.5310407805877,43.4375246680306,2015-06-01,389700,0.08412530833141804,0.0007919749980847129,0.004310228588538295,0.085607881474476,0.0022745481411426682,1.0221089169905329e-05,0.09170466904989878,0.008371335716565453,-0.0025605059091772815,0.08422849979467006,0.0008951664613367355,0.0003137775700666796
2015,7,40.729448468588835,49.1340168659524,42.0698780049277,2015-07-01,391600,0.08027072959767292,-0.0030626037356604047,-0.0010516857865923534,0.08291248540095053,-0.00042084793238279794,-0.0007765648585523953,0.09683468669938054,0.013501353366047214,-6.553398744238437e-05,0.084639159660233,0.00130582632689967,-6.9631987093923e-05
2015,8,43.91971610505674,46.788206762691,45.2061093006287,2015-08-01,390300,0.08655819776676976,0.0032248644334364335,0.004565886048647084,0.08909345724708602,0.0057601239137526905,0.005816557098200506,0.09221149891839193,0.008878165585058606,0.003486834335445569,0.08435818185747941,0.0010248485241460825,-4.202481520073384e-05
2015,9,40.12105074336655,36.1709420535705,41.2773982459624,2015-09-01,386100,0.07907168244320874,-0.004261650890124591,-0.005941391942503075,0.08135064425565264,-0.001982689077680691,0.00028447804697121024,0.07128669839746175,-0.012046634935871575,-0.0030867206505590297,0.083450407417814,0.00011707408448066725,3.823573304671415e-05
2015,10,42.20408514238048,37.0888753321751,42.3842275681599,2015-10-01,385400,0.083176984559314,-0.00015634877401933533,0.0007066628734364916,0.08353201426122514,0.0001986809278918117,5.7596532049251914e-05,0.07309578682772618,-0.010237546505607154,-0.0020889193139686235,0.08329911167786976,-3.422165546357325e-05,-0.0004096920041927604
2015,11,32.91150927222386,37.3910899332173,39.6766045736136,2015-11-01,385400,0.06486291763757632,-0.01847041569575701,-0.011542137670921713,0.07819575557323222,-0.005137577760101111,-0.00029794814969527194,0.07369139976708224,-0.009641933566251093,-0.00423022497634431,0.08329911167786976,-3.422165546357325e-05,-0.0007199951238033525
2015,12,43.66856904576612,39.3148406835066,38.3233496365718,2015-12-01,385400,0.08606323015872283,0.0027298968253895023,0.010180543862033776,0.07552872311361586,-0.00780461021971747,0.0005774647051306897,0.07748278123911186,-0.005850552094221473,-0.003596236654922715,0.08329911167786976,-3.422165546357325e-05,-0.0011241247718561942
2016,1,47.63332630394939,43.1070227934286,45.647177617306,2016-01-01,380600,0.09018530569227187,0.006851972358938543,0.005366241550466824,0.08642488330832457,0.0030915499749912395,0.0018530361315272647,0.08161554797374625,-0.0017177853595870818,-0.0004501115986821802,0.08252742963701809,-0.0008059036963152383,0.0007878716967282481
2016,2,49.38088742185453,40.7569701187678,46.1285673135061,2016-02-01,381200,0.09349400457734504,0.01016067124401171,0.003049391959401451,0.0873363098299974,0.004002976496664076,0.002236656813043735,0.07716613754406453,-0.006167195789268803,-0.003033341323484837,0.08265753068216315,-0.0006758026511701765,0.0005601909815412234
2016,3,46.85546966307884,43.8900106497481,46.2872775254006,2016-03-01,381600,0.08871257127742045,0.005379237944087123,0.0002789120133753157,0.08763679963591305,0.004303466302579717,-9.593120041113002e-05,0.08309799744042681,-0.0002353358929065158,0.0004849508583750267,0.08274426471225986,-0.0005890686210734686,0.00037704403611581964
2016,4,45.3198883948357,42.2166914608195,46.5805730083508,2016-04-01,383000,0.08580521886604052,0.002471885532707191,-0.005254808812304219,0.08819210292544698,0.004858769592113649,0.00040341067074179966,0.07992986255916074,-0.003403470774172593,-0.0007275798627712762,0.08304783381759834,-0.000285499515734991,0.0006044104111161695
2016,5,43.17530309435645,44.5682496789465,46.2536316765223,2016-05-01,383000,0.08174482468586676,-0.0015885086474665688,-0.0005968670899506401,0.08757309715276076,0.004239763819427436,0.0033151773005056107,0.0843821234699713,0.0010487901366379726,-0.0016334210300450519,0.08304783381759834,-0.000285499515734991,0.00028241470397562447
2016,6,42.88654579439549,50.4854512449744,46.625375489312,2016-06-01,387900,0.08119811364574997,-0.002135219687583359,0.0013830339028702227,0.08827692852455538,0.004943595191222047,0.0026792681392492843,0.09558530144393466,0.012251968110601336,0.0013201264848586008,0.08411032568628302,0.0007769923529496875,0.00019560346167963162
2016,7,41.279675270132515,54.0219604993,45.6341686153499,2016-07-01,391300,0.07815578759625587,-0.00517754573707746,-0.003166627788009409,0.08640025305658283,0.0030669197232495032,0.0027112027970799058,0.10228105823718761,0.018947724903854282,0.005380837550364684,0.08484756494210503,0.0015142316087717045,0.00013877329477811145
2016,8,42.746686423858165,47.0831215225129,44.1001014359143,2016-08-01,390000,0.08093331458457688,-0.0024000187487564495,-0.0010589971335457995,0.08349576730542901,0.00016243397209568522,0.00021886715654350096,0.08914358993867176,0.005810256605338432,0.000418925355725395,0.08456567934429073,0.001232346010957397,0.00016547267161058058
2016,9,43.51842538901597,37.7821101296772,43.8158226054356,2016-09-01,382700,0.08239446625900074,-0.0009388670743325916,-0.0026186081267110754,0.08295753545773131,-0.0003757978756020186,0.0018913692490498827,0.0715337646168436,-0.011799568716489725,-0.0028396544311771795,0.0829827832950258,-0.00035055003830752884,-0.00042938838974148193
2016,10,42.725714124914354,39.9716502349646,43.4356693793418,2016-10-01,382800,0.08089360723390293,-0.0024397260994303976,-0.0015767144519745707,0.08223778234440884,-0.0010955509889244847,-0.0012366353847670444,0.07567927279447556,-0.007654060538857768,0.0004945666527807618,0.08300446680254998,-0.00032886653078334493,-0.0007043368795125321
2016,11,42.439469656431235,40.9267349449318,38.2789087698635,2016-11-01,383400,0.08035165379718207,-0.0029816795361512632,0.003946598488684035,0.07247436525738699,-0.010858968075946343,-0.006019338465540504,0.07748755731319214,-0.005845776020141191,-0.00043406743023440865,0.08313456784769505,-0.0001987654856382831,-0.0008845389539780624
2016,12,40.21030936623445,43.3617276249856,35.3844274667541,2016-12-01,384300,0.07613113178438695,-0.00720220154894638,0.00024844548769789414,0.06699417520146297,-0.016339158131870354,-0.007957083207022195,0.08209778666832514,-0.0012355466650081914,0.0010187687742905663,0.08332971941541263,-3.613917920697318e-06,-0.0010935170343133183
2017,1,40.706025087234465,47.2013571295342,41.8731281449768,2017-01-01,380600,0.07406064676867065,-0.00927268656466268,-0.0107584173731344,0.07618407707454931,-0.007149256258784015,-0.008387770102247989,0.08587827059706174,0.0025449372637284112,0.003812611024633313,0.08128483864767315,-0.0020484946856601793,-0.00045471929261669294
2017,2,42.642916107015736,40.8153403533238,42.8029557323669,2017-02-01,381200,0.07758463127312712,-0.0057487020602062094,-0.012859981344816468,0.0778758077792272,-0.005457525554106127,-0.007223845237726468,0.07425953524503046,-0.009073798088302873,-0.005939943622518907,0.08141298080003417,-0.001920352533299155,-0.0006843589005877551
2017,3,44.83630281238389,43.9273773193896,44.8845499619526,2017-03-01,382500,0.0815752846878304,-0.001758048645502927,-0.006858374576214734,0.08166306567588182,-0.001670267657451513,-0.00606966516044236,0.0799215833074713,-0.003411750025862026,-0.002691463274580483,0.08169062213014971,-0.0016427112031836139,-0.0006765985459943256
2017,4,54.69474875318824,52.2413131786613,54.7276013029209,2017-04-01,382600,0.09951176659549067,0.016178433262157343,0.008451738917145932,0.09957153860899448,0.016238205275661152,0.011782846354289302,0.09504797959920852,0.011714646265875192,0.014390537177276508,0.08171197915554322,-0.0016213541777901075,-0.000731444250938947
2017,5,51.57275672657773,44.9968825849721,46.6569288934822,2017-05-01,385100,0.09383160627028324,0.01049827293694991,0.011489914494465838,0.08488773646373067,0.0015544031303973416,0.0006298166114755163,0.08186744393920316,-0.001465889394130171,-0.004148100560813195,0.0822459047903808,-0.0010874285429525316,-0.0005195143232419161
2017,6,43.595376166206535,51.1416973972573,45.7481121069065,2017-06-01,393200,0.0793175395552261,-0.004015793778107235,-0.0004975401876536533,0.08323423286410926,-9.910046922406712e-05,-0.00236342752119683,0.09304733581752529,0.009714002484191964,-0.0012178391415507712,0.08397582384725455,0.0006424905139212206,6.110162265116471e-05
2017,7,43.91792233772467,54.3687012648094,44.422450512367,2017-07-01,396400,0.0799043808895052,-0.003428952443828126,-0.0014180344947600748,0.0808223207484561,-0.002511012584877223,-0.0028667295110468205,0.09891855495630726,0.015585221622973933,0.0020183342694843343,0.08465924865984666,0.0013259153265133272,-4.954298748026582e-05
2017,8,38.26830788292766,47.9333732806726,45.5407340032456,2017-08-01,396600,0.06962545781560592,-0.01370787551772741,-0.012366853902516762,0.0828569286087841,-0.0004764047245492259,-0.00041997154010141015,0.08721010266571105,0.0038767693323777247,-0.0015145619172353122,0.08470196271063367,0.00136862937730034,0.0003017560379535236
2017,9,45.633088183419865,44.7173920794819,45.3115237366154,2017-09-01,392400,0.08302495804179404,-0.00030837529153929233,-0.001988116343917776,0.08243990285998468,-0.0008934304733486526,0.0013737366513032487,0.08135893819446519,-0.001974395138868143,0.0069855191464444025,0.08380496764410653,0.0004716343107731974,0.0003927959593392443
2017,10,58.63374895501872,38.6022442401824,50.0025453561715,2017-10-01,394600,0.10667839369662158,0.023345060363288248,0.024208072010744073,0.09097475966326155,0.0076414263299282165,0.007500341934085657,0.07023302248311789,-0.013100310850215444,-0.004951683658576914,0.0842748222027636,0.0009414888694302681,0.0005660185207010809
2017,11,43.45374517798429,40.7389327951698,46.6683804450848,2017-11-01,397100,0.07905985577087853,-0.004273477562454803,0.0026548004623804956,0.08490857144617801,0.0015752381128446846,0.006414867723250524,0.07412051913715029,-0.009212814196183042,-0.003801105606276259,0.08480874783760117,0.001475414504267844,0.0007896410359280648
2017,12,41.67603133695822,42.9463579031858,40.9920593305498,2017-12-01,400000,0.0758254786349666,-0.007507854698366734,-5.7207661722459904e-05,0.07458105820684284,-0.008752275126490489,-0.0003702002016423289,0.07813671405774783,-0.005196619275585498,-0.0029423038362867407,0.08542810157401277,0.0020947682406794454,0.0010048651242868245
2018,1,50.27390825179389,43.1685360084075,48.7125272080325,2018-01-01,396900,0.0857291335678163,0.002395800234482978,0.0009100694260112585,0.08306660247155721,-0.0002667308617761155,-0.0015052447052400903,0.07361276093469027,-0.00972057239864306,-0.008452898637738158,0.08051199870174655,-0.0028213346315867777,-0.0012275592385432913
2018,2,55.82342039626913,44.5410170166975,50.925620185986,2018-02-01,399600,0.09519238964663847,0.011859056313305139,0.00474777702869488,0.08684045952986941,0.0035071261965360784,0.0017408065129157371,0.07595317193058268,-0.0073801614027506485,-0.004246306936966682,0.08105969937318701,-0.0022736339601463207,-0.0010376403274349208
2018,3,53.345550171815624,50.0020448720278,51.3499000887713,2018-03-01,402200,0.09096702355073107,0.007633690217397737,0.00253336428668593,0.08756395904921946,0.00423062571588613,-0.0001687717871047172,0.08526554096468242,0.0019322076313490893,0.002652494382630632,0.0815871148345741,-0.0017462184987592222,-0.000780105841569934
2018,4,53.022211128614806,48.301590594633,51.3011191115688,2018-04-01,403200,0.09041565253172414,0.007082319198390807,-0.0006443751466206028,0.08748077572300546,0.004147442389672129,-0.00030791653169971994,0.08236585647740084,-0.0009674768559324864,0.0017084140554688302,0.08178996693510761,-0.0015433663982257206,-0.0006534564713745601
2018,5,46.96622052023627,55.2542531197527,48.599540229475,2018-05-01,405800,0.08008872857047432,-0.0032446047628590102,-0.0022529632053430813,0.08287393243429521,-0.0004594008990381204,-0.0013839874179599457,0.09422182222573054,0.010888488892397213,0.008206277725714188,0.08231738239649472,-0.0010159509368386083,-0.0004480367171279928
2018,6,47.82078566380206,58.7092885457592,48.2224223084975,2018-06-01,413300,0.08154596815821888,-0.0017873651751144498,0.0017308884153391319,0.08223085546370493,-0.0011024778696284016,-0.0033668049216011645,0.10011349056458661,0.016780157231253284,0.0058483156055105495,0.08383877315049597,0.0005054398171626395,-7.594907410741634e-05
2018,7,45.573434408077254,59.7034984216858,49.5918806540573,2018-07-01,418500,0.07771369247734505,-0.0056196408559882755,-0.0036087229069202242,0.08456611209094093,0.0012327787576076055,0.0008770618314380081,0.10180885808646038,0.018475524753127054,0.0049086373996374555,0.08489360407327018,0.0015602707399368504,0.00018481242594325735
2018,8,42.45762793419383,50.9941444695278,48.7065430850094,2018-08-01,418600,0.07240049128293648,-0.010932842050396852,-0.009591820435186202,0.08305639809915466,-0.0002769352341786685,-0.00022050204973085276,0.08695730995309439,0.003623976619761063,-0.001767354629851974,0.08491388928332352,0.001580555949990195,0.0005136826106433786
2018,9,44.525488627511166,38.8205455481799,45.0138975884834,2018-09-01,413200,0.07592669228344678,-0.007406641049886545,-0.009086382102265029,0.07675954730719386,-0.006573786026139464,-0.0043066189014875625,0.06619838898951445,-0.017134944343818875,-0.00817503005850633,0.08381848794044262,0.0004851546071092949,0.00040631625567534184
2018,10,48.67085639245132,41.7322318492964,49.1501006965849,2018-10-01,416600,0.08299554368502036,-0.0003377896483129639,0.000525221999142863,0.0838127707594485,0.00047943742611517015,0.0003383530302726104,0.07116351608020748,-0.012169817253125853,-0.004021190061487323,0.08450818508225652,0.0011748517489231919,0.0007993814001940047
2018,11,49.66655510993743,45.0810192438188,47.8023891932594,2018-11-01,419100,0.08469345004068198,0.0013601167073486464,0.008288394732183945,0.08151459774093543,-0.0018187355923978965,0.003020894018007943,0.07687400591118232,-0.006459327422151009,-0.0010476188322442268,0.08501531533359027,0.0016819820002569458,0.0009962085319171665
2018,12,48.28128714730527,50.1191760622214,47.0514054022826,2018-12-01,422700,0.08233123420496621,-0.001002099128367115,0.006448547908277159,0.08023398933067485,-0.0030993440026584745,0.005282730922189685,0.08546527788186761,0.002131944548534284,0.004386259987833042,0.08574558289551089,0.0024122495621775597,0.0013223464457849388
2019,1,48.6473119688301,49.1027900586767,54.80031396567,2019-01-01,423700,0.07699242233913758,-0.006340910994195745,-0.007826641802667464,0.08673056632328598,0.0033972329899526477,0.0021587191464886727,0.07771329179811536,-0.005620041535217973,-0.004352367774313071,0.08024621212121212,-0.0030871212121212077,-0.0014933458190777213
2019,2,60.42423596727264,48.4212107182351,54.8018654374564,2019-02-01,427400,0.09563135365203285,0.012298020318699518,0.005186741034089259,0.08673302178415712,0.003399688450823793,0.0016333687672034517,0.07663457969022883,-0.006698753643104502,-0.0035648991773205357,0.0809469696969697,-0.002386363636363631,-0.001150370003652231
2019,3,48.04480024918278,46.6341346430487,52.8627757344798,2019-03-01,430100,0.07603884782687903,-0.0072944855064542985,-0.012394811437166106,0.08366409140912005,0.00033075807578672456,-0.0040686394272041225,0.07380623603948241,-0.009527097293850914,-0.008806810542569371,0.08145833333333333,-0.0018750000000000017,-0.0009088873428107135
2019,4,53.99162248408946,46.7104632536931,54.4785751133591,2019-04-01,430800,0.08545067821493983,0.0021173448816065032,-0.005609349463404907,0.08622136134160267,0.0028880280082693444,-0.0015673309131025047,0.07392703869824101,-0.009406294635092322,-0.006730403723691005,0.08159090909090909,-0.0017424242424242398,-0.0008525143155730792
2019,5,47.96813199297544,53.6810072768872,53.8152679590093,2019-05-01,434600,0.07591750762280561,-0.007415825710527721,-0.006424184153011792,0.0851715679922601,0.0018382346589267684,0.0009136481400049432,0.08495907824260843,0.001625744909275098,-0.0010564662574079264,0.08231060606060606,-0.0010227272727272724,-0.0004548130530166569
2019,6,39.77272757131465,64.3453719534517,57.1244135901273,2019-06-01,443900,0.06294692378300713,-0.020386409550326196,-0.016868155959872615,0.09040883861835336,0.007075505285020031,0.004811178233047268,0.10183720029964467,0.018503866966311344,0.007572025340568609,0.0840719696969697,0.0007386363636363719,0.000157247472366316
2019,7,53.812193989695146,62.2324027328319,52.3677447435473,2019-07-01,449400,0.08516670292707738,0.0018333695937440553,0.0038442875428121065,0.08288062293815382,-0.0004527103951795092,-0.0008084273213491065,0.09849307681081153,0.0151597434774782,0.0015928561239886008,0.08511363636363636,0.0017803030303030348,0.0004048447163094418
2019,8,52.74008987851709,58.1899328060781,51.7154098748861,2019-08-01,448100,0.08346992073750369,0.00013658740417035742,0.0014776090193810074,0.08184819504683087,-0.0014851382865024576,-0.0014287051020546418,0.09209519912142732,0.008761865788093987,0.0033705345384809496,0.08486742424242424,0.0015340909090909155,0.00046721756974409914
2019,9,59.28619488688319,52.0832504781083,50.7945917148856,2019-09-01,442700,0.09383021529608887,0.010496881962755542,0.008817140910377058,0.08039084791287758,-0.0029424854204557482,-0.000675318295803847,0.08243036367918848,-0.0009029696541448529,0.008056944631167693,0.08384469696969697,0.0005113636363636431,0.00043252528492969004
