Year,Month,NN,Sax,Mosley,date
2011,5,39.22117232618987,38.0047273701718,38.0567237299561,2011-05-01
2011,6,36.65502043037992,40.8768531393659,38.4856959971162,2011-06-01
2011,7,36.051279096992374,45.8296516401783,37.7637950698583,2011-07-01
2011,8,37.210568237873964,38.9519616896249,37.7962369281492,2011-08-01
2011,9,40.924209203569426,33.5801858675042,35.4779181051565,2011-09-01
2011,10,31.909555867146512,34.287770858914,36.6412974380226,2011-10-01
2011,11,33.48392440684464,35.7832906975031,35.6159709688511,2011-11-01
2011,12,32.641019909046776,36.8475352641696,33.2250358073384,2011-12-01
2012,1,38.98774606837818,38.3322423380927,40.3176817337952,2012-01-01
2012,2,44.35639605681578,37.849118334681,40.7940533754154,2012-02-01
2012,3,42.04320148828967,37.9967734699162,39.7297014335373,2012-03-01
2012,4,40.38766391355666,37.9247616326346,38.657801840876,2012-04-01
2012,5,35.40281009855736,39.6361796464693,39.6642533244553,2012-05-01
2012,6,36.99533350092997,44.054969566281,40.4733220112585,2012-06-01
2012,7,35.374857325681226,44.6772384463298,36.9580012999513,2012-07-01
2012,8,35.98475733146331,38.2830406023781,37.3302533538792,2012-08-01
2012,9,39.64967634370299,33.1110943666381,37.548880461094,2012-09-01
2012,10,37.303073253135004,34.30355280596,37.8159263528314,2012-10-01
2012,11,34.3562413684422,32.7110470730984,33.4829459068017,2012-11-01
2012,12,33.978649929945746,35.9403883964189,32.0475855850027,2012-12-01
2013,1,48.579088114835784,38.6598074655354,38.9376973635049,2013-01-01
2013,2,43.92108539493954,38.482854913421,39.6320176398373,2013-02-01
2013,3,38.10398077269294,38.9224580300009,39.0331014104391,2013-03-01
2013,4,39.43653628016389,37.6740779868615,40.1145563875472,2013-04-01
2013,5,35.1636262683641,40.2919060960009,40.1772863496426,2013-05-01
2013,6,34.26703773455031,44.9133973922323,39.6177304571196,2013-06-01
2013,7,36.98459516052496,44.2024921071675,39.0005855114321,2013-07-01
2013,8,40.05341871545853,43.4207795351011,39.7265644463031,2013-08-01
2013,9,40.590279925823644,35.4384949539802,38.1497664012638,2013-09-01
2013,10,37.2352188865315,32.408200446948,38.7856571306215,2013-10-01
2013,11,38.28606489054524,36.9096909339997,38.7432044559623,2013-11-01
2013,12,35.65629202721957,36.9530643104017,36.3590566179765,2013-12-01
2014,1,44.15618060013843,36.9706561174853,41.1461640241047,2014-01-01
2014,2,44.961632480689815,40.5507147863867,43.5595357498045,2014-02-01
2014,3,41.705819348006436,39.1688663366842,40.333382756249,2014-03-01
2014,4,43.0307824316998,40.0036708920944,42.6719933564589,2014-04-01
2014,5,38.75269765554986,41.4698345946414,39.8435210040486,2014-05-01
2014,6,37.73983777588451,46.1984845714102,39.4011763106138,2014-06-01
2014,7,42.84034870563245,46.8767165086491,42.6564183389162,2014-07-01
2014,8,41.564832130570146,45.246495148809,39.9498938636086,2014-08-01
2014,9,37.19499242866627,36.2432135115929,40.7307648665664,2014-09-01
2014,10,39.18663772214446,34.3308299240178,39.2466831726946,2014-10-01
2014,11,37.00056482780083,36.4040758302433,36.6245713400252,2014-11-01
2014,12,33.641156515283946,38.3119244000526,35.6113778389766,2014-12-01
2015,1,44.31847608703175,40.4351121581914,40.6233282606909,2015-01-01
2015,2,43.53465727498334,41.862716517406,41.4446414962576,2015-02-01
2015,3,44.543329927066466,43.9230828008522,43.6444823896855,2015-03-01
2015,4,43.494781752527594,42.7193714359559,45.7748387074028,2015-04-01
2015,5,40.84295891400273,46.041704675894,43.5386171480685,2015-05-01
2015,6,44.4931893232616,46.5310407805877,43.4375246680306,2015-06-01
2015,7,39.540566649792375,49.1340168659524,42.0698780049277,2015-07-01
2015,8,44.91757174736124,46.788206762691,45.2061093006287,2015-08-01
2015,9,42.78264942603391,36.1709420535705,41.2773982459624,2015-09-01
2015,10,42.86538204868681,37.0888753321751,42.3842275681599,2015-10-01
2015,11,36.02279917376572,37.3910899332173,39.6766045736136,2015-11-01
2015,12,40.04463767548647,39.3148406835066,38.3233496365718,2015-12-01
2016,1,48.494923153999736,43.1070227934286,45.647177617306,2016-01-01
2016,2,48.214764493118864,40.7569701187678,46.1285673135061,2016-02-01
2016,3,45.387499545752654,43.8900106497481,46.2872775254006,2016-03-01
2016,4,43.21553182926467,42.2166914608195,46.5805730083508,2016-04-01
2016,5,44.18369815591668,44.5682496789465,46.2536316765223,2016-05-01
2016,6,42.01478083207707,50.4854512449744,46.625375489312,2016-06-01
2016,7,42.50316811767377,54.0219604993,45.6341686153499,2016-07-01
2016,8,43.29933661715399,47.0831215225129,44.1001014359143,2016-08-01
2016,9,44.958169935409465,37.7821101296772,43.8158226054356,2016-09-01
2016,10,45.082194198264155,39.9716502349646,43.4356693793418,2016-10-01
2016,11,41.68763238140534,40.9267349449318,38.2789087698635,2016-11-01
2016,12,39.13000164302065,43.3617276249856,35.3844274667541,2016-12-01
2017,1,34.98185442787949,47.2013571295342,41.8731281449768,2017-01-01
2017,2,35.25477964601045,40.8153403533238,42.8029557323669,2017-02-01
2017,3,37.25751307825314,43.9273773193896,44.8845499619526,2017-03-01
2017,4,56.93904525897813,52.2413131786613,54.7276013029209,2017-04-01
2017,5,56.32066645433868,44.9968825849721,46.6569288934822,2017-05-01
2017,6,43.39774013033995,51.1416973972573,45.7481121069065,2017-06-01
2017,7,48.64835605434684,54.3687012648094,44.422450512367,2017-07-01
2017,8,37.97951179744163,47.9333732806726,45.5407340032456,2017-08-01
2017,9,50.30183580394674,44.7173920794819,45.3115237366154,2017-09-01
2017,10,65.53698700237655,38.6022442401824,50.0025453561715,2017-10-01
2017,11,44.67531231893887,40.7389327951698,46.6683804450848,2017-11-01
2017,12,38.33736755378957,42.9463579031858,40.9920593305498,2017-12-01
2018,1,51.21760009917687,43.1685360084075,48.7125272080325,2018-01-01
2018,2,53.26558643191447,44.5410170166975,50.925620185986,2018-02-01
2018,3,52.459008613171164,50.0020448720278,51.3499000887713,2018-03-01
2018,4,49.683474611503314,48.301590594633,51.3011191115688,2018-04-01
2018,5,48.18845941538083,55.2542531197527,48.599540229475,2018-05-01
2018,6,49.87576758912063,58.7092885457592,48.2224223084975,2018-06-01
2018,7,46.44391834112098,59.7034984216858,49.5918806540573,2018-07-01
2018,8,42.15071704564673,50.9941444695278,48.7065430850094,2018-08-01
2018,9,44.616861656861715,38.8205455481799,45.0138975884834,2018-09-01
2018,10,50.259380828663105,41.7322318492964,49.1501006965849,2018-10-01
2018,11,49.167758876141164,45.0810192438188,47.8023891932594,2018-11-01
2018,12,49.098812243307,50.1191760622214,47.0514054022826,2018-12-01
2019,1,45.22100545321339,49.1027900586767,54.80031396567,2019-01-01
2019,2,56.5592210151681,48.4212107182351,54.8018654374564,2019-02-01
2019,3,43.53518396469458,46.6341346430487,52.8627757344798,2019-03-01
2019,4,46.38471953110874,46.7104632536931,54.4785751133591,2019-04-01
2019,5,44.85093104280688,53.6810072768872,53.8152679590093,2019-05-01
2019,6,38.50936626745203,64.3453719534517,57.1244135901273,2019-06-01
2019,7,55.931953684672855,62.2324027328319,52.3677447435473,2019-07-01
2019,8,58.49857881032601,58.1899328060781,51.7154098748861,2019-08-01
2019,9,63.59326536695136,52.0832504781083,50.7945917148856,2019-09-01
2019,10,60.692010175420826,52.0346633211114,51.40141739702,2019-10-01
2019,11,57.77811666938197,49.149651590035,49.3466538919055,2019-11-01
2019,12,60.29110099789736,49.2605741469367,48.3364235567478,2019-12-01
2020,1,50.47344773206574,64.8575094903009,56.3847411440971,2020-01-01
2020,2,59.039800513979436,57.1789485216787,56.7782221948502,2020-02-01
2020,3,65.73075692386413,48.8417392938259,58.9501577729054,2020-03-01
2020,4,70.09419460990793,41.4356584765189,53.7960459898724,2020-04-01
2020,5,52.5780135988201,55.8991122379014,55.0128236229421,2020-05-01
2020,6,42.24232494066549,62.281890575743,58.5546511138948,2020-06-01
2020,7,56.58729788355456,64.4119585243446,60.8714668704801,2020-07-01
2020,8,53.49970487836325,55.0352772661056,57.0970500308191,2020-08-01
2020,9,59.78394209682423,48.1622180077298,56.7261777202564,2020-09-01
2020,10,54.80395723089812,58.144948248659,53.4167229920692,2020-10-01
2020,11,47.89600509338439,55.2957635785278,49.372735857701,2020-11-01
2020,12,59.23382254565554,60.4182438266475,55.0024727380952,2020-12-01
2021,1,55.86890538859014,57.1981276158798,65.494543345899,2021-01-01
2021,2,61.03375283384937,57.0099001603085,68.0164089378144,2021-02-01
2021,3,59.01614599349339,60.0515078197742,62.7570050625515,2021-03-01
2021,4,64.69116124053419,57.1901593642567,58.0122687177382,2021-04-01
2021,5,60.31572836003269,61.9078286688688,58.8769278343267,2021-05-01
2021,6,59.31524055246211,64.4759300431366,58.723047507006,2021-06-01
2021,7,63.39245626694328,66.4385154023582,55.5378475709677,2021-07-01
2021,8,63.559815207845936,63.9056310116516,58.1546681900062,2021-08-01
2021,9,65.93061298449194,52.9951935425598,58.064936723569,2021-09-01
2021,10,62.06670289320736,53.703170278717,57.2116986094352,2021-10-01
2021,11,50.37546170893882,57.5208445648773,57.8179049496696,2021-11-01
2021,12,44.14691688195185,57.3160918399525,51.0456428633576,2021-12-01
