Iteration,Training_Loss
0,38755295000.0
1,24372677000.0
2,55685317000.0
3,41971745000.0
4,73996540000.0
5,45838942000.0
6,47657790000.0
7,40351162000.0
8,58533490000.0
9,75177220000.0
10,54645500000.0
11,62034645000.0
12,20009075000.0
13,46474564000.0
14,65813602000.0
15,33819404000.0
16,38603256000.0
17,24101132000.0
18,53883945000.0
19,39185936000.0
20,63686386000.0
21,33910569000.0
22,24897012000.0
23,7803224000.0
24,842077900.0
25,32445278000.0
26,3681395500.0
27,743763200.0
28,2181427500.0
29,10399420000.0
30,19887213000.0
31,10438287000.0
32,11825565000.0
33,6361083400.0
34,12880709000.0
35,6278428000.0
36,5667122700.0
37,522772930.0
38,1557321000.0
39,5071438300.0
40,6870609400.0
41,2513496600.0
42,475052200.0
43,3299840800.0
44,1346327600.0
45,4007755800.0
46,4406270500.0
47,606690300.0
48,171176180.0
49,696138750.0
50,2484430000.0
51,1713590900.0
52,922253500.0
53,39155120.0
54,901404350.0
55,1247956500.0
56,1980846500.0
57,1382518400.0
58,140364640.0
59,163169340.0
60,269615300.0
61,1351100700.0
62,1502135200.0
63,170591680.0
64,29372544.0
65,261376500.0
66,1078743900.0
67,939712260.0
68,1211148800.0
69,195370940.0
70,33292548.0
71,199124450.0
72,822283970.0
73,955393000.0
74,142757860.0
75,38795090.0
76,188330850.0
77,554953000.0
78,1005580160.0
79,289419360.0
80,113979560.0
81,41765700.0
82,97311144.0
83,185466530.0
84,430695550.0
85,120688370.0
86,33271718.0
87,50493810.0
88,220415230.0
89,318902880.0
90,125349800.0
91,21520526.0
92,41634428.0
93,149663950.0
94,236975780.0
95,64627028.0
96,10678044.0
97,67450970.0
98,176372160.0
99,107019940.0
100,124973630.0
101,6440247.0
102,31414086.0
103,43624690.0
104,104091890.0
105,77988024.0
106,22646870.0
107,28861594.0
108,64142216.0
109,62615028.0
110,119400040.0
111,12253592.0
112,7300083.0
113,39435868.0
114,50396140.0
115,33124286.0
116,49062132.0
117,7347636.0
118,52469132.0
119,28733308.0
120,60929116.0
121,42436590.0
122,22899246.0
123,21170378.0
124,36394724.0
125,44771696.0
126,44246930.0
127,3073804.2
128,11033255.0
129,60802332.0
130,104481496.0
131,52293004.0
132,39435852.0
133,7967632.0
