Country,Lag,MAE,RMSE,MAPE
CA,1,3.452838344845885,7.784850192713666,0.013730913422876728
CA,2,3.9779876237091893,8.38358237312557,0.015245135178252572
CA,3,3.525624837531153,8.360143032933129,0.013515624726893091
DE,1,11.691132336418416,27.21148455942431,0.012873141194125505
DE,2,12.313243467980547,25.998701292646757,0.012881346628646918
DE,3,10.127626201645477,23.03226484153641,0.010434571638977635
JP,1,81.45594407855853,194.0986328444647,0.052510601733849326
JP,2,67.25227935307254,146.54985486974962,0.04362856469419981
JP,3,55.69046861410893,121.98558746909184,0.0358811971407564
KR,1,2.7512780433893567,3.625222056580886,0.004274442152405787
KR,2,2.683659352874929,3.501244572303674,0.003973912494049286
KR,3,2.6215879553054844,3.349032866631758,0.003686111995149957
CH,1,0.8732898745975944,1.0765318176893919,0.005478953860407917
CH,2,0.8732898745975944,1.0765318176893919,0.005478953860407917
CH,3,0.8732898745975944,1.0765318176893919,0.005478953860407917
GB,1,8.210626618770812,17.17044730876522,0.01899265344971018
GB,2,5.025080811260056,10.871667438612363,0.011358076645958826
GB,3,4.605012623801069,10.010662632849794,0.01011711714825478
US,1,40.21978707812904,79.03254786740268,0.009612907433223378
US,2,31.366085592693864,57.728901411120795,0.007165330700288557
US,3,28.239110534067297,49.42962222253444,0.006179335042848871
CN,1,10.835527346608544,14.78805532066464,0.004356276000071934
CN,2,10.728658000391437,14.62586418775038,0.004088926782638759
CN,3,10.731272961405898,14.628726854373818,0.004082023804745468
