Country,Lag,MAE,RMSE,MAPE
CA,1,104.54215802129798,298.941924734703,0.45639667089556
CA,2,149.89222724403214,442.0718713187442,0.6294457472019905
CA,3,143.26576118981004,419.78371242367933,0.6079872840100514
DE,1,222.6880033706237,661.3911549856513,0.25548881162536263
DE,2,278.4507529946524,771.7825232816652,0.3222510204865413
DE,3,219.57999725346494,603.1766606619411,0.26389514698963895
JP,1,685.4166884468735,1619.9083202768823,0.4543445710129521
JP,2,889.6687633477062,2132.847231900303,0.6520098138609263
JP,3,734.892268893332,1772.3482615844378,0.5172317644908793
KR,1,552.2188714353993,1630.469760828059,0.9766164174938717
KR,2,579.343942741634,1698.939051037401,1.062300195166754
KR,3,129.77774878782967,622.0453827489272,0.5171676350834498
CH,1,204.44281083404383,581.7293270853631,1.5150316220194981
CH,2,87.37701493560633,344.8309781626318,0.47118336588180404
CH,3,132.49365311920008,524.9493876836764,1.1774875106262097
GB,1,387.3142530459863,1878.3797324781592,0.6521621995650636
GB,2,420.186255022066,1893.9851784669063,0.7468028465976614
GB,3,372.57980316171927,1809.4591442159192,0.6368623262597795
US,1,1267.9910867067108,4596.331750151018,0.2907577282912544
US,2,1609.8986064667963,5478.119663677202,0.38324239227700196
US,3,481.10189910696255,1903.207317012618,0.13133225516106614
CN,1,2058.8945554055035,7473.909450313991,2.5856240356639026
CN,2,1715.987894221293,6869.577008688132,1.1956542381543371
CN,3,703.2273347174245,3949.4749211500052,0.532061243517178
